esclofollar_verb	éplucher_verb
aldulescu_propernoun	aldulescu_propernoun
infectant_adjective	infectant_adjective
febus_propernoun	febus_propernoun
veguer_noun	vicaire_noun
emfasitzar_verb	souligner_verb
holgado_propernoun	holgado_propernoun
saquejar_verb	piller_verb
oscil·lògraf_noun	oscillographe_noun
conèixer_verb	faire-connaissance-avec_verb
dislèxic_adjective	dyslexique_adjective
bricolatge_noun	bricolage_noun
amazon_propernoun	amazon_propernoun
metropolitan_propernoun	metropolitan_propernoun
insomni_noun	insomnie_noun
curie_noun	curie_noun
centreesquerra_noun	centre-gauche_noun
terminació_noun	achèvement_noun
europeista_adjective	européiste_adjective
lahaise_propernoun	lahaise_propernoun
denis_propernoun	denis_propernoun
bastar-per-a_verb	suffire-à_verb
turbis_propernoun	turbis_propernoun
canya-de-xocolata_noun	couque-au-chocolat_noun
peacock_propernoun	peacock_propernoun
prénovost_propernoun	prénovost_propernoun
adjudicatiu_adjective	adjudicatif_adjective
curós_adjective	soigné_adjective
tve_propernoun	tve_propernoun
teclejar_verb	taper_verb
martusciello_propernoun	martusciello_propernoun
modelatge_noun	modelage_noun
sagacitat_noun	sagacité_noun
shamira_propernoun	shamira_propernoun
puglisi_propernoun	puglisi_propernoun
marchionna_propernoun	marchionna_propernoun
seixanta-novè_adjective	soixante-neuvième_adjective
casquero_propernoun	casquero_propernoun
potter_propernoun	potter_propernoun
alize_propernoun	alize_propernoun
mi_pronoun	moi_pronoun
rubricar_verb	parapher_verb
tisana_noun	tisane_noun
hipnòtic_adjective	hypnotique_adjective
valverde_propernoun	valverde_propernoun
sospitós_adjective	suspect_adjective
jubilar_verb	mettre-à-la-retraite_verb
andion_propernoun	andion_propernoun
puché_propernoun	puché_propernoun
agundez_propernoun	agundez_propernoun
esclafar_verb	écraser_verb
itzel_propernoun	itzel_propernoun
baño_propernoun	baño_propernoun
homèric_adjective	homérique_adjective
stelluti_propernoun	stelluti_propernoun
nigèria_propernoun	nigeria_propernoun
olímpia_propernoun	olympie_propernoun
xuclar_verb	sucer_verb
vinagre_noun	vinaigre_noun
letònia_propernoun	lettonie_propernoun
favilla_propernoun	favilla_propernoun
llavina_propernoun	llavina_propernoun
bitlla_noun	quille_noun
negociador_noun	négociateur_noun
ontario_propernoun	ontario_propernoun
saxòfon_noun	saxophone_noun
puiggròs_propernoun	puiggròs_propernoun
izaguirre_propernoun	izaguirre_propernoun
ocular_adjective	oculaire_adjective
galactosa_noun	galactose_noun
endlein_propernoun	endlein_propernoun
pascal_noun	pascal_noun
nidífug_adjective	nidifuge_adjective
aparaular_verb	convenir-verbalement-de_verb
hyacinthe_propernoun	hyacinthe_propernoun
capolat_propernoun	capolat_propernoun
online_adjective	en-ligne_adjective
patriota_adjective	patriote_adjective
bornita_noun	bornite_noun
caza_propernoun	caza_propernoun
gamisans_propernoun	gamisans_propernoun
jàson_propernoun	jason_propernoun
mar-morta_propernoun	mer-morte_propernoun
dimarts_noun	mardi_noun
assíduament_adverb	assidument_adverb
antropocèntric_adjective	anthropocentrique_adjective
ellen-johnson-sirleaf_propernoun	ellen-johnson-sirleaf_propernoun
plasmidi_noun	plasmide_noun
apercepció_noun	aperception_noun
xiulada_noun	sifflement_noun
sacralitat_noun	sacralité_noun
cordilina_noun	cordyline_noun
yamila_propernoun	yamila_propernoun
juliá_propernoun	juliá_propernoun
depenent_adjective	dépendant_adjective
meigheux_propernoun	meigheux_propernoun
cercos_propernoun	cercos_propernoun
més_adverb	davantage_adverb
distendre_verb	détendre_verb
fretat_adjective	frété_adjective
aspirador_noun	aspirateur_noun
tràmit_noun	démarche_noun
volada_noun	vol_noun
ruedas_propernoun	ruedas_propernoun
mirandès_adjective	mirandais_adjective
apologètic_adjective	apologétique_adjective
passar_verb	passer_verb
romanya_propernoun	romagne_propernoun
laville_propernoun	laville_propernoun
bolcada_noun	chavirement_noun
villecco_propernoun	villecco_propernoun
paraplègic_noun	paraplégique_noun
forné_propernoun	forné_propernoun
caixa_noun	boîte_noun
dintre-de_preposition	dans_preposition
butti_propernoun	butti_propernoun
cabado_propernoun	cabado_propernoun
sanatori_noun	aérium_noun
esquirol_noun	écureuil_noun
sifó_noun	siphon_noun
sunyer_propernoun	sunyer_propernoun
adaptador_noun	adaptateur_noun
gastronomia_noun	gastronomie_noun
salou_propernoun	salou_propernoun
flota_noun	flotte_noun
maximilià_propernoun	maximilien_propernoun
martinat_propernoun	martinat_propernoun
sega-dreamcast_propernoun	sega-dreamcast_propernoun
giezi_propernoun	giezi_propernoun
ibn-khaldun_propernoun	ibn-khaldoun_propernoun
imbeni_propernoun	imbeni_propernoun
taxidermista_noun	taxidermiste_noun
proconsular_adjective	proconsulaire_adjective
consagrar_verb	consacrer_verb
agressor_noun	agresseur_noun
arnaz_propernoun	arnaz_propernoun
unisexual_adjective	unisexuel_adjective
juntament_adverb	conjointement_adverb
descuidar-de_verb	oublier_verb
anonimitzar_verb	anonymiser_verb
labillois_propernoun	labillois_propernoun
brot_noun	éruption_noun
zen_adjective	zen_adjective
irenisme_noun	irénisme_noun
arlandes_propernoun	arlandes_propernoun
mosso_noun	fille_noun
barra_noun	toupet_noun
mendel_propernoun	mendel_propernoun
llibreter_noun	libraire_noun
existencialista_noun	existentialiste_noun
registrar_verb	enregistrer_verb
regueiro_propernoun	regueiro_propernoun
sortir_verb	filer_verb
dellai_propernoun	dellai_propernoun
salvar_verb	sauver_verb
fischler_propernoun	fischler_propernoun
àcrata_noun	anarchiste_noun
quaterna_noun	quaterne_noun
cancellieri_propernoun	cancellieri_propernoun
desgrat_noun	mécontentement_noun
grec_noun	grec_noun
concloure_verb	conclure_verb
grip_noun	grippe_noun
fuet_noun	fouet_noun
una-miqueta-més_adverb	un-petit-peu-plus_adverb
recoder-i-miralles_propernoun	recoder-i-miralles_propernoun
sardònic_adjective	sardonique_adjective
anticoagulant_adjective	anticoagulant_adjective
impulsiu_adjective	impulsif_adjective
bisulfur_noun	bisulfure_noun
ultrafí_adjective	ultrafin_adjective
ràfia_noun	raphia_noun
unicode_propernoun	unicode_propernoun
gihadista_adjective	djihadiste_adjective
scalfarotto_propernoun	scalfarotto_propernoun
cruïlla_noun	carrefour_noun
casademunt_propernoun	casademunt_propernoun
estella_noun	fragment_noun
vaccinoteràpia_noun	vaccinothérapie_noun
dore_propernoun	dore_propernoun
fabrizia_propernoun	fabrizia_propernoun
pizzinato_propernoun	pizzinato_propernoun
cardioide_noun	cardioïde_noun
acetilsalicílic_adjective	acétylsalicylique_adjective
pandèmic_adjective	pandémique_adjective
jèssica_propernoun	jèssica_propernoun
tàctilment_adverb	tactilement_adverb
equipotencial_adjective	équipotentiel_adjective
casolà_adjective	familial_adjective
genitor_noun	parent_noun
sistema_noun	système_noun
descohesió_noun	décohésion_noun
esbarjo_noun	distraction_noun
coloma_propernoun	coloma_propernoun
lancashire_propernoun	lancashire_propernoun
embogir_verb	devenir-fou_verb
tiquet_noun	ticket_noun
biwer_propernoun	biwer_propernoun
fuster_adjective	charpentier_adjective
ennegrir_verb	noircir_verb
narella_propernoun	narella_propernoun
deteriorat_adjective	détérioré_adjective
musicologia_noun	musicologie_noun
amorette_propernoun	amorette_propernoun
chao_propernoun	chao_propernoun
dalai-lama_propernoun	dalaï-lama_propernoun
llepaire_noun	lèche-botte_noun
intercanviable_adjective	interchangeable_adjective
renouf_propernoun	renouf_propernoun
blommaert_propernoun	blommaert_propernoun
cèlebre_adjective	célèbre_adjective
rondinaire_adjective	grincheux_adjective
brutalment_adverb	brutalement_adverb
reparació_noun	réparation_noun
monsonís_propernoun	monsonís_propernoun
tirotejar_verb	tirailler_verb
ciberaddicte_noun	cyberdépendant_noun
adduir_verb	alléguer_verb
plec_noun	pli_noun
isabelina_propernoun	isabelina_propernoun
la-magrana_propernoun	la-magrana_propernoun
protestar_verb	protester_verb
majúscula_noun	majuscule_noun
haver-de-raure-amb_verb	devoir-fréquenter_verb
illamola_propernoun	illamola_propernoun
bsch_propernoun	bsch_propernoun
wabie_propernoun	wabie_propernoun
tabac_noun	tabac_noun
mania_noun	manie_noun
inhambane_propernoun	inhambane_propernoun
fermall_noun	fermoir_noun
tranquil·litzador_adjective	rassurant_adjective
scolari_propernoun	scolari_propernoun
vertader_adjective	vrai_adjective
cai_propernoun	cai_propernoun
ferrauto_propernoun	ferrauto_propernoun
taís_propernoun	taís_propernoun
glaçada_noun	gelée_noun
gabriella_propernoun	gabriella_propernoun
àmpliament_adverb	largement_adverb
tècnic_adjective	technique_adjective
maxwell_propernoun	maxwell_propernoun
fisiopatològic_adjective	physiopathologique_adjective
saho_propernoun	saho_propernoun
lavertu_propernoun	lavertu_propernoun
vesicació_noun	vésication_noun
anglonormand_adjective	anglo-normand_adjective
renault_propernoun	renault_propernoun
i_adjective	ier_adjective
prou_adverb	suffisamment_adverb
themens_propernoun	themens_propernoun
almodóvar_propernoun	almodóvar_propernoun
francolí_propernoun	francolí_propernoun
rindt_propernoun	rindt_propernoun
caritat_noun	charité_noun
platònicament_adverb	platoniquement_adverb
sandinista_adjective	sandiniste_adjective
pròfug_adjective	fugitif_adjective
lunisolar_adjective	luni-solaire_adjective
ainoa_propernoun	ainoa_propernoun
villavicencio_propernoun	villavicencio_propernoun
monocrom_adjective	monochrome_adjective
filet_noun	steak_noun
plaga_noun	fléau_noun
ciurea_propernoun	ciurea_propernoun
lange_propernoun	lange_propernoun
arbonés_propernoun	arbonés_propernoun
percebre_verb	apercevoir_verb
temps_noun	météo_noun
permís_noun	permission_noun
veganisme_noun	véganisme_noun
covatti_propernoun	covatti_propernoun
àvidament_adverb	avidement_adverb
cremador_noun	brûleur_noun
biondi_propernoun	biondi_propernoun
cecilio_propernoun	cecilio_propernoun
àurea_propernoun	àurea_propernoun
homocinètic_adjective	homocinétique_adjective
iemenita_adjective	yéménite_adjective
infraestructura_noun	infrastructure_noun
kerzhakov_propernoun	kerzhakov_propernoun
reclamant_noun	réclamant_noun
brigandì_propernoun	brigandì_propernoun
bengtson_propernoun	bengtson_propernoun
carrió_propernoun	carrió_propernoun
nivell_noun	niveau_noun
acrosòmic_adjective	acrosomique_adjective
hemograma_noun	hémogramme_noun
borroni_propernoun	borroni_propernoun
sandrini_propernoun	sandrini_propernoun
bugs-bunny_propernoun	bugs-bunny_propernoun
de-villiers_propernoun	de-villiers_propernoun
copiosament_adverb	copieusement_adverb
pàdel_noun	padel_noun
remidia_propernoun	remidia_propernoun
netejar_verb	laver_verb
androfòbia_noun	androphobie_noun
desmineralitzar_verb	déminéraliser_verb
violeta_propernoun	violeta_propernoun
quiñonero_propernoun	quiñonero_propernoun
ostillio_propernoun	ostillio_propernoun
cunit_propernoun	cunit_propernoun
odiós_adjective	odieux_adjective
pallars_propernoun	pallars_propernoun
quiñones_propernoun	quiñones_propernoun
planeta_noun	planète_noun
desiderati_propernoun	desiderati_propernoun
brotxa_noun	blaireau_noun
alfred_propernoun	alfred_propernoun
posar_verb	placer_verb
oliu_propernoun	oliu_propernoun
exponent_noun	exposant_noun
mèdic_adjective	médical_adjective
molt-pitjor_adverb	bien-pire_adverb
populista_noun	populiste_noun
indigne_adjective	indigne_adjective
ivona_propernoun	ivona_propernoun
centurió_noun	centurion_noun
afront_noun	affront_noun
mollà_propernoun	mollà_propernoun
damas_propernoun	damas_propernoun
peck_propernoun	peck_propernoun
tectònicament_adverb	tectoniquement_adverb
fòssil_adjective	fossile_adjective
islamologia_noun	islamologie_noun
di-mauro_propernoun	di-mauro_propernoun
quezada_propernoun	quezada_propernoun
alemanya_propernoun	allemagne_propernoun
persiani_propernoun	persiani_propernoun
sinal·lagmàtic_adjective	synallagmatique_adjective
glaciologia_noun	glaciologie_noun
rauti_propernoun	rauti_propernoun
governant_adjective	gouvernant_adjective
payá_propernoun	payá_propernoun
xenó_noun	xénon_noun
marruecos_propernoun	marruecos_propernoun
kentucky-fried-chicken_propernoun	kentucky-fried-chicken_propernoun
fardin_propernoun	fardin_propernoun
disculpar_verb	disculper_verb
trosset_noun	petit-morceau_noun
confidencialment_adverb	confidentiellement_adverb
magribí_adjective	magrébin_adjective
psp_propernoun	psp_propernoun
limfocitari_adjective	lymphocytaire_adjective
phoebe_propernoun	phoebe_propernoun
marsopa_noun	marsouin_noun
dzerjinski_propernoun	dzerjinski_propernoun
lingala_adjective	lingala_adjective
destruir_verb	démolir_verb
ylenia_propernoun	ylenia_propernoun
empeltar_verb	greffer_verb
rei_noun	roi_noun
arranz_propernoun	arranz_propernoun
anticipar_verb	anticiper_verb
viena_propernoun	vienne_propernoun
murati_propernoun	murati_propernoun
mauger_propernoun	mauger_propernoun
inquietant_adjective	inquiétant_adjective
briard_propernoun	briard_propernoun
angèlic_adjective	angélique_adjective
hidrotimetria_noun	hydrotimétrie_noun
habitant_noun	habitant_noun
competir-amb_verb	être-concurrencé-par_verb
roy_propernoun	roy_propernoun
gombau_propernoun	gombau_propernoun
hamming_propernoun	hamming_propernoun
impulsió_noun	impulsion_noun
mendieta_propernoun	mendieta_propernoun
mayte_propernoun	mayte_propernoun
kim-il-sung_propernoun	kim-il-sung_propernoun
sardá_propernoun	sardá_propernoun
estridulós_adjective	striduleux_adjective
xiular_verb	siffler_verb
fora-de_preposition	hors_preposition
miranda_propernoun	miranda_propernoun
teula_noun	tuile_noun
terranova_propernoun	terranova_propernoun
bonomo_propernoun	bonomo_propernoun
accionament_noun	actionnement_noun
amapá_propernoun	amapá_propernoun
saint-exupery_propernoun	saint-exupery_propernoun
sàbat_noun	sabbat_noun
exhumació_noun	exhumation_noun
telecomunicació_noun	télécommunication_noun
brookes_propernoun	brookes_propernoun
mark_propernoun	mark_propernoun
company-d'equip_noun	coéquipier_noun
subterfugi_noun	subterfuge_noun
període_noun	période_noun
casino_noun	casino_noun
ribot_noun	rabot_noun
maligne_adjective	malfaisant_adjective
viver_noun	pépinière_noun
lupescu_propernoun	lupescu_propernoun
serrat_propernoun	serrat_propernoun
fresno_propernoun	fresno_propernoun
cegarra_propernoun	cegarra_propernoun
sybill_propernoun	sybill_propernoun
cappelletti_propernoun	cappelletti_propernoun
habitatge_noun	logis_noun
bibliofília_noun	bibliophilie_noun
baliga-balaga_noun	hurluberlu_noun
bronqui_noun	bronche_noun
recurs-de-cassació_noun	pourvoi-en-cassation_noun
prada_propernoun	prades_propernoun
subgènere_noun	sous-genre_noun
pagé_propernoun	pagé_propernoun
lady_noun	lady_noun
berge_propernoun	berge_propernoun
llata_noun	latte_noun
bessette_propernoun	bessette_propernoun
adequadament_adverb	de-manière-adéquate_adverb
nistor_propernoun	nistor_propernoun
doae_propernoun	doae_propernoun
alexa_propernoun	alexa_propernoun
indecisió_noun	hésitation_noun
kamal_propernoun	kamal_propernoun
manyà_noun	serrurier_noun
donar-quarter_verb	faire-de-quartier_verb
arregui_propernoun	arregui_propernoun
diplomat_adjective	diplômé_adjective
polsador_noun	bouton-poussoir_noun
seixanta-cinquè_adjective	soixante-cinquième_adjective
torroella-de-fluvià_propernoun	torroella-de-fluvià_propernoun
prostàtic_adjective	prostatique_adjective
valència_propernoun	valència_propernoun
forbes_propernoun	forbes_propernoun
assetjar_verb	assiéger_verb
abalançar_verb	équilibrer_verb
honorari_noun	honoraire_noun
cooke_propernoun	cooke_propernoun
orchestra_propernoun	orchestra_propernoun
alberg_noun	gite-d'étape_noun
encaminar_verb	acheminer_verb
dasilva_propernoun	dasilva_propernoun
desistir_verb	départir_verb
abbate_propernoun	abbate_propernoun
ivănescu_propernoun	ivănescu_propernoun
caracciolo_propernoun	caracciolo_propernoun
cisterna_noun	citerne_noun
elit_noun	élite_noun
parlato_propernoun	parlato_propernoun
emèrit_adjective	émérite_adjective
lidocaïna_noun	lidocaïne_noun
aguilenc_adjective	aquilin_adjective
gen_noun	gène_noun
abisme_noun	gouffre_noun
indolència_noun	indolence_noun
shawna_propernoun	shawna_propernoun
impertinent_adjective	impertinent_adjective
desordenar_verb	désordonner_verb
beloin_propernoun	beloin_propernoun
curar_verb	soigner_verb
electra_propernoun	electra_propernoun
nasime_propernoun	nasime_propernoun
rondalla_noun	fable_noun
impulsar_verb	stimuler_verb
floricultor_noun	floriculteur_noun
acoblar_verb	accoupler_verb
espia_noun	espion_noun
estadista_noun	femme-d'état_noun
pioner_noun	pionnier_noun
pronació_noun	pronation_noun
dissociació_noun	dissociation_noun
laverdière_propernoun	laverdière_propernoun
nietzsche_propernoun	nietzsche_propernoun
medusa_noun	méduse_noun
pidal_propernoun	pidal_propernoun
guillermina_propernoun	guillermina_propernoun
truong_propernoun	truong_propernoun
assossegament_noun	rassurement_noun
policarpo_propernoun	policarpo_propernoun
lamadeleine_propernoun	lamadeleine_propernoun
olor_noun	odeur_noun
col·lagen_adjective	collagène_adjective
fc_noun	fc_noun
apagar_verb	éteindre_verb
futur_noun	avenir_noun
aïllat_adjective	isolé_adjective
estranyar_verb	étonner_verb
californi_noun	californium_noun
chaban_propernoun	chaban_propernoun
montaruli_propernoun	montaruli_propernoun
miolar_verb	miauler_verb
muelas_propernoun	muelas_propernoun
foresteria_noun	foresterie_noun
asburgo_propernoun	asburgo_propernoun
monette_propernoun	monette_propernoun
escorxar_verb	écorcher_verb
parturició_noun	parturition_noun
cru_noun	cru_noun
camporota_propernoun	camporota_propernoun
antidiürètic_noun	antidiurétique_noun
supercopa_propernoun	supercoupe_propernoun
cinturó_noun	ceinture_noun
eléa_propernoun	eléa_propernoun
otero_propernoun	otero_propernoun
herpetisme_noun	herpétisme_noun
nya_propernoun	nya_propernoun
mal-de-cap_noun	mal-à-la-tête_noun
microlític_adjective	microlithique_adjective
odiosament_adverb	odieusement_adverb
eixe_determiner	ce_determiner
eixe_demonstrativepronoun	ce_demonstrativepronoun
eixe_pronoun	ce_pronoun
eixe_determiner	ce_determiner
eixe_determiner	ce_determiner
eixe_demonstrativepronoun	ce_demonstrativepronoun
anunciata_propernoun	anunciata_propernoun
jugurta_propernoun	jugurtha_propernoun
von-stauffenberg_propernoun	von-stauffenberg_propernoun
interromput_adjective	interrompu_adjective
desincrustació_noun	désincrustation_noun
cruixent_adjective	croquant_adjective
bellús_propernoun	bellús_propernoun
gamet_propernoun	gamet_propernoun
armijos_propernoun	armijos_propernoun
licata_propernoun	licata_propernoun
obert_adjective	ouvert_adjective
orsoni_propernoun	orsoni_propernoun
acusable_adjective	accusable_adjective
montoliu_propernoun	montoliu_propernoun
esplèndidament_adverb	splendidement_adverb
rial_propernoun	rial_propernoun
alexandrie_propernoun	alexandrie_propernoun
lanteigne_propernoun	lanteigne_propernoun
montal_propernoun	montal_propernoun
flandes_propernoun	flandres_propernoun
eouzan_propernoun	eouzan_propernoun
meningoencefalitis_noun	méningo-encéphalite_noun
bioteràpia_noun	biothérapie_noun
molibdat_noun	molybdate_noun
ziani_propernoun	ziani_propernoun
sant-feliu-de-llobregat_propernoun	sant-feliu-de-llobregat_propernoun
igualment_adverb	également_adverb
influència_noun	influence_noun
ferrer_propernoun	ferrer_propernoun
tutorial_adjective	tutoriel_adjective
ancic_propernoun	ancic_propernoun
de-unamuno_propernoun	de-unamuno_propernoun
camillis_propernoun	camillis_propernoun
pagès_noun	paysan_noun
globensky_propernoun	globensky_propernoun
mastegar_verb	mâcher_verb
idempotent_adjective	idempotent_adjective
silá_propernoun	silá_propernoun
hoquei-sobre-patins_noun	hockey-sur-patins_noun
ometre_verb	omettre_verb
duran-i-lleida_propernoun	duran-i-lleida_propernoun
garrigàs_propernoun	garrigàs_propernoun
àgilment_adverb	lestement_adverb
pis_noun	appart_noun
rés_noun	prière_noun
yaiza_propernoun	yaiza_propernoun
bard_noun	barde_noun
bandeira_propernoun	bandeira_propernoun
ceccuzzi_propernoun	ceccuzzi_propernoun
scantamburlo_propernoun	scantamburlo_propernoun
dj_noun	dj_noun
llano-de-la-encomienda_propernoun	llano-de-la-encomienda_propernoun
bréjnev_propernoun	brejnev_propernoun
resistivitat_noun	résistivité_noun
enyorar_verb	regretter_verb
esbroncada_noun	engueulade_noun
barabé_propernoun	barabé_propernoun
naum_propernoun	naum_propernoun
larizza_propernoun	larizza_propernoun
fer-un-embolic_verb	embrouiller_verb
buades_propernoun	buades_propernoun
desmuntatge_noun	démontage_noun
kilobit_noun	kilobit_noun
esfalerita_noun	sphalérite_noun
morgenstern_propernoun	morgenstern_propernoun
paginació_noun	pagination_noun
oblong_adjective	oblong_adjective
estrènyer_verb	serrer_verb
ampli_adjective	ample_adjective
compte_noun	compte_noun
eólida_propernoun	éolide_propernoun
sinuosament_adverb	sinueusement_adverb
marinacci_propernoun	marinacci_propernoun
geriàtric_adjective	gériatrique_adjective
calibre_noun	calibre_noun
demografia_noun	démographie_noun
asprament_adverb	âprement_adverb
glucogen_noun	glycogène_noun
descapitalitzar_verb	décapitaliser_verb
jamie_propernoun	jamie_propernoun
virtualment_adverb	virtuellement_adverb
imperdible_noun	épingle-à-nourrice_noun
maram_propernoun	maram_propernoun
revèst_propernoun	revèst_propernoun
balconada_noun	balcon_noun
antropologia_noun	anthropologie_noun
yannick_propernoun	yannick_propernoun
integral_noun	intégrale_noun
subsidiàriament_adverb	subsidiairement_adverb
nord-amèrica_propernoun	amérique-du-nord_propernoun
norhan_propernoun	norhan_propernoun
rolleri_propernoun	rolleri_propernoun
abatre_verb	abattre_verb
lapia_propernoun	lapia_propernoun
multilingüisme_noun	multilinguisme_noun
ciciaronu_propernoun	ciciaronu_propernoun
rehabilitable_adjective	réhabilitable_adjective
estàtic_noun	statique_noun
esdevenidor_adjective	futur_adjective
ferragut_propernoun	ferragut_propernoun
arnes_propernoun	arnes_propernoun
sapiditat_noun	sapidité_noun
labriola_propernoun	labriola_propernoun
arada_noun	charrue_noun
prompte_adjective	rapide_adjective
quitich_propernoun	quitich_propernoun
teler_noun	métier-à-tisser_noun
kurils_propernoun	kouriles_propernoun
colbertista_adjective	colbertiste_adjective
ruel_propernoun	ruel_propernoun
entrellaçament_noun	entrelacement_noun
vallfogona-de-riucorb_propernoun	vallfogona-de-riucorb_propernoun
telefèric_noun	téléphérique_noun
doddridge_propernoun	doddridge_propernoun
bono_propernoun	bono_propernoun
colomèrs_propernoun	colomèrs_propernoun
llom_noun	longe_noun
bissonnette_propernoun	bissonnette_propernoun
iarrusso_propernoun	iarrusso_propernoun
feijoo_propernoun	feijoo_propernoun
triola_propernoun	triola_propernoun
ilota_noun	ilote_noun
deducció_noun	déduction_noun
casida_propernoun	casida_propernoun
anabàtic_adjective	anabatique_adjective
croquis_noun	croquis_noun
flavona_noun	flavone_noun
olga_propernoun	olga_propernoun
asepeyo_propernoun	asepeyo_propernoun
pelicà_noun	pélican_noun
rivier_propernoun	rivier_propernoun
dubié_propernoun	dubié_propernoun
creditor_adjective	créditeur_adjective
palès_adjective	clair_adjective
francoturc_adjective	franco-turque_adjective
pal·ladi_noun	palladium_noun
entorn_adverb	alentour_adverb
instagramer_noun	instagrammeur_noun
panislàmic_adjective	panislamique_adjective
capo_propernoun	capo_propernoun
alvery_propernoun	alvery_propernoun
pontello_propernoun	pontello_propernoun
rem_noun	aviron_noun
confiat_adjective	confié_adjective
wordsworth_propernoun	wordsworth_propernoun
glutatió_noun	glutathion_noun
binomi_noun	binôme_noun
velar_adjective	vélaire_adjective
avery_propernoun	avery_propernoun
buscemi_propernoun	buscemi_propernoun
confeccionar_verb	confectionner_verb
interlocutòria_noun	interlocutoire_noun
valenciaga_propernoun	valenciaga_propernoun
terciari_adjective	tertiaire_adjective
moralitzar_verb	moraliser_verb
fraternitzar_verb	fraterniser_verb
fer-petons_verb	embrasser_verb
milmilionèsim_adjective	milliardième_adjective
pitiatisme_noun	pithiatisme_noun
guité_propernoun	guité_propernoun
kung-shin_propernoun	kung-shin_propernoun
sioui_propernoun	sioui_propernoun
termòmetre_noun	thermomètre_noun
mates_propernoun	mates_propernoun
minimalisme_noun	minimalisme_noun
candel_propernoun	candel_propernoun
necrosi_noun	nécrose_noun
el-periódico_propernoun	el-periódico_propernoun
retirada-de-la-neu_noun	déneigement_noun
dorvil_propernoun	dorvil_propernoun
dissuasió_noun	dissuasion_noun
tenebra_noun	ténèbre_noun
perborat_noun	perborate_noun
moñino_propernoun	moñino_propernoun
paraula-clau_noun	mot-clé_noun
voisard_propernoun	voisard_propernoun
hostilitat_noun	hostilité_noun
sibonet_propernoun	sibonet_propernoun
fluídic_adjective	fluidique_adjective
voracitat_noun	voracité_noun
rerepaís_noun	hinterland_noun
alisson_propernoun	alisson_propernoun
exxon-mobil_propernoun	exxonmobil_propernoun
arnaiz_propernoun	arnaiz_propernoun
conductible_adjective	conductible_adjective
berbergal_propernoun	berbergal_propernoun
hiromi_propernoun	hiromi_propernoun
fura_noun	putois_noun
reciprocitat_noun	réciprocité_noun
automotor_adjective	automoteur_adjective
polidori_propernoun	polidori_propernoun
uxía_propernoun	uxía_propernoun
coles_propernoun	coles_propernoun
dipol_noun	dipôle_noun
criminalitzar_verb	criminaliser_verb
electrofotografia_noun	électrophotographie_noun
arrimadas_propernoun	arrimadas_propernoun
tautomeria_noun	tautomérie_noun
plummer_propernoun	plummer_propernoun
jou_noun	joug_noun
txueka_propernoun	txueka_propernoun
mancinelli_propernoun	mancinelli_propernoun
multilocular_adjective	multiloculaire_adjective
rowley_propernoun	rowley_propernoun
daftary_propernoun	daftary_propernoun
dogmatisme_noun	dogmatisme_noun
annette_propernoun	annette_propernoun
típicament_adverb	typiquement_adverb
rivolta_propernoun	rivolta_propernoun
decimal_adjective	décimal_adjective
august_propernoun	august_propernoun
èter_noun	éther_noun
sarroca_propernoun	sarroca_propernoun
polemista_noun	polémiste_noun
baccarini_propernoun	baccarini_propernoun
ibrahim_propernoun	ibrahim_propernoun
d'ettore_propernoun	d'ettore_propernoun
wicks_propernoun	wicks_propernoun
cloenda_noun	conclusion_noun
zanón_propernoun	zanón_propernoun
rugat_propernoun	rugat_propernoun
escassesa_noun	pénurie_noun
noi_noun	jeune-fille_noun
houellebecq_propernoun	houellebecq_propernoun
dinamitar_verb	dynamiter_verb
stella_propernoun	stella_propernoun
neguentropia_noun	néguentropie_noun
autoreferencial_adjective	autoréférentiel_adjective
agirregomezkorta_propernoun	agirregomezkorta_propernoun
atalaiar_verb	épier_verb
xiuxiueig_noun	chuchotement_noun
battaglia_propernoun	battaglia_propernoun
castejón_propernoun	castejón_propernoun
literalista_adjective	littéraliste_adjective
demà_noun	demain_noun
capcir_propernoun	capcir_propernoun
pastora_propernoun	pastora_propernoun
segons_preposition	suivant_preposition
cleopa_propernoun	cleopa_propernoun
gouin_propernoun	gouin_propernoun
metàl·licament_adverb	métalliquement_adverb
antaviana_propernoun	antaviana_propernoun
anorgànic_adjective	anorganique_adjective
guillot_propernoun	guillot_propernoun
tracy_propernoun	tracy_propernoun
aumont_propernoun	aumont_propernoun
iribar_propernoun	iribar_propernoun
piñero_propernoun	piñero_propernoun
engreix_noun	gavage_noun
a-penes_adverb	à-peine_adverb
melody_propernoun	melody_propernoun
novara_propernoun	novare_propernoun
al·ludir_verb	faire-allusion-à_verb
bearn_propernoun	béarn_propernoun
enríquez_propernoun	enríquez_propernoun
attaguile_propernoun	attaguile_propernoun
de-seguida_adverb	illico_adverb
rahma_propernoun	rahma_propernoun
droguista_noun	droguiste_noun
galleda_noun	seau_noun
rodón_propernoun	rodón_propernoun
pombert_propernoun	pombert_propernoun
gelar_verb	glacer_verb
christia_propernoun	christia_propernoun
masot_propernoun	masot_propernoun
desgel_noun	dégel_noun
marcelin_propernoun	marcelin_propernoun
conducta_noun	conduite_noun
hérold_propernoun	hérold_propernoun
deu_propernoun	deu_propernoun
moussaoui_propernoun	moussaoui_propernoun
roca_propernoun	roca_propernoun
despoblament_noun	dépeuplement_noun
exigir_verb	exiger_verb
bàltic_adjective	balte_adjective
