propietario_noun	proprietário_noun
últimamente_adverb	ultimamente_adverb
túnez_propernoun	tunes_propernoun
viejo_adjective	velho_adjective
gpl_propernoun	gpl_propernoun
manantial_noun	manancial_noun
irrigablemente_adverb	irrigavelmente_adverb
silenciador_noun	silenciador_noun
compilación_noun	compilação_noun
embarazo_noun	gravidez_noun
afuera_adverb	afora_adverb
vago_adjective	vadio_adjective
control_noun	controle_noun
concéntrico_adjective	concêntrico_adjective
boceto_noun	esquema_noun
buscar_verb	buscar_verb
emanación_noun	emanação_noun
reconvertir_verb	reconverter_verb
estonia_propernoun	estônia_propernoun
en-efecto_adverb	efetivamente_adverb
domesticar_verb	domesticar_verb
hormona_noun	hormônio_noun
incorrecto_adjective	incorreto_adjective
reproducir_verb	reproduzir_verb
carpeta_noun	pasta_noun
conmover_verb	comover_verb
iefp_propernoun	iefp_propernoun
trastienda_noun	depósito_noun
alrededor_adverb	em-redor_adverb
amigó_propernoun	amigó_propernoun
disponibilidad_noun	disponibilidade_noun
oponer_verb	opor_verb
andrade_propernoun	andrade_propernoun
efectivo_adjective	efectivo_adjective
homófonamente_adverb	homofonamente_adverb
instituto_noun	instituto_noun
floculento_adjective	floculento_adjective
sincronizar_verb	sincronizar_verb
basar_verb	basear_verb
discordancia_noun	discordância_noun
abuelo_noun	avô_noun
mortero_noun	morteiro_noun
palanca_noun	alavanca_noun
autonómico_adjective	autonômico_adjective
emperador_noun	imperador_noun
ghent_propernoun	ghent_propernoun
finanza_noun	finança_noun
recto_adjective	reto_adjective
suecia_propernoun	suécia_propernoun
informáticamente_adverb	informaticamente_adverb
repatriar_verb	repatriar_verb
gaga_propernoun	gaga_propernoun
tic_noun	tic_noun
autonomía_noun	autonomia_noun
desconfianza_noun	desconfiança_noun
mortalidad_noun	mortalidade_noun
f_noun	f_noun
adaptatividad_noun	adaptatividade_noun
arrodillar_verb	ajoelhar_verb
noria_noun	roda_noun
esbozar_verb	esboçar_verb
licencia_noun	licença_noun
salvación_noun	salvação_noun
reloj_noun	relógio_noun
reorganizar_verb	reordenar_verb
tmx_propernoun	tmx_propernoun
supervisar_verb	supervisionar_verb
ene_noun	ene_noun
estofado_adjective	estufado_adjective
congoja_noun	pesar_noun
debido-a_preposition	devido-a_preposition
acotación_noun	nota_noun
palabra-clave_noun	palavra--chave_noun
plebeyo_noun	plebeu_noun
xhtml_propernoun	xhtml_propernoun
empadronar_verb	registrar_verb
cemento_noun	concreto_noun
coadyuvante_adjective	coadjuvante_adjective
interrogatorio_noun	inquérito_noun
globo_noun	balão_noun
bdp_propernoun	bdp_propernoun
bnp_propernoun	bnp_propernoun
proscribir_verb	proscrever_verb
encoger_verb	encolher_verb
sueño_noun	sonho_noun
étnicamente_adverb	etnicamente_adverb
griego_adjective	grego_adjective
inalienablemente_adverb	inalienavelmente_adverb
proporcional_adjective	proporcional_adjective
filosóficamente_adverb	filosoficamente_adverb
dilema_noun	dilema_noun
vecindad_noun	vizinhança_noun
ciudadano_noun	cidadão_noun
venerablemente_adverb	veneravelmente_adverb
punición_noun	punição_noun
procreación_noun	procriação_noun
ce_noun	ce_noun
socio_noun	sócio_noun
erp_propernoun	erp_propernoun
macias_propernoun	macias_propernoun
víspera_noun	véspera_noun
honor_noun	honra_noun
detalladamente_adverb	detalhadamente_adverb
amenaza_noun	ameaça_noun
reactor_noun	reator_noun
tailandés_adjective	tailandês_adjective
obligar_verb	obrigar_verb
alias_noun	alias_noun
compilador_noun	compilador_noun
esforzar_verb	esforçar_verb
arriba_adverb	acima_adverb
demoníacamente_adverb	demoniacamente_adverb
xslx_propernoun	xslx_propernoun
en-cuanto-a_preposition	quanto-a_preposition
gracias-a_preposition	graças-a_preposition
facturar_verb	faturar_verb
resarcimiento_noun	compensação_noun
este_noun	leste_noun
acanalado_noun	ranhura_noun
procedimiento_noun	procedimento_noun
directorio_noun	directório_noun
subsistema_noun	subsistema_noun
periodicidad_noun	periodicidade_noun
colección_noun	colecção_noun
paraguayo_adjective	paraguaio_adjective
demencia_noun	insanidade_noun
amablemente_adverb	amavelmente_adverb
ligeramente-a-la-baja_adverb	em-ligeira-baixa_adverb
chino_adjective	chinês_adjective
acrobático_adjective	acrobático_adjective
cascada_noun	cascata_noun
febrero_noun	fevereiro_noun
sordamente_adverb	surdamente_adverb
yugo_noun	jugo_noun
lienzo_noun	tela_noun
acompañamiento_noun	acompanhamento_noun
causal_adjective	causal_adjective
translación_noun	translação_noun
crío_noun	criança_noun
vacaciones_noun	férias_noun
horma_noun	forma_noun
escondite_noun	esconderijo_noun
aún_adverb	mesmo_adverb
cuanto_adverb	quanto_adverb
cuanto_relativepronoun	quanto_relativepronoun
cuanto_pronoun	quanto_pronoun
cuanto_interrogativepronoun	quanto_interrogativepronoun
modular_adjective	modular_adjective
desasociar_verb	desassociar_verb
faraónico_adjective	faraônico_adjective
estilo_noun	estilo_noun
compañía_noun	companhia_noun
sólo_adverb	só_adverb
descenso_noun	rebaixamento_noun
hoz_noun	foice_noun
acuáticamente_adverb	aquaticamente_adverb
integridad_noun	integridade_noun
fotografía_noun	fotografia_noun
islámico_adjective	islâmico_adjective
autocar_noun	autocarro_noun
ventaja_noun	vantagem_noun
aplazar_verb	adiar_verb
conducir_verb	conduzir_verb
arreglar_verb	arranjar_verb
cola_noun	bicha_noun
suspensión_noun	suspensão_noun
húmedo_adjective	húmido_adjective
robin_propernoun	robin_propernoun
galardonar_verb	galardoar_verb
provincialmente_adverb	estadualmente_adverb
factoría_noun	fábrica_noun
conservación_noun	conservação_noun
magento_adjective	magento_adjective
interactuar_verb	interatuar_verb
sintaxis_noun	sintaxe_noun
deslizante_adjective	deslizante_adjective
regularidad_noun	regularidade_noun
ostensiblemente_adverb	ostensivelmente_adverb
matanza_noun	matança_noun
intolerable_adjective	intolerável_adjective
remuneración_noun	remuneração_noun
dolor_noun	dor_noun
centroide_noun	centróide_noun
modelización_noun	renderização_noun
entero_adjective	inteiro_adjective
cupo_noun	cota_noun
champú_noun	champô_noun
estadístico_adjective	estatístico_adjective
negociable_adjective	negocial_adjective
antivirus_noun	antivírus_noun
tapizado_adjective	estofado_adjective
kurdo_adjective	curdo_adjective
irresponsablemente_adverb	irresponsavelmente_adverb
irs_noun	irs_noun
blandamente_adverb	brandamente_adverb
contabilidad_noun	contabilidade_noun
lotcu_propernoun	lotcu_propernoun
regulación_noun	regulação_noun
sistematización_noun	sistematização_noun
de-verdad_adverb	para-valer_adverb
transpirable_adjective	transpirável_adjective
ala_noun	asa_noun
agarradera_noun	asa_noun
localizable_adjective	localizável_adjective
exponente_adjective	expoente_adjective
libre_adjective	vago_adjective
altruista_adjective	altruísta_adjective
observablemente_adverb	observavelmente_adverb
alegación_noun	alegação_noun
femenino_adjective	feminino_adjective
privacidad_noun	privacidade_noun
titular_noun	manchete_noun
aprobador_noun	aprovador_noun
inestabilidad_noun	instabilidade_noun
restauración_noun	restauração_noun
nivelar_verb	nivelar_verb
automovilístico_adjective	automobilístico_adjective
deporte_noun	esporte_noun
esperanza_noun	esperança_noun
de-milagro_adverb	por-milagre_adverb
scp_propernoun	scp_propernoun
escalón_noun	degrau_noun
catalogar_verb	catalogar_verb
vacuna_noun	vacina_noun
infatigablemente_adverb	infatigavelmente_adverb
consciencia_noun	consciência_noun
encanto_noun	charme_noun
ocupación_noun	ocupação_noun
ancho_adjective	largo_adjective
pájaro-de-mal-agüero_adverb	agourento_adverb
manzano_noun	macieira_noun
océano_noun	oceano_noun
independientemente_adverb	independentemente_adverb
terrorífico_adjective	terrível_adjective
violencia_noun	violência_noun
reflexión_noun	reflexão_noun
transferible_adjective	transferível_adjective
municipio_noun	município_noun
secta_noun	seita_noun
suscritor_noun	subscritor_noun
exponencial_adjective	exponencial_adjective
robot_noun	robô_noun
adriana_propernoun	adriana_propernoun
satisfacción_noun	satisfação_noun
rescatar_verb	resgatar_verb
middleton_propernoun	middleton_propernoun
amoniacal_adjective	amoniacal_adjective
concisión_noun	concisão_noun
pertenecientemente_adverb	pertencentemente_adverb
volatilidad_noun	volatilidade_noun
intervención_noun	intervenção_noun
lote_noun	lote_noun
formar-parte_verb	fazer-parte_verb
vehementemente_adverb	veementemente_adverb
chat_noun	bate-papo_noun
envidia_noun	inveja_noun
ucrania_propernoun	ucrânia_propernoun
bóveda_noun	abóbada_noun
inteligiblemente_adverb	inteligivelmente_adverb
profesión_noun	profissão_noun
devolución_noun	devolução_noun
señal_noun	sinal_noun
odt_propernoun	odt_propernoun
freeport_propernoun	freeport_propernoun
asiduamente_adverb	assiduamente_adverb
eternidad_noun	eternidade_noun
trabajo_noun	trabalho_noun
tangencia_noun	tangência_noun
pakistán_propernoun	paquistão_propernoun
asesino_noun	assassino_noun
sociológico_adjective	sociológico_adjective
pasividad_noun	passividade_noun
ingobernablemente_adverb	ingovernavelmente_adverb
ejecutivo_adjective	executivo_adjective
por-lo-tanto_subordinatingconjunction	portanto_subordinatingconjunction
guitarra-eléctrica_noun	guitarra_noun
simulador_noun	simulador_noun
pidasa_propernoun	pidasa_propernoun
antítesis_noun	antítese_noun
piedra_noun	pedra_noun
sangre_noun	sangue_noun
orgullosamente_adverb	orgulhosamente_adverb
nombre_noun	nome_noun
misión_noun	missão_noun
tampoco_adverb	também-não_adverb
juguete_noun	brinquedo_noun
nepa_propernoun	nepa_propernoun
tobin_propernoun	tobin_propernoun
europeo_adjective	europeu_adjective
coloidal_adjective	coloidal_adjective
antropología_noun	antropologia_noun
trampa_noun	armadilha_noun
beloura_propernoun	beloura_propernoun
referéndum_noun	referendum_noun
vejez_noun	velhice_noun
continuación_noun	continuação_noun
espectacular_adjective	espetacular_adjective
oíblemente_adverb	audivelmente_adverb
erse_noun	erse_noun
borracho_noun	bêbado_noun
ángulo_noun	ângulo_noun
adaptación_noun	adaptação_noun
audiencia_noun	audiência_noun
como-ejemplo_adverb	como-exemplo_adverb
criticablemente_adverb	criticavelmente_adverb
nervio_noun	nervo_noun
disgustar_verb	desagradar_verb
redacción_noun	redação_noun
bpn_propernoun	bpn_propernoun
cómic_noun	banda-desenhada_noun
variación_noun	variação_noun
asesor_noun	assessor_noun
canadiense_noun	canadense_noun
plantilla_noun	palmilha_noun
recaudación_noun	arrecadação_noun
seccionado_adjective	seccionado_adjective
incesantemente_adverb	incessantemente_adverb
iraquí_noun	iraquiano_noun
anders_propernoun	anders_propernoun
interrogante_adjective	interrogante_adjective
organizativo_adjective	organizativo_adjective
acechar_verb	espreitar_verb
superficie_noun	superfície_noun
diestramente_adverb	destramente_adverb
verve_propernoun	verve_propernoun
de-suerte-que_subordinatingconjunction	de-sorte-que_subordinatingconjunction
viktor_propernoun	viktor_propernoun
vedras_propernoun	vedras_propernoun
pacificación_noun	pacificação_noun
capa_noun	camada_noun
marquês_propernoun	marquês_propernoun
ecosfera_noun	ecosfera_noun
lance!press_propernoun	lance!press_propernoun
hostilidad_noun	hostilidade_noun
hacer-frente_verb	fazer-frente_verb
joe_propernoun	joe_propernoun
paquete_noun	pacote_noun
jaque_noun	xeque_noun
requisito_noun	pré-requisito_noun
sardà_propernoun	sardà_propernoun
cuello_noun	pescoço_noun
madre_noun	mãe_noun
rescatar_verb	aforrar_verb
misioneramente_adverb	missionariamente_adverb
calcut_propernoun	calcut_propernoun
particularidad_noun	particularidade_noun
mesita-de-noche_noun	mesa-de-cabeceira_noun
limpiamente_adverb	limpamente_adverb
refugio_noun	refúgio_noun
clavo_noun	prego_noun
perjuicio_noun	prejuízo_noun
mientras_subordinatingconjunction	enquanto_subordinatingconjunction
plan_noun	plano_noun
encriptar_verb	encriptar_verb
canje_noun	troca_noun
paquistaní_adjective	paquistanês_adjective
inflablemente_adverb	inflavelmente_adverb
vergonzosamente_adverb	vergonhosamente_adverb
predefinir_verb	predefinir_verb
legitimidad_noun	legitimidade_noun
chico_noun	garoto_noun
financiero_adjective	financeiro_adjective
desgraciado_adjective	desgraçado_adjective
mucho_adverb	muito_adverb
baño_noun	banho_noun
contribuyente_noun	contribuinte_noun
a-fin-de-cuentas_adverb	afinal-de-contas_adverb
explicación_noun	explicação_noun
glifo_noun	glifo_noun
atener_verb	ater_verb
poseer_verb	possuir_verb
clase_noun	aula_noun
numerado_adjective	numerado_adjective
subcapítulo_noun	subcapítulo_noun
ama-de-casa_noun	dona-de-casa_noun
herencia_noun	herança_noun
mamá_noun	mamã_noun
congreso_noun	congresso_noun
disonantemente_adverb	dissonantemente_adverb
casco_noun	capacete_noun
logotipo_noun	logotipo_noun
piso_noun	andar_noun
consecuente_adjective	conseqüente_adjective
ligar_verb	paquerar_verb
eurocup_propernoun	eurocup_propernoun
merkel_propernoun	merkel_propernoun
patata_noun	batata_noun
extremar_verb	envidar_verb
en-adjunto_adverb	em-anexo_adverb
portafolio_noun	portefólio_noun
conyugalmente_adverb	conjugalmente_adverb
por-primera-vez_adverb	pela-primeira-vez_adverb
fervientemente_adverb	ferventemente_adverb
posponer_verb	pospor_verb
tope_noun	topo_noun
de-pasada_adverb	de-passagem_adverb
alasca_propernoun	alasca_propernoun
taquilla_noun	bilhetaria_noun
ejemplarmente_adverb	exemplarmente_adverb
palestino_noun	palestiniano_noun
amenazar_verb	ameaçar_verb
trayectoria_noun	trajetória_noun
tiro_noun	arremesso_noun
seminario_noun	seminário_noun
pregón_noun	pregão_noun
cualquier_determiner	qualquer_determiner
tregua_noun	trégua_noun
patas-arriba_adverb	de-pernas-para-o-ar_adverb
freno_noun	travão_noun
corrosión_noun	corrosão_noun
incapacidad_noun	incapacidade_noun
dos_numeral	dois_numeral
kahn_propernoun	kahn_propernoun
cualitativo_adjective	qualitativo_adjective
segregación_noun	segregação_noun
cambio_noun	câmbio_noun
interpol_propernoun	interpol_propernoun
aún-así_subordinatingconjunction	mesmo-assim_subordinatingconjunction
radicar_verb	arraigar_verb
inhumanamente_adverb	desumanamente_adverb
manuela_propernoun	manuela_propernoun
ya_adverb	já_adverb
agencia_noun	agência_noun
multiusuario_adjective	multiusuário_adjective
en-lo-sucesivo_adverb	daqui-por-diante_adverb
a-pesar-de-lo-que_subordinatingconjunction	apesar-do-que_subordinatingconjunction
ácido_noun	ácido_noun
en-cuestión_adverb	em-questão_adverb
validar_verb	validar_verb
él_pronoun	ele_pronoun
precario_adjective	precário_adjective
centrismo_noun	centro_noun
argelia_propernoun	argélia_propernoun
vuelo_noun	voo_noun
papá_noun	papai_noun
geología_noun	geologia_noun
powerpoint_propernoun	powerpoint_propernoun
chaflán_noun	chanfro_noun
escepticismo_noun	cepticismo_noun
centésimamente_adverb	centesimamente_adverb
explícito_adjective	explícito_adjective
estructurar_verb	estruturar_verb
de-veras_adverb	deveras_adverb
pantano_noun	brejo_noun
de-esta-guisa_adverb	desta-guisa_adverb
binomio_noun	binómio_noun
max_propernoun	max_propernoun
madoff_propernoun	madoff_propernoun
qué_relativepronoun	que_relativepronoun
qué_interrogativepronoun	que_interrogativepronoun
incidencia_noun	incidência_noun
tavares_propernoun	tavares_propernoun
previsualización_noun	pré-visualização_noun
testar_verb	declarar_verb
ocio_noun	lazer_noun
interconexión_noun	interligação_noun
privativo_adjective	privativo_adjective
con-detenimiento_adverb	detidamente_adverb
cero_numeral	zero_numeral
raza_noun	raça_noun
mandatario_noun	mandatário_noun
redibujar_verb	redesenhar_verb
infracción_noun	infracção_noun
melancólicamente_adverb	melancolicamente_adverb
gobernanza_noun	governo_noun
jugador_noun	jogador_noun
peaje_noun	portagem_noun
veinte_numeral	vinte_numeral
agradecimiento_noun	agradecimento_noun
accionista_noun	acionista_noun
tulipas_propernoun	tulipas_propernoun
o_coordinatingconjunction	ou_coordinatingconjunction
pesticida_noun	pesticida_noun
stephenie_propernoun	stephenie_propernoun
aleación_noun	liga_noun
coagulante_adjective	coagulante_adjective
hacer_verb	fazer_verb
ión_noun	íon_noun
irresistiblemente_adverb	irresistivelmente_adverb
federalismo_noun	federalismo_noun
frío_adjective	frio_adjective
ag_propernoun	ag_propernoun
australia_propernoun	austrália_propernoun
incumplir_verb	descumprir_verb
renderizar_verb	renderizar_verb
inactividad_noun	inactividade_noun
multiplicación_noun	multiplicação_noun
marchito_adjective	seco_adjective
lineamiento_noun	alineamento_noun
incendio_noun	incêndio_noun
ciento_numeral	cento_numeral
realinear_verb	realinhar_verb
la-haya_propernoun	haia_propernoun
escena_noun	cena_noun
contrario_adjective	contrário_adjective
manel_propernoun	manel_propernoun
folclóricamente_adverb	folcloricamente_adverb
sangriento_adjective	sangrento_adjective
cebada_noun	cevada_noun
despido_noun	demissão_noun
aligerar_verb	aliviar_verb
merkl_propernoun	merkl_propernoun
insatisfecho_adjective	insatisfeito_adjective
saldanha_propernoun	saldanha_propernoun
tontería_noun	bobagem_noun
fbad_propernoun	fbad_propernoun
caracterización_noun	caracterização_noun
fuera_adverb	fora_adverb
festividad_noun	festividade_noun
ancianamente_adverb	anciãmente_adverb
dieciséis_numeral	dezesseis_numeral
inconciliablemente_adverb	inconciliavelmente_adverb
electrodo_noun	eletrodo_noun
postprocesamiento_noun	pós-processamento_noun
extremidad_noun	extremidade_noun
inmigrantemente_adverb	imigrantemente_adverb
ferrocarril_noun	caminho-de-ferro_noun
marítimamente_adverb	maritimamente_adverb
salario_noun	salário_noun
niño_noun	criança_noun
mafalda_propernoun	mafalda_propernoun
mp3_noun	mp3_noun
marzo_noun	março_noun
allá_adverb	acolá_adverb
embrague_noun	embraiagem_noun
trofeo_noun	troféu_noun
presupuestario_adjective	orçamentário_adjective
foro_noun	fórum_noun
concurrencia_noun	participação_noun
modelizado_noun	renderização_noun
esperanzadamente_adverb	esperançosamente_adverb
fundición_noun	fundição_noun
intranquilo_noun	intranqüilo_noun
asiáticamente_adverb	asiaticamente_adverb
mágicamente_adverb	magicamente_adverb
dorar_verb	dourar_verb
confusión_noun	confusão_noun
alemania_propernoun	alemanha_propernoun
andino_adjective	andino_adjective
láser_noun	laser_noun
cuánto_interrogativepronoun	quanto_interrogativepronoun
trazar_verb	traçar_verb
por-doquier_adverb	por-todos-os-lados_adverb
cuidadoso_adjective	cuidadoso_adjective
libre_adjective	livre_adjective
expandir_verb	expandir_verb
sustituto_noun	substituto_noun
desglosar_verb	desmembrar_verb
check-in_noun	check-in_noun
giratorio_adjective	giratório_adjective
cajera_noun	caixa_noun
bolivia_propernoun	bolívia_propernoun
modernización_noun	modernização_noun
concentración_noun	concentração_noun
quedo_adverb	baixo_adverb
recibir-pronto_interjection	receber-brevemente_interjection
de-lo-contrario_subordinatingconjunction	caso-contrário_subordinatingconjunction
troncal_adjective	principal_adjective
dejar_verb	deixar_verb
filosofía_noun	filosofia_noun
dialéctica_noun	dialética_noun
casamajor_propernoun	casamajor_propernoun
fronterizo_adjective	fronteiriço_adjective
promulgación_noun	promulgação_noun
tecnología_noun	tecnologia_noun
planeamiento_noun	planejamento_noun
dnpdp_propernoun	dnpdp_propernoun
euronext_propernoun	euronext_propernoun
recluir_verb	enclausurar_verb
hocico_noun	focinho_noun
contestablemente_adverb	contestavelmente_adverb
múltiplemente_adverb	multiplicemente_adverb
v_noun	v_noun
tranquilamente_adverb	tranqüilamente_adverb
irán_propernoun	irã_propernoun
coeficiente_noun	coeficiente_noun
desarrollador_noun	desenvolvedor_noun
sacudir_verb	abalar_verb
realizador_noun	realizador_noun
prestamente_adverb	prontamente_adverb
bueno_adjective	bom_adjective
patrulla_noun	patrulha_noun
hispánico_adjective	hispânico_adjective
detección_noun	detecção_noun
personal_adjective	pessoal_adjective
adhesivamente_adverb	adesivamente_adverb
soñador_adjective	sonhador_adjective
croquis_noun	croqui_noun
arroyo_noun	arroio_noun
contextual_adjective	contextual_adjective
fomentar_verb	alavancar_verb
médula_noun	medula_noun
estancia_noun	estância_noun
equilibrio_noun	equilíbrio_noun
supervivencia_noun	sobrevivência_noun
aac_propernoun	aac_propernoun
jamás_adverb	jamais_adverb
cuatro_numeral	quatro_numeral
telefonía_noun	telefonia_noun
a-borbotones_adverb	a-rodo_adverb
carneiro_propernoun	carneiro_propernoun
gozosamente_adverb	prazenteiramente_adverb
vocabulario_noun	vocabulário_noun
preciar_verb	apreciar_verb
predibujado_adjective	pré-desenhado_adjective
provenir_verb	provir_verb
barreiro_propernoun	barreiro_propernoun
grabar_verb	gravar_verb
milenio_noun	milênio_noun
trescientos_numeral	trezentos_numeral
estrecho_adjective	estreito_adjective
desertización_noun	desertificação_noun
argaman_propernoun	argaman_propernoun
volublemente_adverb	voluvelmente_adverb
millonario_noun	milionário_noun
despido_noun	despedimento_noun
yelmo_noun	elmo_noun
ods_propernoun	ods_propernoun
estirar_verb	puxar_verb
frenar_verb	frear_verb
rai_propernoun	rai_propernoun
taiwanés_adjective	taiwanês_adjective
odio_noun	ódio_noun
trillizo_noun	trigêmeo_noun
activo_adjective	activo_adjective
cuna_noun	berço_noun
asestar_verb	mirar_verb
corral_propernoun	corral_propernoun
indigencia_noun	indigência_noun
consultivo_adjective	consultivo_adjective
ristorante_noun	restaurante_noun
de-igual-manera_adverb	do-mesmo-modo_adverb
fonseca_propernoun	fonseca_propernoun
clásicamente_adverb	classicamente_adverb
francés_noun	francês_noun
sin-embargo_subordinatingconjunction	no-entanto_subordinatingconjunction
fracción_noun	fração_noun
predecir_verb	predizer_verb
a-menos-que_adverb	a-não-ser-que_adverb
pto_noun	pto_noun
mercadería_noun	mercadoria_noun
abstener_verb	abster_verb
manufactura_noun	manufatura_noun
ellis_propernoun	ellis_propernoun
creatividad_noun	criatividade_noun
legiblemente_adverb	legivelmente_adverb
recuerdo_noun	lembrança_noun
rigidez_noun	rigidez_noun
descartablemente_adverb	descartavelmente_adverb
habilidad_noun	habilidade_noun
dinis_propernoun	dinis_propernoun
test_noun	teste_noun
fuertemente-al-alza_adverb	em-forte-subida_adverb
contienda_noun	contenda_noun
fianza_noun	fiança_noun
asimilar_verb	assimilar_verb
controlablemente_adverb	controlavelmente_adverb
lúdicamente_adverb	ludicamente_adverb
rusia_propernoun	rússia_propernoun
entero_noun	inteiro_noun
seiscientos_numeral	seiscentos_numeral
si_subordinatingconjunction	se_subordinatingconjunction
adaptabilidad_noun	adaptabilidade_noun
banco-guipuzcoano_propernoun	banco-guipuzcoano_propernoun
cameron_propernoun	cameron_propernoun
desinstalación_noun	desinstalação_noun
rugosidad_noun	rugosidade_noun
compañero_noun	companheiro_noun
conveniencia_noun	conveniência_noun
canosamente_adverb	grisalhamente_adverb
maximizado_adjective	maximizado_adjective
sarah_propernoun	sarah_propernoun
eclac_propernoun	eclac_propernoun
solevar_verb	transitar_verb
creyentemente_adverb	crentemente_adverb
consejo_noun	dica_noun
ron_noun	rum_noun
estandarizado_adjective	padronizado_adjective
embajada_noun	embaixada_noun
recibir_verb	receber_verb
director_noun	director_noun
videoconferencia_noun	videoconferência_noun
excitación_noun	excitação_noun
gubernamental_adjective	governamental_adjective
duplicidad_noun	duplicidade_noun
relevantemente_adverb	notavelmente_adverb
risueñamente_adverb	risonhamente_adverb
asimismo_adverb	assim-mesmo_adverb
iris_noun	íris_noun
palabra_noun	palavra_noun
matriz_noun	matriz_noun
nokia_propernoun	nokia_propernoun
referencial_adjective	referencial_adjective
aquel_demonstrativepronoun	aquele_demonstrativepronoun
quinquagésimamente_adverb	qüinquagesimamente_adverb
pasaporte_noun	passaporte_noun
federación_noun	federação_noun
salsa_noun	salsa_noun
entallado_adjective	entalhado_adjective
atención_noun	atenção_noun
biselado_adjective	chanfrado_adjective
de-memoria_adverb	de-cor_adverb
amplio_adjective	lato_adjective
suavidad_noun	suavidade_noun
sospecha_noun	suspeita_noun
llegar_verb	chegar_verb
consorcio_noun	consórcio_noun
arriesgar_verb	arriscar_verb
pasar-revista_verb	vistoriar_verb
higiénicamente_adverb	higienicamente_adverb
caridad_noun	caridade_noun
pulgada_noun	polegada_noun
pinzamiento_noun	pinçamento_noun
a-velas-desplegadas_adverb	com-muito-empenho_adverb
erbiti_propernoun	erbiti_propernoun
hiperbólico_adjective	hiperbólico_adjective
desfavorablemente_adverb	desfavoravelmente_adverb
versión_noun	versão_noun
transflujo_noun	fluxo_noun
vecinamente_adverb	vizinhamente_adverb
maquinar_verb	maquinar_verb
moniz_propernoun	moniz_propernoun
sociedad_noun	sociedade_noun
tolerablemente_adverb	toleravelmente_adverb
explicablemente_adverb	explicavelmente_adverb
rebaño_noun	rebanho_noun
mairena_propernoun	mairena_propernoun
arranque-de-cólera_adverb	ataque-de-fúria_adverb
equidad_noun	equidade_noun
desmoldeo_noun	desmoldagem_noun
geometría_noun	geometria_noun
perfeccionamiento_noun	aperfeiçoamento_noun
cubrir_verb	cobrir_verb
imperceptiblemente_adverb	imperceptivelmente_adverb
compresión_noun	compressão_noun
mvm_propernoun	mvm_propernoun
precargado_adjective	pré-carregado_adjective
finlandés_adjective	finlandês_adjective
persona_noun	pessoa_noun
derivación_noun	derivação_noun
moreirense_propernoun	moreirense_propernoun
asequiblemente_adverb	exequivelmente_adverb
corazón_noun	cor_noun
ced_propernoun	ced_propernoun
revocación_noun	revocação_noun
marea_noun	maré_noun
abusivo_adjective	abusivo_adjective
teológicamente_adverb	teologicamente_adverb
cambiario_adjective	cambial_adjective
a-la-vez_adverb	ao-mesmo-tempo_adverb
salvajemente_adverb	selvagemmente_adverb
discriminar_verb	discriminar_verb
en-primer-lugar_adverb	em-primeiro-lugar_adverb
múltiplo_adjective	múltiplo_adjective
borrador_noun	rascunho_noun
subterráneamente_adverb	subterraneamente_adverb
creer_verb	crer_verb
spam_noun	spam_noun
enemistad_noun	inimizade_noun
acero_noun	aço_noun
inconcebible_adverb	inconcebível_adverb
marruecos_propernoun	marrocos_propernoun
reinstalación_noun	reinstalação_noun
gramo_noun	grama_noun
llenamente_adverb	cheiamente_adverb
pérdida_noun	perda_noun
a-la-corta-o-a-la-larga_adverb	mais-cedo-ou-mais-tarde_adverb
ruina_noun	ruína_noun
creciente_adjective	crescente_adjective
presentir_verb	pressentir_verb
simplificado_adjective	simplificado_adjective
danny_propernoun	danny_propernoun
afortunadamente_adverb	felizmente_adverb
inversión_noun	investimento_noun
impracticablemente_adverb	impraticavelmente_adverb
cóncavamente_adverb	concavamente_adverb
suciedad_noun	sujeira_noun
límite_noun	limite_noun
vasco_noun	vascão_noun
desaliento_noun	desalento_noun
banquillo_noun	banco_noun
amamantamiento_noun	aleitamento_noun
fotocopia_noun	fotocópia_noun
homosexual_adjective	homossexual_adjective
coagulación_noun	coagulação_noun
toque-de-queda_noun	toque-de-recolher_noun
bolonia_propernoun	bolonha_propernoun
doble_adjective	duplo_adjective
cuota_noun	parcela_noun
hola_interjection	oi_interjection
complacientemente_adverb	condescendentemente_adverb
desvincular_verb	desvincular_verb
conocedor_noun	conhecedor_noun
personalizado_adjective	personalizado_adjective
saludable_adjective	saudável_adjective
japonés_adjective	japonês_adjective
jarra_noun	jarra_noun
osàcar_propernoun	osàcar_propernoun
perro_noun	cão_noun
soberbiamente_adverb	soberbamente_adverb
fijar_verb	fixar_verb
mesilla_noun	criado-mudo_noun
revolución_noun	revolução_noun
bisel_noun	chanfro_noun
documental_noun	documentário_noun
tnc_propernoun	tnc_propernoun
tontería_noun	tontura_noun
acúfeno_noun	acúfeno_noun
monitor_noun	monitor_noun
juventud_noun	juventude_noun
adaptador_noun	adaptador_noun
deponer_verb	depor_verb
gotear_verb	gotejar_verb
huésped_noun	hóspede_noun
localización_noun	localização_noun
oxiacetileno_noun	oxiacetileno_noun
codiciar_verb	cobiçar_verb
pps_propernoun	pps_propernoun
exacto_adjective	exato_adjective
maternidad_noun	maternidade_noun
oliu_propernoun	oliu_propernoun
filón_noun	filão_noun
en_preposition	em_preposition
finalmente_adverb	conclusivamente_adverb
castillo_noun	castelo_noun
bienestar_noun	bem-estar_noun
esencial_adjective	essencial_adjective
agitador_noun	agitador_noun
