decano_noun_es	doyen_noun_fr
magia_noun_es	magie_noun_fr
sistema-ibérico_propernoun_es	système-ibérique_propernoun_fr
douglas_propernoun_es	douglas_propernoun_fr
muskiz_propernoun_es	muskiz_propernoun_fr
áfrica-ecuatorial-francesa_propernoun_es	afrique-équatoriale-française_propernoun_fr
reincorporar_verb_es	réincorporer_verb_fr
mariposa_noun_es	papillon_noun_fr
incisivo_adjective_es	incisif_adjective_fr
abdelghani_propernoun_es	abdelghani_propernoun_fr
zabel_propernoun_es	zabel_propernoun_fr
mishima_propernoun_es	mishima_propernoun_fr
adaptación_noun_es	remaniement_noun_fr
gehry_propernoun_es	gehry_propernoun_fr
poeta_noun_es	poète_noun_fr
bandeira_propernoun_es	bandeira_propernoun_fr
pronto_adverb_es	bientôt_adverb_fr
tranquilamente_adverb_es	tranquillement_adverb_fr
aun-si_adverb_es	si-encore_adverb_fr
follar_verb_es	baiser_verb_fr
montero_propernoun_es	montero_propernoun_fr
la-mayoría-de-las-veces_adverb_es	la-plupart-du-temps_adverb_fr
reportaje_noun_es	reportage_noun_fr
pirata_noun_es	pirate_noun_fr
arboleda_noun_es	bois_noun_fr
maravilloso_adjective_es	merveilleux_adjective_fr
por-orden-alfabético_subordinatingconjunction_es	par-ordre-alphabétique_subordinatingconjunction_fr
stanislav-gross_propernoun_es	stanislav-gross_propernoun_fr
yaoundé_propernoun_es	yaoundé_propernoun_fr
venta-callejera_noun_es	vente-ambulante_noun_fr
químico_noun_es	chimiste_noun_fr
iván_propernoun_es	iván_propernoun_fr
residente_noun_es	résident_noun_fr
blin_propernoun_es	blin_propernoun_fr
izquierdo_adjective_es	gauche_adjective_fr
filiación_noun_es	filiation_noun_fr
abono-de-pensiones_noun_es	règlement-de-pensions_noun_fr
declaración-universal-de-los-derechos-humanos_propernoun_es	déclaration-universelle-des-droits-de-l'homme_propernoun_fr
celta_propernoun_es	celta_propernoun_fr
bronce_noun_es	bronze_noun_fr
piedra_noun_es	pierre_noun_fr
dato-económico-financiero_noun_es	donnée-économique-et-financière_noun_fr
persona-moral_noun_es	personne-morale_noun_fr
movimiento-de-países-no-alineados_propernoun_es	mouvement-des-pays-non-alignés_propernoun_fr
empordá_propernoun_es	empordá_propernoun_fr
volar_verb_es	envoler_verb_fr
batuaberdeak_propernoun_es	batuaberdeak_propernoun_fr
acusatorio_adjective_es	accusatoire_adjective_fr
piso_noun_es	appartement_noun_fr
contraste_noun_es	contraste_noun_fr
navas_propernoun_es	navas_propernoun_fr
convoy_noun_es	convoi_noun_fr
comisionado_noun_es	commission_noun_fr
donnedieu_propernoun_es	donnedieu_propernoun_fr
vender_verb_es	vendre_verb_fr
en-el-tiempo-que_subordinatingconjunction_es	dans-le-temps-que_subordinatingconjunction_fr
aratz_propernoun_es	aratz_propernoun_fr
amariya_propernoun_es	amariya_propernoun_fr
olivares_propernoun_es	olivares_propernoun_fr
comprometer_verb_es	compromettre_verb_fr
alexis_propernoun_es	alexis_propernoun_fr
espía_noun_es	espion_noun_fr
niágara_propernoun_es	niagara_propernoun_fr
a-veces_adverb_es	quelquefois_adverb_fr
srd_noun_es	srd_noun_fr
gluten_noun_es	gluten_noun_fr
irrefutable_adjective_es	irréfutable_adjective_fr
alegrar_verb_es	réjouir_verb_fr
ader_noun_es	ader_noun_fr
turbo_noun_es	turbo_noun_fr
publicación_noun_es	publication_noun_fr
embargo_noun_es	saisie_noun_fr
dacia_propernoun_es	dacie_propernoun_fr
salónica_propernoun_es	salonique_propernoun_fr
justicia_noun_es	justice_noun_fr
estimulante_adjective_es	stimulant_adjective_fr
albéniz_propernoun_es	albéniz_propernoun_fr
fuenlabrada_propernoun_es	fuenlabrada_propernoun_fr
locura_noun_es	folie_noun_fr
gustar_verb_es	plaire_verb_fr
andonios_propernoun_es	andonios_propernoun_fr
botero_propernoun_es	botero_propernoun_fr
mérida_propernoun_es	mérida_propernoun_fr
lugar-de-residencia_noun_es	lieu-de-résidence_noun_fr
manualidad_noun_es	travail-manuel_noun_fr
desnivelación_noun_es	dénivellation_noun_fr
iraní_noun_es	iranien_noun_fr
arquitectura_noun_es	architecture_noun_fr
escéptico_adjective_es	sceptique_adjective_fr
iruin_propernoun_es	iruin_propernoun_fr
noruego_adjective_es	norvégien_adjective_fr
cremación_noun_es	crémation_noun_fr
agraviar_verb_es	offenser_verb_fr
raso_adjective_es	ras_adjective_fr
inmune_adjective_es	immun_adjective_fr
maguncia_propernoun_es	mayence_propernoun_fr
alexandr_propernoun_es	alexandr_propernoun_fr
público_noun_es	public_noun_fr
reputacional_adjective_es	de-réputation_adjective_fr
frontalmente_adverb_es	frontalement_adverb_fr
abanico_noun_es	éventail_noun_fr
pirar_verb_es	casser_verb_fr
oír_verb_es	écouter_verb_fr
plazoleta_noun_es	petite-place_noun_fr
canal-de-bristol_propernoun_es	canal-de-bristol_propernoun_fr
sostenible_adjective_es	soutenable_adjective_fr
coloma_propernoun_es	coloma_propernoun_fr
cartier_propernoun_es	cartier_propernoun_fr
en-absoluto_adverb_es	absolument-pas_adverb_fr
distribuir_verb_es	distribuer_verb_fr
controlar_verb_es	contrôler_verb_fr
conjunto_adjective_es	conjoint_adjective_fr
alardear_verb_es	vanter_verb_fr
essonne_propernoun_es	essonne_propernoun_fr
benito_propernoun_es	benito_propernoun_fr
proporcionar_verb_es	fournir_verb_fr
religiosamente_adverb_es	religieusement_adverb_fr
elogiar_verb_es	louer_verb_fr
espoliación_noun_es	spoliation_noun_fr
inés-gonxha-bojaxhiu_propernoun_es	agnès-gonxha-bojaxhiu_propernoun_fr
director_noun_es	directeur_noun_fr
opinar_verb_es	opiner_verb_fr
bonet_propernoun_es	bonet_propernoun_fr
firmeza_noun_es	fermeté_noun_fr
transcurrir_verb_es	passer_verb_fr
abdelli_propernoun_es	abdelli_propernoun_fr
gutierrez_propernoun_es	gutierrez_propernoun_fr
vigilia_noun_es	veille_noun_fr
ocaña_propernoun_es	ocaña_propernoun_fr
por-lo-menos_adverb_es	tout-au-moins_adverb_fr
continuación_noun_es	continuation_noun_fr
muleta_noun_es	béquille_noun_fr
permanencia_noun_es	permanence_noun_fr
desmobilización_noun_es	démobilisation_noun_fr
debutar_verb_es	débuter_verb_fr
regular_verb_es	régler_verb_fr
locutor_noun_es	animateur_noun_fr
vergonzoso_adjective_es	honteux_adjective_fr
perpiñán_propernoun_es	perpignan_propernoun_fr
gratis_adverb_es	gratis_adverb_fr
setiembre_noun_es	septembre_noun_fr
duplicar_verb_es	doubler_verb_fr
mda_noun_es	mda_noun_fr
tenorio_propernoun_es	tenorio_propernoun_fr
mar-caspio_propernoun_es	mer-caspienne_propernoun_fr
vario_adjective_es	divers_adjective_fr
insatisfacción_noun_es	insatisfaction_noun_fr
gil_propernoun_es	gil_propernoun_fr
maseru_propernoun_es	maseru_propernoun_fr
discutir_verb_es	disputer_verb_fr
stjepan-music_propernoun_es	stjepan-music_propernoun_fr
ralentizar_verb_es	ralentir_verb_fr
kuribayashi_propernoun_es	kuribayashi_propernoun_fr
juzgado-de-lo-social_noun_es	conseil-des-prudhommes_noun_fr
prejuicio_noun_es	préjugé_noun_fr
alpujarras_propernoun_es	les-alpujarras_propernoun_fr
se_pronoun_es	se_pronoun_fr
macijauskas_propernoun_es	macijauskas_propernoun_fr
barthez_propernoun_es	barthez_propernoun_fr
rembrandt_propernoun_es	rembrandt_propernoun_fr
extraviar_verb_es	égarer_verb_fr
vale_noun_es	bon_noun_fr
exterminio_noun_es	anéantissement_noun_fr
precoz_adjective_es	précoce_adjective_fr
altzaga_propernoun_es	altzaga_propernoun_fr
cuenta-de-salario_noun_es	compte-du-salaire_noun_fr
feminista_adjective_es	féministe_adjective_fr
conexión_noun_es	liaison_noun_fr
caudal_noun_es	capital_noun_fr
específicamente_adverb_es	spécifiquement_adverb_fr
soterrado_adjective_es	souterrain_adjective_fr
punk_adjective_es	punk_adjective_fr
descanso_noun_es	repos_noun_fr
focalización_noun_es	focalisation_noun_fr
voynet_propernoun_es	voynet_propernoun_fr
nuclear_adjective_es	nucléaire_adjective_fr
wikipedia_propernoun_es	wikipédia_propernoun_fr
cabina_noun_es	cabine_noun_fr
académico_adjective_es	académique_adjective_fr
en-favor-de_subordinatingconjunction_es	à-la-faveur-de_subordinatingconjunction_fr
polo-sur_propernoun_es	pôle-sud_propernoun_fr
necesitar_verb_es	nécessiter_verb_fr
abordable_adjective_es	abordable_adjective_fr
horizontal_adjective_es	horizontal_adjective_fr
friburgo_propernoun_es	fribourg_propernoun_fr
normalmente_adverb_es	normalement_adverb_fr
antinuclear_adjective_es	antinucléaire_adjective_fr
acteón_propernoun_es	acteón_propernoun_fr
manel_propernoun_es	manel_propernoun_fr
temeridad_noun_es	témérité_noun_fr
odontología_noun_es	odontologie_noun_fr
aperitivo_adjective_es	apéritif_adjective_fr
paramaribo_propernoun_es	paramaribo_propernoun_fr
donatello_propernoun_es	donatello_propernoun_fr
eslabón_noun_es	chaînon_noun_fr
joffrin_propernoun_es	joffrin_propernoun_fr
corriente-del-golfo_propernoun_es	courant-du-golfe_propernoun_fr
averroes_propernoun_es	averroès_propernoun_fr
antillas-neerlandesas_propernoun_es	antilles-néerlandaises_propernoun_fr
proposición_noun_es	proposition_noun_fr
marchena_propernoun_es	marchena_propernoun_fr
xàbia_propernoun_es	jávea_propernoun_fr
ése_pronoun_es	celui-là_pronoun_fr
gota_noun_es	goutte_noun_fr
préstamo_noun_es	prêt_noun_fr
parar_verb_es	arrêter_verb_fr
bangui_propernoun_es	bangui_propernoun_fr
alocución_noun_es	allocution_noun_fr
cupo_noun_es	quota_noun_fr
metz_propernoun_es	metz_propernoun_fr
trópico-de-cáncer_propernoun_es	tropique-du-cancer_propernoun_fr
simpático_adjective_es	sympa_adjective_fr
a-comienzos-de-año_adverb_es	en-début-d'année_adverb_fr
pedro_propernoun_es	pedro_propernoun_fr
pepita_noun_es	pépite_noun_fr
manteca_noun_es	graisse_noun_fr
beneficiar_verb_es	bénéficier_verb_fr
apia_propernoun_es	apia_propernoun_fr
galatas_propernoun_es	galatas_propernoun_fr
tour-de-francia_propernoun_es	tour-de-france_propernoun_fr
valérie_propernoun_es	valérie_propernoun_fr
batería_noun_es	batterie_noun_fr
violación_noun_es	violation_noun_fr
arteaga_propernoun_es	arteaga_propernoun_fr
ornamentación_noun_es	ornementation_noun_fr
reseña_noun_es	signalement_noun_fr
aguantar_verb_es	résister_verb_fr
angisola_propernoun_es	angisola_propernoun_fr
franco_propernoun_es	franco_propernoun_fr
exento_adjective_es	exempt_adjective_fr
para-que-tenga-validez_subordinatingconjunction_es	pour-que-ce-soit-valide_subordinatingconjunction_fr
terremoto_noun_es	tremblement-de-terre_noun_fr
hegemonía_noun_es	hégémonie_noun_fr
suicida_noun_es	suicidé_noun_fr
diplomático_noun_es	diplomate_noun_fr
vertical_adjective_es	vertical_adjective_fr
ami_noun_es	ami_noun_fr
ineo-infra-ineo-lum_propernoun_es	ineo-infra-ineo-lum_propernoun_fr
sabotaje_noun_es	sabotage_noun_fr
predicar_verb_es	prêcher_verb_fr
césar_propernoun_es	césar_propernoun_fr
despojar_verb_es	dépouiller_verb_fr
visto-y-aprobado_adjective_es	lu-et-approuvé_adjective_fr
caballo_noun_es	cheval_noun_fr
océano_noun_es	océan_noun_fr
adr_noun_es	adr_noun_fr
recelo_noun_es	méfiance_noun_fr
paolo_propernoun_es	paolo_propernoun_fr
steinmeier_propernoun_es	steinmeier_propernoun_fr
mediocridad_noun_es	médiocrité_noun_fr
cierre_noun_es	fermeture_noun_fr
absorto_adjective_es	absorbé_adjective_fr
archipiélago-ártico_propernoun_es	archipel-arctique_propernoun_fr
sanpedrotarra_propernoun_es	sanpedrotarra_propernoun_fr
máster_noun_es	master_noun_fr
interés-total_noun_es	intérêt-total_noun_fr
cincuenta-y-cinco_numeral_es	cinquante-cinq_numeral_fr
asambleario_noun_es	parlementaire_noun_fr
remodelación_noun_es	rénovation_noun_fr
larreina_propernoun_es	larreina_propernoun_fr
alcaes_propernoun_es	alcaes_propernoun_fr
hernandez_propernoun_es	hernandez_propernoun_fr
guimet_propernoun_es	guimet_propernoun_fr
motociclista_adverb_es	momentanément_adverb_fr
lento_adjective_es	lent_adjective_fr
morel_propernoun_es	morel_propernoun_fr
ocaso_noun_es	déclin_noun_fr
sotana_noun_es	soutane_noun_fr
amnistiar_verb_es	amnistier_verb_fr
agenda_noun_es	agenda_noun_fr
zona_noun_es	zone_noun_fr
violonchelista_noun_es	violoncelliste_noun_fr
bordear_verb_es	border_verb_fr
convección_noun_es	convection_noun_fr
athletic_propernoun_es	athletic_propernoun_fr
cacauelos_propernoun_es	cacauelos_propernoun_fr
araia_propernoun_es	araia_propernoun_fr
mohave_propernoun_es	mojave_propernoun_fr
aeronomía_noun_es	aéronomie_noun_fr
acortar_verb_es	raccourcir_verb_fr
margarita_propernoun_es	margarita_propernoun_fr
afilado_adjective_es	aiguisé_adjective_fr
anderlues_propernoun_es	anderlues_propernoun_fr
letra-a-la-vista_noun_es	traite-à-vue_noun_fr
ii_numeral_es	ii_numeral_fr
supersónico_adjective_es	supersonique_adjective_fr
preguntar_verb_es	demander_verb_fr
subvención_noun_es	subvention_noun_fr
visitante_adjective_es	visiteur_adjective_fr
bueno_adjective_es	bon_adjective_fr
corredoira_propernoun_es	corredoira_propernoun_fr
abdelaziz_propernoun_es	abdelaziz_propernoun_fr
pivote_noun_es	pivot_noun_fr
sunní_adjective_es	sunnite_adjective_fr
equitación_noun_es	équitation_noun_fr
augustinus_propernoun_es	augustinus_propernoun_fr
acaya_propernoun_es	achaïe_propernoun_fr
sacerdote_noun_es	prêtre_noun_fr
impedimento_noun_es	empêchement_noun_fr
arnault_propernoun_es	arnault_propernoun_fr
visualizar_verb_es	visualiser_verb_fr
pirenaico_adjective_es	pyrénéen_adjective_fr
velux_propernoun_es	velux_propernoun_fr
jarvis_propernoun_es	jarvis_propernoun_fr
provocación_noun_es	provocation_noun_fr
castilla_propernoun_es	castille_propernoun_fr
saber_noun_es	savoir_noun_fr
fuera-de-lugar_adverb_es	hors-de-propos_adverb_fr
apelotonar_verb_es	mettre-en-boule_verb_fr
montes-de-alaska_propernoun_es	chaîne-de-l'alaska_propernoun_fr
oral_adjective_es	oral_adjective_fr
distrito_noun_es	district_noun_fr
rodríguez_propernoun_es	rodríguez_propernoun_fr
michelangelo_propernoun_es	michelangelo_propernoun_fr
contiguo_adjective_es	attenant_adjective_fr
impositor_noun_es	imposeur_noun_fr
lapidar_verb_es	lapider_verb_fr
hamid_propernoun_es	hamid_propernoun_fr
oreka_propernoun_es	oreka_propernoun_fr
áspero_adjective_es	âpre_adjective_fr
cortometraje_noun_es	court-métrage_noun_fr
despedir-de_verb_es	dire-au-revoir-à_verb_fr
edimburgo_propernoun_es	édimbourg_propernoun_fr
a-partir-del-momento-en-que_subordinatingconjunction_es	à-partir-du-moment-où_subordinatingconjunction_fr
ventero_noun_es	aubergiste_noun_fr
pesquisa_noun_es	recherche_noun_fr
bienes-muebles_noun_es	biens-mobiliers_noun_fr
comisión-por-apertura_noun_es	commission-d'ouverture_noun_fr
mercancía_noun_es	marchandise_noun_fr
hacer-estallar_verb_es	faire-exploser_verb_fr
banderas_propernoun_es	banderas_propernoun_fr
nueva-georgia_propernoun_es	nouvelle-géorgie_propernoun_fr
óbito_noun_es	décès_noun_fr
prórroga_noun_es	sursis_noun_fr
constante_adjective_es	soutenu_adjective_fr
centrar_verb_es	centrer_verb_fr
argot_noun_es	argot_noun_fr
picanto_propernoun_es	picanto_propernoun_fr
depresión_noun_es	dépression_noun_fr
manresa_propernoun_es	manresa_propernoun_fr
total-a-cobrar_noun_es	total-à-recouvrer_noun_fr
themba-dlamini_propernoun_es	themba-dlamini_propernoun_fr
diferencia_noun_es	différence_noun_fr
balance-calorífico_noun_es	bilan-calorifique_noun_fr
río_noun_es	rivière_noun_fr
inteligente_adjective_es	intelligent_adjective_fr
maestre_propernoun_es	maestre_propernoun_fr
gazprom_propernoun_es	gazprom_propernoun_fr
guerra-de-los-cien-años_propernoun_es	guerre-de-cent-ans_propernoun_fr
pradera_propernoun_es	prairie_propernoun_fr
babcock_propernoun_es	babcock_propernoun_fr
cosa_noun_es	chose_noun_fr
willis_propernoun_es	willis_propernoun_fr
eli_propernoun_es	eli_propernoun_fr
mí_pronoun_es	moi_pronoun_fr
absorbente_adjective_es	absorbant_adjective_fr
allison_propernoun_es	allison_propernoun_fr
estambul_propernoun_es	istanbul_propernoun_fr
duelo_noun_es	duel_noun_fr
navegante_adjective_es	navigant_adjective_fr
cadencia_noun_es	cadence_noun_fr
artigas_propernoun_es	artigas_propernoun_fr
con-vistas-a_preposition_es	en-vue-de_preposition_fr
ávila_propernoun_es	ávila_propernoun_fr
sequedad_noun_es	sécheresse_noun_fr
horroroso_adjective_es	affreux_adjective_fr
debilitar_verb_es	affaiblir_verb_fr
figuración_noun_es	figuration_noun_fr
don_noun_es	monsieur_noun_fr
dacca_propernoun_es	dhaka_propernoun_fr
aelc_noun_es	aele_noun_fr
indudablemente_adverb_es	indubitablement_adverb_fr
disculpar_verb_es	excuser_verb_fr
garcía_propernoun_es	garcía_propernoun_fr
sierra-morena_propernoun_es	sierra-morena_propernoun_fr
revolución_noun_es	révolution_noun_fr
asesoría_noun_es	cabinet-conseil_noun_fr
alapuzha_propernoun_es	alapuzha_propernoun_fr
iniciación_noun_es	initiation_noun_fr
guerrilla_noun_es	guérilla_noun_fr
apéndice_noun_es	appendice_noun_fr
sociedad-en-comandita_noun_es	société-en-commandite_noun_fr
mar-muerto_propernoun_es	mer-morte_propernoun_fr
después-de-que_subordinatingconjunction_es	après-que_subordinatingconjunction_fr
manguera_noun_es	tuyau-d'arrosage_noun_fr
wct_noun_es	wct_noun_fr
cuarto_noun_es	chambre_noun_fr
mcguiness_propernoun_es	mcguiness_propernoun_fr
fillon_propernoun_es	fillon_propernoun_fr
alondra_noun_es	alouette_noun_fr
ganar-el-pan_verb_es	gagner-sa-croûte_verb_fr
ochenta-y-uno_pronoun_es	quatre-vingt-un_pronoun_fr
ochenta-y-uno_determiner_es	quatre-vingt-un_determiner_fr
sadar_propernoun_es	sadar_propernoun_fr
anaya_propernoun_es	anaya_propernoun_fr
sellal_propernoun_es	sellal_propernoun_fr
bissau_propernoun_es	bissau_propernoun_fr
renaud_propernoun_es	renaud_propernoun_fr
jacinto_propernoun_es	jacinto_propernoun_fr
onu_noun_es	onu_noun_fr
metabolito_noun_es	métabolite_noun_fr
malentendido_noun_es	malentendu_noun_fr
allaman_propernoun_es	allaman_propernoun_fr
lituania_propernoun_es	lituanie_propernoun_fr
coloquio_noun_es	colloque_noun_fr
haba_noun_es	fève_noun_fr
incorporar_verb_es	incorporer_verb_fr
tira_noun_es	bande_noun_fr
lore_propernoun_es	lore_propernoun_fr
restaurar_verb_es	restaurer_verb_fr
masa_noun_es	masse_noun_fr
salvamento_noun_es	sauvetage_noun_fr
barricada_noun_es	barricade_noun_fr
recuerdo_noun_es	souvenir_noun_fr
vw_noun_es	vw_noun_fr
brillante_adjective_es	éclatant_adjective_fr
presupuestar_verb_es	budgéter_verb_fr
label_noun_es	label_noun_fr
denegar_verb_es	dénier_verb_fr
rujano_propernoun_es	rujano_propernoun_fr
comienzo_noun_es	début_noun_fr
kiev_propernoun_es	kiev_propernoun_fr
plaga_noun_es	plaie_noun_fr
haber-que_modal_es	falloir_modal_fr
jersey_noun_es	jersey_noun_fr
contrato-temporal_noun_es	contrat-à-durée-déterminée_noun_fr
ininterrumpidamente_adverb_es	de-façon-ininterrompue_adverb_fr
crillon_propernoun_es	crillon_propernoun_fr
valdés_propernoun_es	valdés_propernoun_fr
descendiente_adjective_es	descendant_adjective_fr
gravemente_adverb_es	gravement_adverb_fr
cuatrocientos_numeral_es	quatre-cents_numeral_fr
patológico_adjective_es	pathologique_adjective_fr
sepultura_noun_es	sépulture_noun_fr
marcial_propernoun_es	marcial_propernoun_fr
envite_noun_es	enjeu_noun_fr
burgaud_propernoun_es	burgaud_propernoun_fr
meteorológico_adjective_es	météorologique_adjective_fr
presenciar_verb_es	assister-à_verb_fr
aketa_propernoun_es	aketa_propernoun_fr
juane_noun_es	juane_noun_fr
ameno_adjective_es	amène_adjective_fr
estantería_noun_es	étagère_noun_fr
poncio-pilato_propernoun_es	ponce-pilate_propernoun_fr
acabar_verb_es	finir_verb_fr
aleksandrs_propernoun_es	aleksandrs_propernoun_fr
aburrimiento_noun_es	ennui_noun_fr
flojo_noun_es	faible_noun_fr
pornografía_noun_es	pornographie_noun_fr
shetland-del-sur_propernoun_es	shetland-du-sud_propernoun_fr
personalmente_adverb_es	personnellement_adverb_fr
stéphane_propernoun_es	stéphane_propernoun_fr
otro_adjective_es	autre_adjective_fr
solo_adverb_es	seulement_adverb_fr
aguirregomezkorta_propernoun_es	aguirregomezkorta_propernoun_fr
almunia_propernoun_es	almunia_propernoun_fr
anuario-meteorológico_noun_es	annales-météorologiques_noun_fr
amur_propernoun_es	amour_propernoun_fr
tanto-tiempo-como_subordinatingconjunction_es	aussi-longtemps-que_subordinatingconjunction_fr
oficina_noun_es	office_noun_fr
puntualmente_adverb_es	ponctuellement_adverb_fr
guzmán_propernoun_es	guzmán_propernoun_fr
acabar_verb_es	achever_verb_fr
aplicativo_noun_es	logiciel-d'application_noun_fr
precio-de-venta_noun_es	prix-de-vente_noun_fr
fátima_propernoun_es	fátima_propernoun_fr
mendizorrotza_propernoun_es	mendizorrotza_propernoun_fr
derecho_adjective_es	droit_adjective_fr
palestina_propernoun_es	palestine_propernoun_fr
meditación_noun_es	méditation_noun_fr
nilo_propernoun_es	nil_propernoun_fr
autenticidad_noun_es	authenticité_noun_fr
baikal_propernoun_es	baïkal_propernoun_fr
newsletter_noun_es	newsletter_noun_fr
salzburgo_propernoun_es	salzbourg_propernoun_fr
planeamiento_noun_es	organisation_noun_fr
movilización_noun_es	mobilisation_noun_fr
nota_noun_es	notice_noun_fr
tendencia_noun_es	tendance_noun_fr
libro-de-contabilidad_noun_es	livre-comptable_noun_fr
jameos-del-agua_propernoun_es	jameos-del-agua_propernoun_fr
multiplicar_verb_es	multiplier_verb_fr
mecha_noun_es	mèche_noun_fr
vaticano_propernoun_es	vatican_propernoun_fr
torneo_noun_es	tournoi_noun_fr
supervivencia_noun_es	survivance_noun_fr
explotar_verb_es	exploser_verb_fr
alkarbide_propernoun_es	alkarbide_propernoun_fr
intolerante_adjective_es	intolérant_adjective_fr
deceso_noun_es	décès_noun_fr
carrasco_propernoun_es	carrasco_propernoun_fr
jeringuilla_noun_es	seringat_noun_fr
cimiento_noun_es	fondement_noun_fr
gdf-suez_propernoun_es	gdf-suez_propernoun_fr
voluntariado_noun_es	volontariat_noun_fr
maquinación_noun_es	machination_noun_fr
easo_propernoun_es	easo_propernoun_fr
boomerang_propernoun_es	boomerang_propernoun_fr
jenofonte_propernoun_es	xénophon_propernoun_fr
franquear_verb_es	franchir_verb_fr
arantxa_propernoun_es	arantxa_propernoun_fr
estudio_noun_es	étude_noun_fr
redondeo_noun_es	arrondissement_noun_fr
corretaje_noun_es	courtage_noun_fr
universalmente_adverb_es	universellement_adverb_fr
estrabón_propernoun_es	strabon_propernoun_fr
azsv_noun_es	azsv_noun_fr
hruska_propernoun_es	hruska_propernoun_fr
incapacidad_noun_es	incapacité_noun_fr
malo_adjective_es	mauvais_adjective_fr
iruña_propernoun_es	pampelune_propernoun_fr
concepto_noun_es	concept_noun_fr
pobreza_noun_es	pauvreté_noun_fr
ben-ahin_propernoun_es	ben-ahin_propernoun_fr
bouvier_propernoun_es	bouvier_propernoun_fr
calcetín_noun_es	chaussette_noun_fr
duque_noun_es	duc_noun_fr
hondarribia_propernoun_es	hondarribia_propernoun_fr
desembarco_noun_es	débarquement_noun_fr
aspirador_noun_es	aspirateur_noun_fr
hemiciclo_noun_es	hémicycle_noun_fr
impuesto-directo_noun_es	impôt-direct_noun_fr
adhesión_noun_es	adhésion_noun_fr
eibarrés_adjective_es	d'eibar_adjective_fr
aubisque_propernoun_es	aubisque_propernoun_fr
robot_noun_es	robot_noun_fr
dólar_noun_es	dollar_noun_fr
objetividad_noun_es	objectivité_noun_fr
de-todo-punto_adverb_es	totalement_adverb_fr
prolífico_adjective_es	prolifique_adjective_fr
mediterráneo_adjective_es	méditerranéen_adjective_fr
equipamiento_noun_es	équipement_noun_fr
lotería_noun_es	loterie_noun_fr
cal_noun_es	chaux_noun_fr
alcámenes_propernoun_es	alcamène_propernoun_fr
título-valor_noun_es	valeur-mobilière_noun_fr
giovanni-boccaccio_propernoun_es	giovanni-boccaccio_propernoun_fr
limitación_noun_es	limitation_noun_fr
licencia_noun_es	licence_noun_fr
crisol_noun_es	creuset_noun_fr
alhama_propernoun_es	alhama_propernoun_fr
mancomunidad-de-las-islas-marianas-del-norte_propernoun_es	commonwealth-des-îles-mariannes-du-nord_propernoun_fr
agoitz_propernoun_es	agoitz_propernoun_fr
santo_adjective_es	saint_adjective_fr
bartolomé_propernoun_es	bartolomé_propernoun_fr
propagación_noun_es	propagation_noun_fr
ciruela_noun_es	prune_noun_fr
importancia_noun_es	importance_noun_fr
paco_propernoun_es	paco_propernoun_fr
fábrica_noun_es	usine_noun_fr
estrés_noun_es	stress_noun_fr
activamente_adverb_es	activement_adverb_fr
andre-agassi_propernoun_es	andre-agassi_propernoun_fr
pedestal_noun_es	piédestal_noun_fr
escudriñar_verb_es	scruter_verb_fr
pointe-à-pitre_propernoun_es	pointe-à-pitre_propernoun_fr
massachusetts_propernoun_es	massachusetts_propernoun_fr
competencia_noun_es	concurrence_noun_fr
infinito_noun_es	infini_noun_fr
península-balcanica_propernoun_es	péninsule-balkanique_propernoun_fr
occidental_adjective_es	occidental_adjective_fr
república-centroafricana_propernoun_es	république-centrafricaine_propernoun_fr
futuro_noun_es	futur_noun_fr
septiembre_noun_es	septembre_noun_fr
procedente_adjective_es	provenant_adjective_fr
decoración_noun_es	décoration_noun_fr
banca_noun_es	banque_noun_fr
normalizado_adjective_es	normalisé_adjective_fr
nunca_adverb_es	jamais_adverb_fr
slater_propernoun_es	slater_propernoun_fr
grotesco_adjective_es	grotesque_adjective_fr
antioquia_propernoun_es	antioquia_propernoun_fr
sacro-imperio-romano-germánico_propernoun_es	saint-empire-romain-germanique_propernoun_fr
pauta_noun_es	règle_noun_fr
introspección_noun_es	introspection_noun_fr
aguante_noun_es	résistance_noun_fr
frigorífico_noun_es	frigidaire_noun_fr
petit_propernoun_es	petit_propernoun_fr
amestoi_propernoun_es	amestoi_propernoun_fr
baranowski_propernoun_es	baranowski_propernoun_fr
error_noun_es	maldonne_noun_fr
lección_noun_es	leçon_noun_fr
julián_propernoun_es	julián_propernoun_fr
bomba_noun_es	pompe_noun_fr
costero_adjective_es	côtier_adjective_fr
abrigo_noun_es	manteau_noun_fr
testamento_noun_es	testament_noun_fr
adel_propernoun_es	adel_propernoun_fr
penúltimo_adjective_es	avant-dernier_adjective_fr
innumerable_adjective_es	innombrable_adjective_fr
ampolla_noun_es	ampoule_noun_fr
total_adjective_es	total_adjective_fr
trasporte_noun_es	transport_noun_fr
en-cierta-medida_adverb_es	dans-une-certaine-mesure_adverb_fr
furgoneta_noun_es	fourgonnette_noun_fr
escoger_verb_es	choisir_verb_fr
amin_propernoun_es	amin_propernoun_fr
capitalismo_noun_es	capitalisme_noun_fr
solynova_propernoun_es	solynova_propernoun_fr
polémico_adjective_es	polémique_adjective_fr
desembarcar_verb_es	débarquer_verb_fr
f_noun_es	f_noun_fr
el-mundo-del-país-vasco_propernoun_es	el-mundo-del-país-vasco_propernoun_fr
gamble_propernoun_es	gamble_propernoun_fr
reinversión_noun_es	réinvestissement_noun_fr
