decano_noun	doyen_noun
bagdad_propernoun	bagdad_propernoun
consola_noun	console_noun
quitar_verb	enlever_verb
torrente_noun	torrent_noun
corporate_propernoun	corporate_propernoun
acelerón_noun	coup-d'accélérateur_noun
paso_noun	démarche_noun
haber_noun	avoir_noun
hidráulico_adjective	hydraulique_adjective
achacable_adjective	attribuable_adjective
apalanza_propernoun	apalanza_propernoun
asjabad_propernoun	achgabat_propernoun
hundir_verb	effondrer_verb
falsificación_noun	falsification_noun
bancarrota_noun	banqueroute_noun
reversible_adjective	réversible_adjective
domingo_noun	dimanche_noun
pascual_propernoun	pascual_propernoun
interminable_adjective	interminable_adjective
arresto_noun	arrestation_noun
definitivo_adjective	définitif_adjective
mex_noun	mex_noun
cristóbal-colón_propernoun	christophe-colomb_propernoun
usted_pronoun	vous_pronoun
navegador_noun	navigateur_noun
oceanía_propernoun	océanie_propernoun
visado_noun	visa_noun
holandés_adjective	hollandais_adjective
tve_propernoun	tve_propernoun
estar-hasta-las-narices_verb	avoir-plein-le-dos_verb
empate_noun	match-nul_noun
aproximadamente_adverb	environ_adverb
endosante_adjective	endosseur_adjective
antillano_adjective	antillais_adjective
diferir_verb	différer_verb
deslumbrante_adjective	éblouissant_adjective
abbio_propernoun	abbio_propernoun
productividad_noun	productivité_noun
sesenta-y-uno_pronoun	soixante-et-un_pronoun
sesenta-y-uno_pronoun	soixante-et-un_pronoun
sesenta-y-uno_determiner	soixante-et-un_determiner
sesenta-y-uno_pronoun	soixante-et-un_pronoun
sesenta-y-uno_determiner	soixante-et-un_determiner
sesenta-y-uno_pronoun	soixante-et-un_pronoun
sesenta-y-uno_determiner	soixante-et-un_determiner
juzgado_noun	tribunal_noun
agravante_adjective	aggravant_adjective
nivel-de-liquidez_noun	niveau-de-liquidité_noun
manejar_verb	manier_verb
sutherland_propernoun	sutherland_propernoun
garcilaso_propernoun	garcilaso_propernoun
foro-ermua_propernoun	foro-ermua_propernoun
mar-egeo_propernoun	mer-égée_propernoun
exploración_noun	exploration_noun
antes-que_subordinatingconjunction	plutôt-que_subordinatingconjunction
despido_noun	licenciement_noun
hotel-de-lujo_noun	palace_noun
asociación-de-víctimas-del-terrorismo_propernoun	association-de-victimes-du-terrorisme_propernoun
divina-comedia_propernoun	divine-comédie_propernoun
rayo_noun	rayon_noun
venganza_noun	vengeance_noun
apenar_verb	affliger_verb
michael_propernoun	michael_propernoun
mar-del-labrador_propernoun	mer-du-labrador_propernoun
temible_adjective	redoutable_adjective
diarrea_noun	diarrhée_noun
corinne_propernoun	corinne_propernoun
alquiler_noun	location_noun
vacilar_verb	hésiter_verb
spv_noun	spv_noun
cómplice_noun	complice_noun
disimular_verb	dissimuler_verb
cómo_adverb	comment_adverb
cómo_interrogativepronoun	comment_interrogativepronoun
extraer_verb	extraire_verb
formular-reclamaciones_verb	formuler-des-réclamations_verb
yangon_propernoun	rangoun_propernoun
imparable_adjective	imparable_adjective
a-petición-de_preposition	à-la-demande-de_preposition
divulgar_verb	divulguer_verb
confeso_adjective	avoué_adjective
coti_propernoun	coti_propernoun
agrupación_noun	groupement_noun
bilbao-exhibition-centre_propernoun	bilbao-exhibition-centre_propernoun
galo_adjective	français_adjective
gaspar_propernoun	gaspar_propernoun
tremendo_adjective	terrible_adjective
nostálgico_adjective	nostalgique_adjective
de-todas-maneras_adverb	tout-de-même_adverb
rápidamente_adverb	promptement_adverb
dreyfus_propernoun	dreyfus_propernoun
gallo_noun	coq_noun
arriesgar_verb	hasarder_verb
política-de-privacidad_noun	politique-de-respect-de-la-vie-privée_noun
posterioridad_noun	postériorité_noun
multimillonario_adjective	multimillionnaire_adjective
pujol_propernoun	pujol_propernoun
principal-del-préstamo_noun	principal-du-prêt_noun
conceder-a-instancia-de_verb	accorder-à-la-demande-de_verb
abundantemente_adverb	abondamment_adverb
tick-tack-ticket_propernoun	tick-tack-ticket_propernoun
aspecto_noun	allure_noun
depósito_noun	avoir_noun
por-su-propia-voluntad_adverb	de-son-plein-gré_adverb
incremento_noun	accroissement_noun
oscuro_adjective	obscur_adjective
papá_noun	papa_noun
olasagasti_propernoun	olasagasti_propernoun
escombro_noun	gravat_noun
evaluador_adjective	d'évaluation_adjective
paleta_noun	palette_noun
anuncio_noun	annonce_noun
pompidou_propernoun	pompidou_propernoun
mitrofán_propernoun	mitrofán_propernoun
natra_propernoun	natra_propernoun
auxiliar_adjective	auxiliaire_adjective
auditoría_noun	audit_noun
marina_propernoun	marina_propernoun
sistema-ibérico_propernoun	système-ibérique_propernoun
douglas_propernoun	douglas_propernoun
oralidad_noun	oralité_noun
muskiz_propernoun	muskiz_propernoun
mislata_propernoun	mislata_propernoun
reincorporar_verb	réincorporer_verb
mariposa_noun	papillon_noun
ltd_propernoun	ltd_propernoun
abdelghani_propernoun	abdelghani_propernoun
zabel_propernoun	zabel_propernoun
mishima_propernoun	mishima_propernoun
control_noun	contrôle_noun
adaptación_noun	remaniement_noun
estar-mal-de-la-azotea_verb	avoir-une-araignée-au-plafond_verb
frontón_noun	fronton_noun
gehry_propernoun	gehry_propernoun
poeta_noun	poète_noun
bandeira_propernoun	bandeira_propernoun
pronto_adverb	bientôt_adverb
tranquilamente_adverb	tranquillement_adverb
follar_verb	baiser_verb
montero_propernoun	montero_propernoun
la-mayoría-de-las-veces_adverb	la-plupart-du-temps_adverb
reportaje_noun	reportage_noun
arboleda_noun	bois_noun
por-orden-alfabético_subordinatingconjunction	par-ordre-alphabétique_subordinatingconjunction
prioritario_adjective	prioritaire_adjective
stanislav-gross_propernoun	stanislav-gross_propernoun
yaoundé_propernoun	yaoundé_propernoun
venta-callejera_noun	vente-ambulante_noun
químico_noun	chimiste_noun
iván_propernoun	iván_propernoun
izquierdo_adjective	gauche_adjective
filiación_noun	filiation_noun
abono-de-pensiones_noun	règlement-de-pensions_noun
declaración-universal-de-los-derechos-humanos_propernoun	déclaration-universelle-des-droits-de-l'homme_propernoun
bronce_noun	bronze_noun
persona-moral_noun	personne-morale_noun
movimiento-de-países-no-alineados_propernoun	mouvement-des-pays-non-alignés_propernoun
empordá_propernoun	empordá_propernoun
batuaberdeak_propernoun	batuaberdeak_propernoun
facial_adjective	facial_adjective
acusatorio_adjective	accusatoire_adjective
contraste_noun	contraste_noun
navas_propernoun	navas_propernoun
cabieces_propernoun	cabieces_propernoun
convoy_noun	convoi_noun
comisionado_noun	commission_noun
vender_verb	vendre_verb
en-el-tiempo-que_subordinatingconjunction	dans-le-temps-que_subordinatingconjunction
adosar_verb	adosser_verb
comprometer_verb	compromettre_verb
islas-feroe_propernoun	îles-féroé_propernoun
espía_noun	espion_noun
niágara_propernoun	niagara_propernoun
a-veces_adverb	quelquefois_adverb
srd_noun	srd_noun
gluten_noun	gluten_noun
alegrar_verb	réjouir_verb
ader_noun	ader_noun
embargo_noun	saisie_noun
santamaría_propernoun	santamaría_propernoun
salónica_propernoun	salonique_propernoun
justicia_noun	justice_noun
señal-de-la-cruz_noun	signe-de-croix_noun
estimulante_adjective	stimulant_adjective
locura_noun	folie_noun
gustar_verb	plaire_verb
andonios_propernoun	andonios_propernoun
botero_propernoun	botero_propernoun
mérida_propernoun	mérida_propernoun
arquitectura_noun	architecture_noun
iruin_propernoun	iruin_propernoun
cremación_noun	crémation_noun
agraviar_verb	offenser_verb
eceiza_propernoun	eceiza_propernoun
veintidós_numeral	vingt-deux_numeral
inmune_adjective	immun_adjective
maguncia_propernoun	mayence_propernoun
público_noun	public_noun
reputacional_adjective	de-réputation_adjective
frontalmente_adverb	frontalement_adverb
friedman_propernoun	friedman_propernoun
ejercer_verb	exercer_verb
oír_verb	écouter_verb
age_noun	age_noun
plazoleta_noun	petite-place_noun
canal-de-bristol_propernoun	canal-de-bristol_propernoun
sostenible_adjective	soutenable_adjective
coloma_propernoun	coloma_propernoun
cartier_propernoun	cartier_propernoun
en-absoluto_adverb	absolument-pas_adverb
controlar_verb	contrôler_verb
conjunto_adjective	conjoint_adjective
alardear_verb	vanter_verb
benito_propernoun	benito_propernoun
gracia_noun	grâce_noun
elogiar_verb	louer_verb
espoliación_noun	spoliation_noun
inés-gonxha-bojaxhiu_propernoun	agnès-gonxha-bojaxhiu_propernoun
diversión_noun	détente_noun
debajo_adverb	au-dessous_adverb
bonet_propernoun	bonet_propernoun
firmeza_noun	fermeté_noun
aixerrota_propernoun	aixerrota_propernoun
transcurrir_verb	passer_verb
abdelli_propernoun	abdelli_propernoun
vigilia_noun	veille_noun
contemplar_verb	contempler_verb
destrozar_verb	catastropher_verb
salir-del-paso_verb	tirer-d'affaire_verb
abrasivo_adjective	abrasif_adjective
abril_noun	avril_noun
ocaña_propernoun	ocaña_propernoun
por-lo-menos_adverb	tout-au-moins_adverb
continuación_noun	continuation_noun
muleta_noun	béquille_noun
desmobilización_noun	démobilisation_noun
debutar_verb	débuter_verb
locutor_noun	animateur_noun
perpiñán_propernoun	perpignan_propernoun
gratis_adverb	gratis_adverb
fúnebre_adjective	funèbre_adjective
error_noun	erreur_noun
setiembre_noun	septembre_noun
mda_noun	mda_noun
mar-caspio_propernoun	mer-caspienne_propernoun
archipiélago-chagos_propernoun	îles-tchagos_propernoun
insatisfacción_noun	insatisfaction_noun
gil_propernoun	gil_propernoun
tv2_propernoun	tv2_propernoun
discutir_verb	disputer_verb
juzgado-de-lo-social_noun	conseil-des-prudhommes_noun
prejuicio_noun	préjugé_noun
se_pronoun	se_pronoun
nebot_propernoun	nebot_propernoun
tirar-un-saque-de-esquina_verb	tirer-un-corner_verb
macijauskas_propernoun	macijauskas_propernoun
serhiy_propernoun	serhiy_propernoun
barthez_propernoun	barthez_propernoun
rembrandt_propernoun	rembrandt_propernoun
comprobación_noun	vérification_noun
extraviar_verb	égarer_verb
antisemitismo_noun	antisémitisme_noun
vale_noun	bon_noun
exterminio_noun	anéantissement_noun
altzaga_propernoun	altzaga_propernoun
cuenta-de-salario_noun	compte-du-salaire_noun
feminista_adjective	féministe_adjective
segarra_propernoun	segarra_propernoun
conexión_noun	liaison_noun
caudal_noun	capital_noun
soterrado_adjective	souterrain_adjective
ayestaran_propernoun	ayestaran_propernoun
descanso_noun	repos_noun
voynet_propernoun	voynet_propernoun
wikipedia_propernoun	wikipédia_propernoun
cabina_noun	cabine_noun
académico_adjective	académique_adjective
garnier_propernoun	garnier_propernoun
disección_noun	dissection_noun
alusión_noun	allusion_noun
en-favor-de_subordinatingconjunction	à-la-faveur-de_subordinatingconjunction
polo-sur_propernoun	pôle-sud_propernoun
necesitar_verb	nécessiter_verb
horizontal_adjective	horizontal_adjective
friburgo_propernoun	fribourg_propernoun
normalmente_adverb	normalement_adverb
acteón_propernoun	acteón_propernoun
manel_propernoun	manel_propernoun
padrnos_propernoun	padrnos_propernoun
eslabón_noun	chaînon_noun
joffrin_propernoun	joffrin_propernoun
corriente-del-golfo_propernoun	courant-du-golfe_propernoun
averroes_propernoun	averroès_propernoun
expansión_noun	expansion_noun
antillas-neerlandesas_propernoun	antilles-néerlandaises_propernoun
marchena_propernoun	marchena_propernoun
xàbia_propernoun	jávea_propernoun
ése_pronoun	celui-là_pronoun
dieciocho_numeral	dix-huit_numeral
gota_noun	goutte_noun
préstamo_noun	prêt_noun
parar_verb	arrêter_verb
bangui_propernoun	bangui_propernoun
alocución_noun	allocution_noun
metz_propernoun	metz_propernoun
descentralización_noun	décentralisation_noun
simpático_adjective	sympa_adjective
duelo_noun	deuil_noun
a-comienzos-de-año_adverb	en-début-d'année_adverb
pedro_propernoun	pedro_propernoun
manteca_noun	graisse_noun
galatas_propernoun	galatas_propernoun
calonge_propernoun	calonge_propernoun
valérie_propernoun	valérie_propernoun
batería_noun	batterie_noun
violación_noun	violation_noun
internet_propernoun	internet_propernoun
arteaga_propernoun	arteaga_propernoun
ornamentación_noun	ornementation_noun
reseña_noun	signalement_noun
aguantar_verb	résister_verb
franco_propernoun	franco_propernoun
exento_adjective	exempt_adjective
terremoto_noun	tremblement-de-terre_noun
hegemonía_noun	hégémonie_noun
doping_noun	doping_noun
suicida_noun	suicidé_noun
diplomático_noun	diplomate_noun
letizia-ortiz-rocasolano_propernoun	letizia-ortiz-rocasolano_propernoun
ami_noun	ami_noun
sabotaje_noun	sabotage_noun
césar_propernoun	césar_propernoun
visto-y-aprobado_adjective	lu-et-approuvé_adjective
aeronave_noun	aéronef_noun
océano_noun	océan_noun
adr_noun	adr_noun
paolo_propernoun	paolo_propernoun
steinmeier_propernoun	steinmeier_propernoun
cierre_noun	fermeture_noun
absorto_adjective	absorbé_adjective
archipiélago-ártico_propernoun	archipel-arctique_propernoun
máster_noun	master_noun
interés-total_noun	intérêt-total_noun
carabela_noun	caravelle_noun
cincuenta-y-cinco_numeral	cinquante-cinq_numeral
asambleario_noun	parlementaire_noun
remodelación_noun	rénovation_noun
cubrir_verb	napper_verb
ingenuo_adjective	dupe_adjective
alcaes_propernoun	alcaes_propernoun
motociclista_adverb	momentanément_adverb
san-pietro-in-montorio_propernoun	san-pietro-in-montorio_propernoun
con-carácter-general_adverb	à-caractère-général_adverb
lento_adjective	lent_adjective
hollywood_propernoun	hollywood_propernoun
morel_propernoun	morel_propernoun
ocaso_noun	déclin_noun
sotana_noun	soutane_noun
amnistiar_verb	amnistier_verb
agenda_noun	agenda_noun
zona_noun	zone_noun
zubeldia_propernoun	zubeldia_propernoun
racing_propernoun	racing_propernoun
convección_noun	convection_noun
athletic_propernoun	athletic_propernoun
duplicación_noun	duplication_noun
cacauelos_propernoun	cacauelos_propernoun
volador_adjective	volant_adjective
adverso_adjective	adverse_adjective
abstención_noun	abstention_noun
popularidad_noun	popularité_noun
levantar-acta_verb	dresser-procès-verbal_verb
aeronomía_noun	aéronomie_noun
margarita_propernoun	margarita_propernoun
afilado_adjective	aiguisé_adjective
anderlues_propernoun	anderlues_propernoun
letra-a-la-vista_noun	traite-à-vue_noun
acería_noun	aciérie_noun
supersónico_adjective	supersonique_adjective
preguntar_verb	demander_verb
subvención_noun	subvention_noun
visitante_adjective	visiteur_adjective
bueno_adjective	bon_adjective
lunar_adjective	lunaire_adjective
corredoira_propernoun	corredoira_propernoun
pozo_noun	puits_noun
pivote_noun	pivot_noun
sunní_adjective	sunnite_adjective
augustinus_propernoun	augustinus_propernoun
acaya_propernoun	achaïe_propernoun
koxtape_propernoun	koxtape_propernoun
impedimento_noun	empêchement_noun
sur_noun	sud_noun
visualizar_verb	visualiser_verb
velux_propernoun	velux_propernoun
firma_noun	enseigne_noun
conforme_adverb	conformément_adverb
provocación_noun	provocation_noun
nicolás-copérnico_propernoun	nicolas-copernic_propernoun
saber_noun	savoir_noun
fuera-de-lugar_adverb	hors-de-propos_adverb
apelotonar_verb	mettre-en-boule_verb
oral_adjective	oral_adjective
distrito_noun	district_noun
heredar_verb	hériter_verb
rodríguez_propernoun	rodríguez_propernoun
michelangelo_propernoun	michelangelo_propernoun
contiguo_adjective	attenant_adjective
oreka_propernoun	oreka_propernoun
áspero_adjective	âpre_adjective
delegar_verb	déléguer_verb
cortometraje_noun	court-métrage_noun
despedir-de_verb	dire-au-revoir-à_verb
a-partir-del-momento-en-que_subordinatingconjunction	à-partir-du-moment-où_subordinatingconjunction
pesquisa_noun	recherche_noun
bienes-muebles_noun	biens-mobiliers_noun
limosna_noun	aumône_noun
mercancía_noun	marchandise_noun
banderas_propernoun	banderas_propernoun
nueva-georgia_propernoun	nouvelle-géorgie_propernoun
óbito_noun	décès_noun
frotar_verb	frotter_verb
constante_adjective	soutenu_adjective
centrar_verb	centrer_verb
geofísico_adjective	géophysique_adjective
koikili_propernoun	koikili_propernoun
bretos_propernoun	bretos_propernoun
urgencia_noun	urgence_noun
argot_noun	argot_noun
picanto_propernoun	picanto_propernoun
themba-dlamini_propernoun	themba-dlamini_propernoun
diferencia_noun	différence_noun
balance-calorífico_noun	bilan-calorifique_noun
río_noun	rivière_noun
inteligente_adjective	intelligent_adjective
maestre_propernoun	maestre_propernoun
sadiyah_propernoun	sadiyah_propernoun
babcock_propernoun	babcock_propernoun
flandes_propernoun	flandre_propernoun
willis_propernoun	willis_propernoun
eli_propernoun	eli_propernoun
mí_pronoun	moi_pronoun
liberación_noun	liberation_noun
determinante_adjective	déterminant_adjective
consistir-en_verb	consister-à_verb
absorbente_adjective	absorbant_adjective
allison_propernoun	allison_propernoun
detención_noun	detention_noun
estambul_propernoun	istanbul_propernoun
duelo_noun	duel_noun
navegante_adjective	navigant_adjective
cadencia_noun	cadence_noun
artigas_propernoun	artigas_propernoun
ávila_propernoun	ávila_propernoun
sequedad_noun	sécheresse_noun
horroroso_adjective	affreux_adjective
debilitar_verb	affaiblir_verb
dignidad_noun	dignité_noun
fast-food_noun	fast-food_noun
aelc_noun	aele_noun
indudablemente_adverb	indubitablement_adverb
disculpar_verb	excuser_verb
doncella_noun	demoiselle_noun
garcía_propernoun	garcía_propernoun
caldea_propernoun	chaldée_propernoun
sierra-morena_propernoun	sierra-morena_propernoun
laetitia_propernoun	laetitia_propernoun
guerrilla_noun	guérilla_noun
gambari_propernoun	gambari_propernoun
apéndice_noun	appendice_noun
sociedad-en-comandita_noun	société-en-commandite_noun
mar-muerto_propernoun	mer-morte_propernoun
después-de-que_subordinatingconjunction	après-que_subordinatingconjunction
manguera_noun	tuyau-d'arrosage_noun
wct_noun	wct_noun
cuarto_noun	chambre_noun
mcguiness_propernoun	mcguiness_propernoun
ratificar_verb	ratifier_verb
fillon_propernoun	fillon_propernoun
poner-los-puntos-sobre-las-íes_verb	mettre-les-points-sur-les-i_verb
ochenta-y-uno_determiner	quatre-vingt-un_determiner
apología-del-terrorismo_noun	apologie-du-terrorisme_noun
sadar_propernoun	sadar_propernoun
sellal_propernoun	sellal_propernoun
bissau_propernoun	bissau_propernoun
entrenador_noun	entraîneur_noun
jacinto_propernoun	jacinto_propernoun
norte-paso-de-calais_propernoun	nord-pas-de-calais_propernoun
ramírez_propernoun	ramírez_propernoun
metabolito_noun	métabolite_noun
malentendido_noun	malentendu_noun
abandonar_verb	quitter_verb
doctrinal_adjective	doctrinal_adjective
incorporar_verb	incorporer_verb
lore_propernoun	lore_propernoun
masa_noun	masse_noun
cartel_noun	affiche_noun
pupila_noun	prunelle_noun
brillante_adjective	éclatant_adjective
banco-internacional-de-reconstrucción-y-fomento_propernoun	banque-internationale-pour-la-reconstruction-et-le-développement_propernoun
le-soir_propernoun	le-soir_propernoun
presupuestar_verb	budgéter_verb
label_noun	label_noun
denegar_verb	dénier_verb
eusko-jaurlaritza_propernoun	gouvernement-basque_propernoun
comienzo_noun	début_noun
kiev_propernoun	kiev_propernoun
plaga_noun	plaie_noun
haber-que_modal	falloir_modal
jersey_noun	jersey_noun
contrato-temporal_noun	contrat-à-durée-déterminée_noun
descendiente_adjective	descendant_adjective
cuatrocientos_numeral	quatre-cents_numeral
patológico_adjective	pathologique_adjective
marcial_propernoun	marcial_propernoun
predilección_noun	prédilection_noun
envite_noun	enjeu_noun
burgaud_propernoun	burgaud_propernoun
meteorológico_adjective	météorologique_adjective
ilegalizar_verb	rendre-illégal_verb
abdomen_noun	abdomen_noun
presenciar_verb	assister-à_verb
aketa_propernoun	aketa_propernoun
juane_noun	juane_noun
ameno_adjective	amène_adjective
mujer_noun	femme_noun
valence_propernoun	valence_propernoun
donald_propernoun	donald_propernoun
aburrimiento_noun	ennui_noun
mohamed_propernoun	mohamed_propernoun
reglamentario_adjective	réglementaire_adjective
flojo_noun	faible_noun
shetland-del-sur_propernoun	shetland-du-sud_propernoun
linda_propernoun	linda_propernoun
racismo_noun	racisme_noun
exigible_adjective	exigible_adjective
impuesto-indirecto_noun	impôt-indirect_noun
navideño_adjective	de-noël_adjective
solo_adverb	seulement_adverb
aguirregomezkorta_propernoun	aguirregomezkorta_propernoun
almunia_propernoun	almunia_propernoun
derecho-subjetivo_noun	droit-subjectif_noun
tanto-tiempo-como_subordinatingconjunction	aussi-longtemps-que_subordinatingconjunction
oficina_noun	office_noun
puntualmente_adverb	ponctuellement_adverb
acabar_verb	achever_verb
aplicativo_noun	logiciel-d'application_noun
achraf_propernoun	achraf_propernoun
temer_verb	redouter_verb
fátima_propernoun	fátima_propernoun
abba_propernoun	abba_propernoun
nilo_propernoun	nil_propernoun
yaren_propernoun	yaren_propernoun
autenticidad_noun	authenticité_noun
baikal_propernoun	baïkal_propernoun
newsletter_noun	newsletter_noun
salzburgo_propernoun	salzbourg_propernoun
movilización_noun	mobilisation_noun
nota_noun	notice_noun
multiplicar_verb	multiplier_verb
mecha_noun	mèche_noun
vaticano_propernoun	vatican_propernoun
torneo_noun	tournoi_noun
explotar_verb	exploser_verb
farmacéutico_noun	pharmacien_noun
alkarbide_propernoun	alkarbide_propernoun
le-puy-en-velay_propernoun	le-puy-en-velay_propernoun
intolerante_adjective	intolérant_adjective
carrasco_propernoun	carrasco_propernoun
cimiento_noun	fondement_noun
gdf-suez_propernoun	gdf-suez_propernoun
voluntariado_noun	volontariat_noun
vuelo_noun	vol_noun
maquinación_noun	machination_noun
boomerang_propernoun	boomerang_propernoun
robar_verb	voler_verb
arantxa_propernoun	arantxa_propernoun
estudio_noun	étude_noun
redondeo_noun	arrondissement_noun
sepia_noun	sépia_noun
corretaje_noun	courtage_noun
universalmente_adverb	universellement_adverb
estrabón_propernoun	strabon_propernoun
downing_propernoun	downing_propernoun
azsv_noun	azsv_noun
hruska_propernoun	hruska_propernoun
goierri_propernoun	goierri_propernoun
incapacidad_noun	incapacité_noun
malo_adjective	mauvais_adjective
iruña_propernoun	pampelune_propernoun
colonización_noun	colonisation_noun
concepto_noun	concept_noun
pobreza_noun	pauvreté_noun
ben-ahin_propernoun	ben-ahin_propernoun
bouvier_propernoun	bouvier_propernoun
molino_propernoun	molino_propernoun
duque_noun	duc_noun
hondarribia_propernoun	hondarribia_propernoun
huevo_noun	oeuf_noun
desembarco_noun	débarquement_noun
periódicamente_adverb	périodiquement_adverb
rusia_propernoun	russie_propernoun
hemiciclo_noun	hémicycle_noun
boletín-oficial_noun	journal-officiel_noun
impuesto-directo_noun	impôt-direct_noun
adhesión_noun	adhésion_noun
apuesta_noun	pari_noun
en-menoscabo_adverb	au-préjudice_adverb
aubisque_propernoun	aubisque_propernoun
desinformación_noun	désinformation_noun
robot_noun	robot_noun
dólar_noun	dollar_noun
objetividad_noun	objectivité_noun
rescindir_verb	résilier_verb
afluencia_noun	affluence_noun
de-todo-punto_adverb	totalement_adverb
prolífico_adjective	prolifique_adjective
equipamiento_noun	équipement_noun
lotería_noun	loterie_noun
cal_noun	chaux_noun
alcámenes_propernoun	alcamène_propernoun
título-valor_noun	valeur-mobilière_noun
coste_noun	coût_noun
cockburn-town_propernoun	cockburn-town_propernoun
administración-pública_noun	administration_noun
limitación_noun	limitation_noun
jack_propernoun	jack_propernoun
licencia_noun	licence_noun
crisol_noun	creuset_noun
alhama_propernoun	alhama_propernoun
agoitz_propernoun	agoitz_propernoun
santo_adjective	saint_adjective
bartolomé_propernoun	bartolomé_propernoun
ciruela_noun	prune_noun
importancia_noun	importance_noun
fábrica_noun	usine_noun
estrés_noun	stress_noun
activamente_adverb	activement_adverb
andre-agassi_propernoun	andre-agassi_propernoun
pedestal_noun	piédestal_noun
escudriñar_verb	scruter_verb
massachusetts_propernoun	massachusetts_propernoun
competencia_noun	concurrence_noun
amunarriz_propernoun	amunarriz_propernoun
sau_propernoun	sau_propernoun
península-balcanica_propernoun	péninsule-balkanique_propernoun
república-centroafricana_propernoun	république-centrafricaine_propernoun
futuro_noun	futur_noun
promotor_adjective	promoteur_adjective
procedente_adjective	provenant_adjective
decoración_noun	décoration_noun
banca_noun	banque_noun
reformular_verb	reformuler_verb
nunca_adverb	jamais_adverb
slater_propernoun	slater_propernoun
sacro-imperio-romano-germánico_propernoun	saint-empire-romain-germanique_propernoun
pestilencia_noun	pestilence_noun
introspección_noun	introspection_noun
aguante_noun	résistance_noun
frigorífico_noun	frigidaire_noun
baranowski_propernoun	baranowski_propernoun
error_noun	maldonne_noun
lección_noun	leçon_noun
julián_propernoun	julián_propernoun
costero_adjective	côtier_adjective
testamento_noun	testament_noun
adel_propernoun	adel_propernoun
penúltimo_adjective	avant-dernier_adjective
innumerable_adjective	innombrable_adjective
exceso_noun	outrance_noun
ampolla_noun	ampoule_noun
total_adjective	total_adjective
trasporte_noun	transport_noun
en-cierta-medida_adverb	dans-une-certaine-mesure_adverb
posicionar_verb	prendre-position_verb
amin_propernoun	amin_propernoun
capitalismo_noun	capitalisme_noun
profundo_adjective	profond_adjective
preceder_verb	précéder_verb
solynova_propernoun	solynova_propernoun
polémico_adjective	polémique_adjective
desembarcar_verb	débarquer_verb
f_noun	f_noun
el-mundo-del-país-vasco_propernoun	el-mundo-del-país-vasco_propernoun
gamble_propernoun	gamble_propernoun
concesión-administrativa_noun	concession-administrative_noun
anulable_adjective	annulable_adjective
sesión-ordinaria_noun	session-ordinaire_noun
campus_noun	campus_noun
garaje_noun	garage_noun
tos_noun	toux_noun
salsamendi_propernoun	salsamendi_propernoun
hendaya_propernoun	hendaye_propernoun
jericó_propernoun	jéricho_propernoun
ls80_propernoun	ls80_propernoun
exponente_adjective	exposant_adjective
gradual_adjective	graduel_adjective
suave_adjective	doux_adjective
partido_noun	parti_noun
goldman_propernoun	goldman_propernoun
distinguir_verb	distinguer_verb
acuarela_noun	aquarelle_noun
fosa-de-las-kuriles_propernoun	fosse-des-kouriles_propernoun
andorinho_propernoun	andorinho_propernoun
minoritario_adjective	minoritaire_adjective
abastecimiento_noun	ravitaillement_noun
kamchatka_propernoun	kamtchatka_propernoun
razonablemente_adverb	raisonnablement_adverb
fiebre_noun	fièvre_noun
anihilación_noun	annihilation_noun
nimes_propernoun	nîmes_propernoun
marsella_propernoun	marseille_propernoun
personaje_noun	personnage_noun
kike_propernoun	kike_propernoun
isla-ascensión_propernoun	île-de-l'ascension_propernoun
enunciación_noun	énonciation_noun
gijón_propernoun	gijón_propernoun
fouad_propernoun	fouad_propernoun
acceder_verb	accéder_verb
pai_noun	plan-d'aide-à-l'investissement_noun
jugnot_propernoun	jugnot_propernoun
definir_verb	définir_verb
mariehamn_propernoun	mariehamn_propernoun
latino_adjective	latin_adjective
sarriegi_propernoun	sarriegi_propernoun
desmarcar_verb	démarquer_verb
pavel_propernoun	pavel_propernoun
columbia_propernoun	columbia_propernoun
caer-como-moscas_verb	tomber-comme-des-mouches_verb
veredicto_noun	verdict_noun
arrimar-el-ascua-a-su-sardina_verb	apporter-de-l'eau-au-moulin_verb
ciclocross_noun	cyclo-cross_noun
superpositivo_adjective	superpositif_adjective
rascar-los-bolsillos_verb	gratter-les-fonds-de-tiroir_verb
ramo_noun	bouquet_noun
a-cuenta-de_preposition	chargé-de_preposition
roca_noun	roche_noun
sobrepopulación_noun	surpopulation_noun
pagano_adjective	païen_adjective
en-los-tiempos-en-los-que_subordinatingconjunction	au-temps-où_subordinatingconjunction
remesa-de-divisas_noun	livraison-de-devises_noun
confidencialidad_noun	confidentialité_noun
waterboys_propernoun	waterboys_propernoun
místico_adjective	mystique_adjective
afiliación_noun	affiliation_noun
nación_noun	nation_noun
empollar_verb	couver_verb
apalategi_propernoun	apalategi_propernoun
mundialización_noun	mondialisation_noun
despreocupar_verb	oublier_verb
santoña_propernoun	santoña_propernoun
interfaz_noun	interface_noun
banalización_noun	banalisation_noun
tocar_verb	toucher_verb
piloto_noun	pilote_noun
afecto_noun	affection_noun
amaltea_propernoun	amalthée_propernoun
antifatigante_adjective	anti-fatigant_adjective
estudiar_verb	étudier_verb
anote-tong_propernoun	anote-tong_propernoun
torcer_verb	fausser_verb
superdotado_adjective	surdoué_adjective
scheffer_propernoun	scheffer_propernoun
laico_adjective	laïque_adjective
ramsés_propernoun	ramsès_propernoun
austria_propernoun	autriche_propernoun
