positioner_noun	posicionador_noun
tallinn_propernoun	tallinn_propernoun
spread_verb	estendre_verb
adelen_propernoun	adelen_propernoun
vandette_propernoun	vandette_propernoun
palmate_adjective	palmat_adjective
airport_noun	aeroport_noun
spermatozoid_noun	espermatozoide_noun
ceylon_propernoun	ceylon_propernoun
cibels_propernoun	cibels_propernoun
curious_adjective	curiós_adjective
lespérance_propernoun	lespérance_propernoun
baraldes_propernoun	baraldes_propernoun
intoxicated_adjective	embriac_adjective
permission_noun	permís_noun
cinthia_propernoun	cinthia_propernoun
nasalisation_noun	nasalització_noun
heavenward_adverb	cap-al-cel_adverb
kid_noun	nen_noun
valencio_propernoun	valencio_propernoun
reactive_adjective	reactiu_adjective
necessary_adjective	necessari_adjective
estimator_noun	estimador_noun
kid_noun	xiquet_noun
rosalinda_propernoun	rosalinda_propernoun
pascua_propernoun	pascua_propernoun
circumstantial_adjective	conjuntural_adjective
baggio_propernoun	baggio_propernoun
corchero_propernoun	corchero_propernoun
yanela_propernoun	yanela_propernoun
mesenteriolum_noun	mesenteríol_noun
ángelita_propernoun	ángelita_propernoun
set-up_verb	instal·lar_verb
agell_propernoun	agell_propernoun
laureate_noun	guanyador_noun
spate_noun	devessall_noun
viol_propernoun	viol_propernoun
signpost_noun	panell_noun
ogre_noun	ogre_noun
chhattisgarh_propernoun	chhattisgarh_propernoun
cellophane_noun	cel·lofana_noun
dorian_propernoun	dorian_propernoun
eudoxus_propernoun	èudox_propernoun
astound_verb	sorprendre_verb
prpers_determiner	el_determiner
barley_noun	ordi_noun
bel_propernoun	bel_propernoun
genest_propernoun	genest_propernoun
malcolm_propernoun	malcolm_propernoun
ammianus_propernoun	ammià_propernoun
fire_noun	foc_noun
ready_adverb	a-punt_adverb
helena_propernoun	helena_propernoun
argelio_propernoun	argelio_propernoun
jacobian_adjective	jacobià_adjective
thrombosis_noun	trombosi_noun
right-hand_adjective	dret_adjective
job_noun	feina_noun
middle-kingdom_propernoun	imperi-mitjà_propernoun
toneless_adjective	fluix_adjective
reportedly_adverb	segons-hom-diu_adverb
line_noun	línia_noun
british-airways_propernoun	british-airways_propernoun
voyeurism_noun	escopofília_noun
corset_noun	cotilla_noun
connect_verb	connectar_verb
note-down_verb	apuntar_verb
notification_noun	notificació_noun
femininity_noun	feminitat_noun
on-her-account_adverb	en-nom-seu_adverb
avail_noun	utilitat_noun
clouette_propernoun	clouette_propernoun
malice_noun	malícia_noun
acrimonious_adjective	mordaç_adjective
vocally_adverb	vocalment_adverb
award_noun	guardó_noun
scalene_adjective	escalè_adjective
supervisory_adjective	de-supervisió_adjective
nan_adjective	nul_adjective
drop_noun	gota_noun
crowd_noun	munió_noun
signature_noun	signatura_noun
cytogenesis_noun	citogènesi_noun
videodisc_noun	videodisc_noun
cashiel_propernoun	cashiel_propernoun
reversionary_adjective	reversionari_adjective
masía_propernoun	masía_propernoun
for-the-sake-of-order_adverb	en-nom-de-l'ordre_adverb
alcindor_propernoun	alcindor_propernoun
iago_propernoun	iago_propernoun
demonstration_noun	demostració_noun
monteiro_propernoun	monteiro_propernoun
pyralmandite_noun	piralmandita_noun
mattawashish_propernoun	mattawashish_propernoun
lieberman_propernoun	lieberman_propernoun
navigation_noun	navegació_noun
in-the-weeks-to-come_adverb	en-les-properes-setmanes_adverb
modelling_noun	modelat_noun
poyato_propernoun	poyato_propernoun
grazer_noun	animal-de-pastura_noun
displeased_adjective	descontent_adjective
disquisition_noun	disquisició_noun
smith_noun	ferrer_noun
raleigh_propernoun	raleigh_propernoun
dührkop-dührkop_propernoun	dührkop-dührkop_propernoun
groslouis_propernoun	groslouis_propernoun
osullivan_propernoun	osullivan_propernoun
magnetise_verb	imantar_verb
azores_propernoun	açores_propernoun
by-credit-card_adverb	amb-targeta-de-crèdit_adverb
motivating_adjective	motivador_adjective
julieta_propernoun	julieta_propernoun
concentrator_noun	concentrador_noun
abando_propernoun	abando_propernoun
ottoman_noun	otomana_noun
onomasiological_adjective	onomasiològic_adjective
grimard_propernoun	grimard_propernoun
collapse_verb	col·lapsar_verb
italo_propernoun	italo_propernoun
grondin_propernoun	grondin_propernoun
intermediate_adjective	intermediari_adjective
testing_noun	testatge_noun
miron_propernoun	miron_propernoun
unsteeling_noun	desaceració_noun
smog_noun	boirum_noun
unattainability_noun	inaccessibilitat_noun
citation_noun	citació_noun
lapuente_propernoun	lapuente_propernoun
vesuvius_propernoun	vesuvi_propernoun
elevator_noun	elevador_noun
killer_noun	assassí_noun
hydrodynamic_adjective	hidrodinàmic_adjective
non-european_adjective	extraeuropeu_adjective
orso_propernoun	orso_propernoun
diabolical_adjective	diabòlic_adjective
keyword_noun	paraula-clau_noun
throughout_adverb	per-tot-arreu_adverb
divalent_adjective	bivalent_adjective
wide_adjective	ample_adjective
fill_verb	omplir_verb
pluviometry_noun	pluviometria_noun
shy_adjective	tímid_adjective
betriu_propernoun	betriu_propernoun
hydrazone_noun	hidrazona_noun
jaber_propernoun	jaber_propernoun
semicadence_noun	semicadència_noun
mathías_propernoun	mathías_propernoun
dress-up_verb	empolainar_verb
ramis_propernoun	ramis_propernoun
like-magic_adverb	com-per-art-d'encantament_adverb
competence_noun	competència_noun
infiltrate_verb	infiltrar_verb
apolinar_propernoun	apolinar_propernoun
desire_noun	desig_noun
rodolphe_propernoun	rodolphe_propernoun
breviary_noun	breviari_noun
laforme_propernoun	laforme_propernoun
in-a-stereotyped-way_adverb	de-manera-estereotipada_adverb
jasper_noun	jaspi_noun
labrocyte_noun	labròcit_noun
single-file_adverb	en-fila-índia_adverb
shutdown_noun	tancament_noun
hannibal_propernoun	aníbal_propernoun
boost_verb	estimular_verb
joan-mas-i-ramon_propernoun	joan-mas-i-ramon_propernoun
idiom_noun	modisme_noun
pothier_propernoun	pothier_propernoun
federation_noun	federació_noun
violent_adjective	violent_adjective
quick_adjective	ràpid_adjective
quiliana_propernoun	quiliana_propernoun
pacifism_noun	pacifisme_noun
anon_adverb	després_adverb
feixas_propernoun	feixas_propernoun
chandragupta_propernoun	chandragupta_propernoun
blum_propernoun	blum_propernoun
gelpí_propernoun	gelpí_propernoun
grand_adjective	magnífic_adjective
roulier_propernoun	roulier_propernoun
locality_noun	localitat_noun
hagiographical_adjective	hagiogràfic_adjective
resa_propernoun	resa_propernoun
fibroadenoma_noun	fibroadenoma_noun
thermistor_noun	termistor_noun
approach_noun	aproximació_noun
break_noun	respir_noun
cinca_propernoun	cinca_propernoun
constitutionality_noun	constitucionalitat_noun
schulz_propernoun	schulz_propernoun
fateful_adjective	fatídic_adjective
ianella_propernoun	ianella_propernoun
long_adjective	llarg_adjective
with-great-difficulty_adverb	amb-prou-feines_adverb
mases_propernoun	mases_propernoun
rapid_noun	ràpid_noun
cusí_propernoun	cusí_propernoun
huntingdon_propernoun	huntingdon_propernoun
massaguer_propernoun	massaguer_propernoun
concent_noun	concent_noun
condensation_noun	condensació_noun
faroese_adjective	feroès_adjective
trinh_propernoun	trinh_propernoun
supposition_noun	supòsit_noun
harrowing_adjective	esquinçador_adjective
rally_verb	congregar_verb
trip_noun	desplaçament_noun
maze_noun	laberint_noun
deficiency_noun	deficiència_noun
benzine_noun	gasolina_noun
paresthesia_noun	parestèsia_noun
substantive_noun	substantiu_noun
molné_propernoun	molné_propernoun
cold_noun	refredat_noun
summary_noun	recapitulació_noun
antibiotic_noun	antibiòtic_noun
taciana_propernoun	taciana_propernoun
kraków_propernoun	cracòvia_propernoun
quiroga_propernoun	quiroga_propernoun
mantilla_propernoun	mantilla_propernoun
for-the-sake-of-god_adverb	per-l'amor-de-déu_adverb
gonneville_propernoun	gonneville_propernoun
etiquette_noun	etiqueta_noun
dissociation_noun	dissociació_noun
isotropic_adjective	isòtrop_adjective
gravitational_adjective	gravitacional_adjective
landscape_noun	paisatge_noun
intend_verb	pretendre_verb
financing_noun	finançament_noun
discomfort_noun	incomoditat_noun
fencer_noun	tirador_noun
sympathetic_adjective	compassiu_adjective
on-second-thoughts_adverb	ben-mirat_adverb
isogonic_adjective	isogònic_adjective
peru_propernoun	perú_propernoun
defrancesco_propernoun	defrancesco_propernoun
necessity_noun	necessitat_noun
veteran_noun	veterà_noun
adventitious_adjective	adventici_adjective
fuselage_noun	buc_noun
padrós_propernoun	padrós_propernoun
on_preposition	damunt_preposition
scrooge_propernoun	scrooge_propernoun
sufficient_adjective	suficient_adjective
fifteen-hundred_numeral	mil-cinc-cents_numeral
chair_verb	presidir_verb
zidanelio_propernoun	zidanelio_propernoun
naomi_propernoun	naomi_propernoun
nintendo-dsi_propernoun	nintendo-dsi_propernoun
echo_verb	repetir_verb
expectation_noun	expectativa_noun
cash_verb	cobrar_verb
hypermenorrhea_noun	hipermenorrea_noun
vicar_noun	vicari_noun
lunchroom_noun	menjador_noun
prilidiano_propernoun	prilidiano_propernoun
deliberately_adverb	intencionadament_adverb
disinfectant_noun	desinfectant_noun
singularity_noun	singularitat_noun
chelsea_propernoun	chelsea_propernoun
girl_noun	nen_noun
indebtedness_noun	endeutament_noun
afar_adverb	lluny_adverb
christian_propernoun	christian_propernoun
martinet_propernoun	martinet_propernoun
esmé_propernoun	esmé_propernoun
regardless_adverb	coste-el-que-coste_adverb
kenyan_adjective	kenià_adjective
out-of-luck_adverb	de-mala-sort_adverb
quicksilver_noun	argent-viu_noun
schedule_noun	programa_noun
didiane_propernoun	didiane_propernoun
temporary_adjective	temporal_adjective
phase_verb	sincronitzar_verb
revolutionise_verb	revolucionar_verb
concretely_adverb	concretament_adverb
godmother_noun	padrina_noun
women's-team_noun	selecció-femenina_noun
poverty_noun	pobresa_noun
potion_noun	poció_noun
expatriation_noun	expatriació_noun
wayward_adjective	capritxós_adjective
keyla_propernoun	keyla_propernoun
paré_propernoun	paré_propernoun
apply-for_verb	sol·licitar_verb
arsenal_noun	arsenal_noun
couple_verb	acoblar_verb
haylee_propernoun	haylee_propernoun
askance_adverb	de-gairell_adverb
bouillabaisse_noun	bullabessa_noun
delhi_propernoun	delhi_propernoun
name_verb	nomenar_verb
valdés_propernoun	valdés_propernoun
remarkable_adjective	notable_adjective
brachycrany_noun	braquicrània_noun
red_noun	vermell_noun
casia_propernoun	casia_propernoun
teoli_propernoun	teoli_propernoun
garage_noun	garatge_noun
simms_propernoun	simms_propernoun
unconsciously_adverb	inconscientment_adverb
calque_noun	calc_noun
savanah_propernoun	savanah_propernoun
puncture_verb	punxar_verb
annoyance_noun	molèstia_noun
foucreault_propernoun	foucreault_propernoun
phalanx_noun	falange_noun
octahedral_adjective	octaèdric_adjective
score_verb	puntuar_verb
switchboard_noun	centraleta_noun
neighboring_adjective	veí_adjective
synthesizer_noun	sintetitzador_noun
ex-communist_adjective	ex-comunista_adjective
zúniga_propernoun	zúniga_propernoun
fast_adjective	ràpid_adjective
julian_propernoun	julian_propernoun
envy_noun	enveja_noun
bellera_propernoun	bellera_propernoun
mongrel_adjective	mestís_adjective
devillers_propernoun	devillers_propernoun
badly_adverb	malament_adverb
lepidocrocite_noun	lepidocrocita_noun
convertible_adjective	transformable_adjective
cirrocumulus_noun	cirrocúmul_noun
euphémie_propernoun	euphémie_propernoun
molality_noun	molalitat_noun
criticism_noun	criticisme_noun
tongue_noun	llengua_noun
rain_noun	pluja_noun
architecturally_adverb	arquitectònicament_adverb
picturesque_adjective	pintoresc_adjective
internal_adjective	intern_adjective
venezuelan_adjective	veneçolà_adjective
foreshadow_verb	presagiar_verb
deceit_noun	dol_noun
sònia_propernoun	sònia_propernoun
fronton_noun	frontó_noun
christpher_propernoun	christpher_propernoun
thermonuclear_adjective	termonuclear_adjective
llavería_propernoun	llavería_propernoun
poisson_propernoun	poisson_propernoun
nashville_propernoun	nashville_propernoun
folding_noun	plegament_noun
gelatin_noun	gelatina_noun
ximénez_propernoun	ximénez_propernoun
pin_verb	clavar_verb
ammonium_noun	amoni_noun
bus-stop_noun	parada-d'autobús_noun
cream_noun	nata_noun
grow_verb	créixer_verb
hippopotamus_noun	hipopòtam_noun
jaylynn_propernoun	jaylynn_propernoun
media_noun	mitjà-de-comunicació_noun
transition_noun	transició_noun
species-barrier_noun	barrera-de-les-espècies_noun
face-to-face_adjective	presencial_adjective
volumetry_noun	volumetria_noun
magma_noun	magma_noun
regime_noun	règim_noun
theodicy_noun	teodicea_noun
economist_noun	economista_noun
rocío_propernoun	rocío_propernoun
farias_propernoun	farias_propernoun
unpopularity_noun	impopularitat_noun
depalatalisation_noun	despalatalització_noun
lucena_propernoun	lucena_propernoun
larouche_propernoun	larouche_propernoun
girl_noun	infant_noun
subregion_noun	subregió_noun
denver_propernoun	denver_propernoun
usb_noun	usb_noun
tutusaus_propernoun	tutusaus_propernoun
captivity_noun	captivitat_noun
baseball_noun	beisbol_noun
subcategorisation_noun	subcategorització_noun
coronoplasty_noun	coronoplàstia_noun
airplay_noun	cobertura-radiofònica_noun
presenter_noun	presentador_noun
shareholder_noun	accionista_noun
san-miguel-league_propernoun	liga-san-miguel_propernoun
indisputable_adjective	indiscutible_adjective
football_noun	futbol_noun
reach_verb	abastir_verb
pathogen_noun	patogen_noun
tubalcaín_propernoun	tubalcaín_propernoun
vomit_noun	vòmit_noun
act_noun	acció_noun
burriel_propernoun	burriel_propernoun
agitation_noun	agitació_noun
joan-carretero-i-grau_propernoun	joan-carretero-i-grau_propernoun
demeule_propernoun	demeule_propernoun
dairy_adjective	làctic_adjective
id-card_noun	targeta-d'identitat_noun
soucisse_propernoun	soucisse_propernoun
warlike_adjective	bel·ligerant_adjective
escriva_propernoun	escriva_propernoun
shea_propernoun	shea_propernoun
percy_propernoun	percy_propernoun
in-the-worst-case_adverb	en-el-pitjor-dels-casos_adverb
bader_propernoun	bader_propernoun
ramallo_propernoun	ramallo_propernoun
lithosequence_noun	litoseqüència_noun
pulse_noun	pols_noun
courtroom_noun	sala_noun
helvecia_propernoun	helvecia_propernoun
caamaño_propernoun	caamaño_propernoun
vitalist_noun	vitalista_noun
almirall_propernoun	almirall_propernoun
de-dios_propernoun	de-dios_propernoun
sweep_verb	escombrar_verb
in-high-season_adverb	en-temporada-alta_adverb
flora_propernoun	flora_propernoun
goose_noun	oca_noun
mastoptosis_noun	mastoptosi_noun
hebe_propernoun	hebe_propernoun
kareem_propernoun	kareem_propernoun
uncountably_adverb	incontablement_adverb
mission_noun	missió_noun
weather_noun	temps_noun
dehydrogenase_noun	deshidrogenasa_noun
banner_noun	estendard_noun
escarra_propernoun	escarra_propernoun
misunderstand_verb	entendre-malament_verb
eukaryotic_adjective	eucariota_adjective
recollection_noun	record_noun
serrats_propernoun	serrats_propernoun
centre_noun	centre_noun
imprecation_noun	imprecació_noun
edge_propernoun	edge_propernoun
greenberg_propernoun	greenberg_propernoun
amezcua_propernoun	amezcua_propernoun
marca_propernoun	marca_propernoun
fleury_propernoun	fleury_propernoun
inez_propernoun	inez_propernoun
innumerable_adjective	innombrable_adjective
naive_adjective	ingenu_adjective
anglade_propernoun	anglade_propernoun
homeomorphic_adjective	homeomòrfic_adjective
nadime_propernoun	nadime_propernoun
bail_noun	fiança_noun
chest_noun	cofre_noun
ospina_propernoun	ospina_propernoun
velum_noun	vel_noun
assertive_adjective	autoritari_adjective
cloutier_propernoun	cloutier_propernoun
ken-saro-wiwa_propernoun	ken-saro-wiwa_propernoun
vigour_noun	vigor_noun
chiasm_noun	quiasma_noun
in-the-olden-days_adverb	en-altres-temps_adverb
greyhawk_propernoun	greyhawk_propernoun
require_verb	requerir_verb
clutch_noun	embragatge_noun
distress_verb	contristar_verb
jase_propernoun	jase_propernoun
pressure-cooker_noun	olla-de-pressió_noun
íker_propernoun	íker_propernoun
ingot_noun	lingot_noun
prequel_noun	preqüela_noun
shepherd_propernoun	shepherd_propernoun
penalising_adjective	sancionador_adjective
myocardosis_noun	miocardosi_noun
allotypy_noun	al·lotípia_noun
cobweb_noun	teranyina_noun
periscope_noun	periscopi_noun
deposit_verb	dipositar_verb
around-me_adverb	al-meu-voltant_adverb
malay_noun	malai_noun
inca_propernoun	inca_propernoun
bejarano_propernoun	bejarano_propernoun
allende_propernoun	allende_propernoun
valquiria_propernoun	valquiria_propernoun
tasting_noun	degustació_noun
salvadoran_adjective	salvadorenc_adjective
causal_adjective	causal_adjective
cladistics_noun	cladística_noun
accretion_noun	acreció_noun
lapolice_propernoun	lapolice_propernoun
major_adjective	important_adjective
amylase_noun	amilasa_noun
carve_verb	gravar_verb
throw_verb	llençar_verb
terrón_propernoun	terrón_propernoun
furnish_verb	moblar_verb
calce_propernoun	calce_propernoun
garner_propernoun	garner_propernoun
comella_propernoun	comella_propernoun
opening_noun	inici_noun
bertrand_propernoun	bertrand_propernoun
maiara_propernoun	maiara_propernoun
gázquez_propernoun	gázquez_propernoun
demographical_adjective	demogràfic_adjective
bend_noun	corba_noun
epistemic_adjective	epistèmic_adjective
lea_propernoun	lea_propernoun
fringe_verb	franjar_verb
unfortunately_adverb	malauradament_adverb
swarm_noun	eixam_noun
gallienus_propernoun	gal·liè_propernoun
soap-opera_noun	telenovel·la_noun
man_noun	home_noun
yanina_propernoun	yanina_propernoun
orobitg_propernoun	orobitg_propernoun
ba_propernoun	ba_propernoun
sierpinski_propernoun	sierpiński_propernoun
greenlandic_adjective	groenlandès_adjective
double_adjective	doble_adjective
skyla_propernoun	skyla_propernoun
bias_noun	biaix_noun
osteoblast_noun	osteoblast_noun
brand-name_noun	nom-de-marca_noun
torvalds_propernoun	torvalds_propernoun
strenuous_adjective	esgotador_adjective
donation_noun	donació_noun
aldebar_propernoun	aldebar_propernoun
lunch_verb	menjar_verb
neville_propernoun	neville_propernoun
participant_noun	participant_noun
münster_propernoun	münster_propernoun
innocent_propernoun	innocent_propernoun
accelerate_verb	accelerar_verb
addiction_noun	addicció_noun
nostalgia_noun	nostàlgia_noun
nehemías_propernoun	nehemías_propernoun
jab_verb	punxar_verb
trapper_propernoun	trapper_propernoun
mathis_propernoun	mathis_propernoun
ferro_propernoun	ferro_propernoun
as-for-that_adverb	quant-a-això_adverb
garmin_propernoun	garmin_propernoun
pancho_propernoun	pancho_propernoun
opalescence_noun	opalescència_noun
microbarograph_noun	microbarògraf_noun
suction_noun	succió_noun
stoicism_noun	estoïcisme_noun
pantheon_noun	panteó_noun
assignor_noun	cedent_noun
poetical_adjective	poètic_adjective
padilla_propernoun	padilla_propernoun
diary_noun	agenda_noun
richly_adverb	ricament_adverb
smith_propernoun	smith_propernoun
structure_noun	estructura_noun
now-and-then_adverb	de-tant-en-tant_adverb
juliane_propernoun	juliane_propernoun
boisseau_propernoun	boisseau_propernoun
rosmari_propernoun	rosmari_propernoun
shopping_noun	compra_noun
haircut_noun	tall-de-cabell_noun
brathwaite_propernoun	brathwaite_propernoun
wylie_propernoun	wylie_propernoun
darche_propernoun	darche_propernoun
semi-minor-axis_noun	semieix-menor_noun
spacecraft_noun	aeronau_noun
handwriting_noun	lletra_noun
malleabilisation_noun	mal·leabilització_noun
oxidase_noun	oxidasa_noun
creatine_noun	creatina_noun
amphibian_noun	amfibi_noun
snowy_adjective	nevat_adjective
colchicum_noun	còlquic_noun
historian_noun	historiador_noun
hybridoma_noun	hibridoma_noun
hallucinogenic_adjective	al·lucinogen_adjective
hortense_propernoun	hortense_propernoun
worship_noun	veneració_noun
extremely_adverb	summament_adverb
mathé_propernoun	mathé_propernoun
deterioration_noun	deteriorament_noun
isabel_propernoun	isabel_propernoun
serré_propernoun	serré_propernoun
vice-versa_adverb	viceversa_adverb
soak_verb	amarar_verb
riddle_noun	enigma_noun
notice_noun	anunci_noun
yuray_propernoun	yuray_propernoun
teógenes_propernoun	teógenes_propernoun
sequence_verb	ordenar_verb
batch_noun	tanda_noun
heparin_noun	heparina_noun
spacious_adjective	espaiós_adjective
firebucket_noun	helidipòsit_noun
patrocinio_propernoun	patrocinio_propernoun
homeless_adjective	sense-sostre_adjective
estalella_propernoun	estalella_propernoun
entrepreneurial_adjective	empresarial_adjective
trump_noun	triomf_noun
batter_verb	maltractar_verb
aladino_propernoun	aladino_propernoun
pinyol_propernoun	pinyol_propernoun
verticality_noun	verticalitat_noun
vanda_propernoun	vanda_propernoun
importance_noun	rellevància_noun
gizzard_noun	pedrer_noun
pregnant_adjective	embarassat_adjective
trinity_propernoun	trinity_propernoun
dopplr_propernoun	dopplr_propernoun
syndication_noun	sindicació_noun
froilán_propernoun	froilán_propernoun
gattas_propernoun	gattas_propernoun
longevous_adjective	longeu_adjective
climatological_adjective	climatològic_adjective
occitan_noun	occità_noun
donahue_propernoun	donahue_propernoun
overlapping_noun	superposició_noun
mackay_propernoun	mackay_propernoun
chaila_propernoun	chaila_propernoun
itter_propernoun	itter_propernoun
historiographer_noun	historiògraf_noun
advice_noun	assessorament_noun
microsoft_propernoun	microsoft_propernoun
next-april_adverb	el-proper-abril_adverb
pombo_propernoun	pombo_propernoun
dampen_verb	humitejar_verb
next-saturday_adverb	el-proper-dissabte_adverb
maría-begoñia_propernoun	maría-begoñia_propernoun
forebode_verb	presagiar_verb
swipe_verb	copejar_verb
juan-vicente-mas-quiles_propernoun	juan-vicente-mas-quiles_propernoun
manufacture_verb	fabricar_verb
watier_propernoun	watier_propernoun
secretary-general_noun	secretari-general_noun
discreetly_adverb	discretament_adverb
gibbs_propernoun	gibbs_propernoun
rest_noun	descans_noun
mandarin_noun	mandarina_noun
apart-from_preposition	a-part-de_preposition
cristino_propernoun	cristino_propernoun
on-purpose_adverb	expressament_adverb
ignolinda_propernoun	ignolinda_propernoun
assemble_verb	reunir_verb
mountain_noun	puig_noun
unequal_adjective	desigual_adjective
deputy-mayor_noun	tinent-d'alcalde_noun
lemoine_propernoun	lemoine_propernoun
realistically_adverb	realisticament_adverb
as-a-general-rule_adverb	per-norma-general_adverb
tell_verb	dir_verb
dracula_propernoun	dràcula_propernoun
repiso_propernoun	repiso_propernoun
erasable_adjective	esborrable_adjective
trigonal_adjective	trigonal_adjective
basil_noun	alfàbega_noun
rather_adverb	més-aïnes_adverb
bertoldo_propernoun	bertoldo_propernoun
photoreceptor-cell_noun	cèl·lula-fotoreceptora_noun
farid_propernoun	farid_propernoun
petronilo_propernoun	petronilo_propernoun
disapprove_verb	desaprovar_verb
dancer_noun	ballarí_noun
lamellibranch_noun	lamel·libranqui_noun
de-saussure_propernoun	de-saussure_propernoun
fernando_propernoun	fernando_propernoun
giorgina_propernoun	giorgina_propernoun
pastry_noun	pasta_noun
fitzpatrick_propernoun	fitzpatrick_propernoun
indium_noun	indi_noun
danielle_propernoun	danielle_propernoun
taxation_noun	impost_noun
pablo_propernoun	pablo_propernoun
on-principle_adverb	per-principis_adverb
hilarity_noun	hilaritat_noun
septimio_propernoun	septimio_propernoun
foix-i-mas_propernoun	foix-i-mas_propernoun
pedosphere_noun	edafosfera_noun
ancillary_adjective	subsidiari_adjective
tomorrow-noon_adverb	demà-al-migdia_adverb
widower_noun	vidu_noun
gibraltar_propernoun	gibraltar_propernoun
francis-bacon_propernoun	francis-bacon_propernoun
fecundity_noun	fecunditat_noun
trevon_propernoun	trevon_propernoun
yemina_propernoun	yemina_propernoun
berengué_propernoun	berengué_propernoun
obscenity_noun	obscenitat_noun
mesopotamian_adjective	mesopotàmic_adjective
turning_noun	tombant_noun
madeira_propernoun	madeira_propernoun
caracalla_propernoun	caracal·la_propernoun
worthy_adjective	digne_adjective
swearword_noun	renec_noun
clarification_noun	aclariment_noun
oscillating_adjective	oscil·lant_adjective
molinos_propernoun	molinos_propernoun
moment_noun	moment_noun
poor_adjective	pobre_adjective
sparta_propernoun	esparta_propernoun
cohen_propernoun	cohen_propernoun
elliptically_adverb	el·lípticament_adverb
grandmont_propernoun	grandmont_propernoun
mcfarlane_propernoun	mcfarlane_propernoun
ludovica_propernoun	ludovica_propernoun
poikilothermal_adjective	poiquiloterm_adjective
dissuade_verb	dissuadir_verb
tampa_propernoun	tampa_propernoun
jacqueline_propernoun	jacqueline_propernoun
catkin_noun	ament_noun
obtain_verb	obtenir_verb
dash_noun	polsim_noun
densely_adverb	densament_adverb
in-self-defense_adverb	en-defensa-pròpia_adverb
convertible_adjective	convertible_adjective
gossip_noun	xafarderia_noun
leopard_noun	lleopard_noun
barnard_propernoun	barnard_propernoun
bisexual_adjective	bisexual_adjective
epic_noun	epopeia_noun
ivern_propernoun	ivern_propernoun
ashini_propernoun	ashini_propernoun
mecos_propernoun	mecos_propernoun
fallout_noun	efecte-col·lateral_noun
professionally_adverb	professionalment_adverb
radiotelegram_noun	radiotelegrama_noun
damato_propernoun	damato_propernoun
tetartohedron_noun	tetartoedre_noun
accreditation_noun	acreditació_noun
equitably_adverb	equitativament_adverb
fewer_adjective	menys_adjective
fewer_adjective	menys_adjective
vineyard_noun	vinyer_noun
for-a-long-time_adverb	molt-temps_adverb
leonese_adjective	lleonès_adjective
perfectly-well_adverb	molt-bé_adverb
airline_noun	línia-aèria_noun
calvache_propernoun	calvache_propernoun
gerolamo_propernoun	gerolamo_propernoun
bun_noun	congret_noun
eulerian_adjective	eulerià_adjective
tidy-up_verb	endreçar_verb
impeachment_noun	destitució_noun
presbyter_noun	presbiterià_noun
thicknesser_noun	regruixadora_noun
peloponnesian_adjective	del-peloponès_adjective
calf_noun	panxell_noun
follicular_adjective	fol·licular_adjective
academy_noun	acadèmia_noun
anti-doping-agency_noun	agencia-antidopatge_noun
bloody_adjective	sanguinolent_adjective
also_adverb	també_adverb
viticulture_noun	viticultura_noun
pose_verb	posar_verb
fix_verb	fixar_verb
chancellor_noun	canceller_noun
observatory_noun	observatori_noun
by-the-skin-of-our-teeth_adverb	pels-pèls_adverb
tv_noun	tv_noun
seneschal_noun	senescal_noun
mars_propernoun	mart_propernoun
artacho_propernoun	artacho_propernoun
laberge_propernoun	laberge_propernoun
trempe_propernoun	trempe_propernoun
in-a-short-space-of-time_adverb	en-poc-temps_adverb
urban_propernoun	urban_propernoun
take_verb	endur_verb
melt_verb	fondre_verb
salud_propernoun	salud_propernoun
simulation_noun	simulacre_noun
atomistic_adjective	atomístic_adjective
throw_verb	foragitar_verb
cassette_noun	casset_noun
monier_propernoun	monier_propernoun
trigger_noun	gallet_noun
rhodium_noun	rodi_noun
plan_verb	planejar_verb
coil_noun	bobina_noun
nicholas_propernoun	nicholas_propernoun
terradellas_propernoun	terradellas_propernoun
chest_noun	pit_noun
layering_noun	capficat_noun
heidelberg_propernoun	heidelberg_propernoun
snake_noun	colobra_noun
absentee_adjective	absent_adjective
transylvania_propernoun	transsilvània_propernoun
by-the-day_adverb	al-dia_adverb
africanism_noun	africanisme_noun
conduct_verb	dirigir_verb
lefebvre_propernoun	lefebvre_propernoun
atlantic_adjective	atlàntic_adjective
devries_propernoun	devries_propernoun
nicolae_propernoun	nicolae_propernoun
barbarian_noun	bàrbar_noun
retirement_noun	jubilació_noun
video-game_noun	videojoc_noun
xulia_propernoun	xulia_propernoun
dealer_noun	traficant_noun
szeto_propernoun	szeto_propernoun
phonic_adjective	fònic_adjective
stab_noun	punyalada_noun
berylliosis_noun	beril·liosi_noun
citriculture_noun	citricultura_noun
uninsurable_adjective	inassegurable_adjective
sprue_noun	esprue_noun
audible_adjective	sonor_adjective
reticular_adjective	reticular_adjective
aristophanes_propernoun	aristòfanes_propernoun
reciprocal_noun	recíproca_noun
subdirectory_noun	subdirectori_noun
and-so-forth_adverb	etcètera_adverb
baroque_adjective	barroc_adjective
world-bank_propernoun	banc-mundial_propernoun
mas-i-ossó_propernoun	mas-i-ossó_propernoun
complementarity_noun	complementarietat_noun
irrevocability_noun	irrevocabilitat_noun
comi_propernoun	comi_propernoun
sterilization_noun	esterilització_noun
paddy_noun	arrossar_noun
galileo_propernoun	galileo_propernoun
fibrillolysis_noun	fibril·lòlisi_noun
just-for-show_adverb	només-per-impressionar_adverb
nymph_noun	nimfa_noun
