decano_noun_en	doyen_noun_es
sostenible_adjective_en	soutenable_adjective_es
coloma_propernoun_en	coloma_propernoun_es
cartier_propernoun_en	cartier_propernoun_es
en_absoluto_adverb_en	absolument_pas_adverb_es
abdel_propernoun_en	abdel_propernoun_es
distribuir_verb_en	distribuer_verb_es
controlar_verb_en	contrôler_verb_es
conjunto_adjective_en	conjoint_adjective_es
alardear_verb_en	vanter_verb_es
essonne_propernoun_en	essonne_propernoun_es
benito_propernoun_en	benito_propernoun_es
proporcionar_verb_en	fournir_verb_es
religiosamente_adverb_en	religieusement_adverb_es
aldezabal_propernoun_en	aldezabal_propernoun_es
gracia_noun_en	grâce_noun_es
elogiar_verb_en	louer_verb_es
espoliación_noun_en	spoliation_noun_es
foronda_propernoun_en	foronda_propernoun_es
inés_gonxha_bojaxhiu_propernoun_en	agnès_gonxha_bojaxhiu_propernoun_es
director_noun_en	directeur_noun_es
diversión_noun_en	détente_noun_es
opinar_verb_en	opiner_verb_es
debajo_adverb_en	au-dessous_adverb_es
bonet_propernoun_en	bonet_propernoun_es
firmeza_noun_en	fermeté_noun_es
aixerrota_propernoun_en	aixerrota_propernoun_es
transcurrir_verb_en	passer_verb_es
abdelli_propernoun_en	abdelli_propernoun_es
gutierrez_propernoun_en	gutierrez_propernoun_es
vigilia_noun_en	veille_noun_es
contemplar_verb_en	contempler_verb_es
destrozar_verb_en	catastropher_verb_es
salir_del_paso_verb_en	tirer_d'affaire_verb_es
abrasivo_adjective_en	abrasif_adjective_es
abril_noun_en	avril_noun_es
ocaña_propernoun_en	ocaña_propernoun_es
por_lo_menos_adverb_en	tout_au_moins_adverb_es
continuación_noun_en	continuation_noun_es
muleta_noun_en	béquille_noun_es
permanencia_noun_en	permanence_noun_es
analgésico_noun_en	analgésique_noun_es
desmobilización_noun_en	démobilisation_noun_es
debutar_verb_en	débuter_verb_es
regular_verb_en	régler_verb_es
locutor_noun_en	animateur_noun_es
vergonzoso_adjective_en	honteux_adjective_es
mclaren_propernoun_en	mclaren_propernoun_es
perpiñán_propernoun_en	perpignan_propernoun_es
gratis_adverb_en	gratis_adverb_es
fúnebre_adjective_en	funèbre_adjective_es
error_noun_en	erreur_noun_es
setiembre_noun_en	septembre_noun_es
duplicar_verb_en	doubler_verb_es
mda_noun_en	mda_noun_es
tenorio_propernoun_en	tenorio_propernoun_es
mar_caspio_propernoun_en	mer_caspienne_propernoun_es
archipiélago_chagos_propernoun_en	îles_tchagos_propernoun_es
vario_adjective_en	divers_adjective_es
insatisfacción_noun_en	insatisfaction_noun_es
gil_propernoun_en	gil_propernoun_es
maseru_propernoun_en	maseru_propernoun_es
tv2_propernoun_en	tv2_propernoun_es
discutir_verb_en	disputer_verb_es
stjepan_music_propernoun_en	stjepan_music_propernoun_es
ralentizar_verb_en	ralentir_verb_es
kuribayashi_propernoun_en	kuribayashi_propernoun_es
juzgado_de_lo_social_noun_en	conseil_des_prudhommes_noun_es
prejuicio_noun_en	préjugé_noun_es
alpujarras_propernoun_en	les_alpujarras_propernoun_es
se_pronoun_en	se_pronoun_es
se_reflexivepersonalpronoun_en	se_reflexivepersonalpronoun_es
nebot_propernoun_en	nebot_propernoun_es
tirar_un_saque_de_esquina_verb_en	tirer_un_corner_verb_es
macijauskas_propernoun_en	macijauskas_propernoun_es
serhiy_propernoun_en	serhiy_propernoun_es
barthez_propernoun_en	barthez_propernoun_es
rembrandt_propernoun_en	rembrandt_propernoun_es
comprobación_noun_en	vérification_noun_es
extraviar_verb_en	égarer_verb_es
antisemitismo_noun_en	antisémitisme_noun_es
vale_noun_en	bon_noun_es
exterminio_noun_en	anéantissement_noun_es
precoz_adjective_en	précoce_adjective_es
altzaga_propernoun_en	altzaga_propernoun_es
cuenta_de_salario_noun_en	compte_du_salaire_noun_es
feminista_adjective_en	féministe_adjective_es
segarra_propernoun_en	segarra_propernoun_es
conexión_noun_en	liaison_noun_es
caudal_noun_en	capital_noun_es
específicamente_adverb_en	spécifiquement_adverb_es
soterrado_adjective_en	souterrain_adjective_es
ayestaran_propernoun_en	ayestaran_propernoun_es
punk_adjective_en	punk_adjective_es
descanso_noun_en	repos_noun_es
focalización_noun_en	focalisation_noun_es
voynet_propernoun_en	voynet_propernoun_es
nuclear_adjective_en	nucléaire_adjective_es
wikipedia_propernoun_en	wikipédia_propernoun_es
cabina_noun_en	cabine_noun_es
académico_adjective_en	académique_adjective_es
garnier_propernoun_en	garnier_propernoun_es
disección_noun_en	dissection_noun_es
alusión_noun_en	allusion_noun_es
en_favor_de_subordinatingconjunction_en	à_la_faveur_de_subordinatingconjunction_es
polo_sur_propernoun_en	pôle_sud_propernoun_es
necesitar_verb_en	nécessiter_verb_es
abordable_adjective_en	abordable_adjective_es
horizontal_adjective_en	horizontal_adjective_es
friburgo_propernoun_en	fribourg_propernoun_es
normalmente_adverb_en	normalement_adverb_es
antinuclear_adjective_en	antinucléaire_adjective_es
vespasiano_propernoun_en	vespasien_propernoun_es
acteón_propernoun_en	acteón_propernoun_es
manel_propernoun_en	manel_propernoun_es
temeridad_noun_en	témérité_noun_es
odontología_noun_en	odontologie_noun_es
aperitivo_adjective_en	apéritif_adjective_es
padrnos_propernoun_en	padrnos_propernoun_es
paramaribo_propernoun_en	paramaribo_propernoun_es
antirrepresivo_adjective_en	anti-répressif_adjective_es
donatello_propernoun_en	donatello_propernoun_es
eslabón_noun_en	chaînon_noun_es
joffrin_propernoun_en	joffrin_propernoun_es
corriente_del_golfo_propernoun_en	courant_du_golfe_propernoun_es
averroes_propernoun_en	averroès_propernoun_es
expansión_noun_en	expansion_noun_es
antillas_neerlandesas_propernoun_en	antilles_néerlandaises_propernoun_es
proposición_noun_en	proposition_noun_es
potasio_noun_en	potassium_noun_es
delicioso_adjective_en	délicieux_adjective_es
marchena_propernoun_en	marchena_propernoun_es
xàbia_propernoun_en	jávea_propernoun_es
ése_pronoun_en	celui-là_pronoun_es
dieciocho_numeral_en	dix-huit_numeral_es
gota_noun_en	goutte_noun_es
préstamo_noun_en	prêt_noun_es
parar_verb_en	arrêter_verb_es
bangui_propernoun_en	bangui_propernoun_es
alocución_noun_en	allocution_noun_es
cupo_noun_en	quota_noun_es
metz_propernoun_en	metz_propernoun_es
trópico_de_cáncer_propernoun_en	tropique_du_cancer_propernoun_es
descentralización_noun_en	décentralisation_noun_es
simpático_adjective_en	sympa_adjective_es
duelo_noun_en	deuil_noun_es
amelan_propernoun_en	amelan_propernoun_es
a_comienzos_de_año_adverb_en	en_début_d'année_adverb_es
pedro_propernoun_en	pedro_propernoun_es
pepita_noun_en	pépite_noun_es
manteca_noun_en	graisse_noun_es
beneficiar_verb_en	bénéficier_verb_es
apia_propernoun_en	apia_propernoun_es
galatas_propernoun_en	galatas_propernoun_es
tour_de_francia_propernoun_en	tour_de_france_propernoun_es
calonge_propernoun_en	calonge_propernoun_es
kairuan_propernoun_en	kairouan_propernoun_es
valérie_propernoun_en	valérie_propernoun_es
batería_noun_en	batterie_noun_es
violación_noun_en	violation_noun_es
internet_propernoun_en	internet_propernoun_es
arteaga_propernoun_en	arteaga_propernoun_es
ornamentación_noun_en	ornementation_noun_es
reseña_noun_en	signalement_noun_es
aguantar_verb_en	résister_verb_es
angisola_propernoun_en	angisola_propernoun_es
franco_propernoun_en	franco_propernoun_es
exento_adjective_en	exempt_adjective_es
para_que_tenga_validez_subordinatingconjunction_en	pour_que_ce_soit_valide_subordinatingconjunction_es
terremoto_noun_en	tremblement_de_terre_noun_es
hegemonía_noun_en	hégémonie_noun_es
doping_noun_en	doping_noun_es
suicida_noun_en	suicidé_noun_es
diplomático_noun_en	diplomate_noun_es
letizia_ortiz_rocasolano_propernoun_en	letizia_ortiz_rocasolano_propernoun_es
vertical_adjective_en	vertical_adjective_es
ami_noun_en	ami_noun_es
ineo_infra_ineo_lum_propernoun_en	ineo_infra_ineo_lum_propernoun_es
sabotaje_noun_en	sabotage_noun_es
predicar_verb_en	prêcher_verb_es
césar_propernoun_en	césar_propernoun_es
despojar_verb_en	dépouiller_verb_es
quiebra_noun_en	banqueroute_noun_es
visto_y_aprobado_adjective_en	lu_et_approuvé_adjective_es
caballo_noun_en	cheval_noun_es
aeronave_noun_en	aéronef_noun_es
océano_noun_en	océan_noun_es
adr_noun_en	adr_noun_es
recelo_noun_en	méfiance_noun_es
paolo_propernoun_en	paolo_propernoun_es
steinmeier_propernoun_en	steinmeier_propernoun_es
mediocridad_noun_en	médiocrité_noun_es
cierre_noun_en	fermeture_noun_es
absorto_adjective_en	absorbé_adjective_es
archipiélago_ártico_propernoun_en	archipel_arctique_propernoun_es
sanpedrotarra_propernoun_en	sanpedrotarra_propernoun_es
máster_noun_en	master_noun_es
interés_total_noun_en	intérêt_total_noun_es
carabela_noun_en	caravelle_noun_es
cincuenta_y_cinco_numeral_en	cinquante-cinq_numeral_es
asambleario_noun_en	parlementaire_noun_es
remodelación_noun_en	rénovation_noun_es
larreina_propernoun_en	larreina_propernoun_es
cubrir_verb_en	napper_verb_es
incidente_noun_en	incident_noun_es
ingenuo_adjective_en	dupe_adjective_es
alcaes_propernoun_en	alcaes_propernoun_es
hernandez_propernoun_en	hernandez_propernoun_es
guimet_propernoun_en	guimet_propernoun_es
motociclista_adverb_en	momentanément_adverb_es
aplicativo_adjective_en	applicateur_adjective_es
san_pietro_in_montorio_propernoun_en	san_pietro_in_montorio_propernoun_es
con_carácter_general_adverb_en	à_caractère_général_adverb_es
lento_adjective_en	lent_adjective_es
musiketan_propernoun_en	musiketan_propernoun_es
hollywood_propernoun_en	hollywood_propernoun_es
morel_propernoun_en	morel_propernoun_es
ocaso_noun_en	déclin_noun_es
sotana_noun_en	soutane_noun_es
amnistiar_verb_en	amnistier_verb_es
agenda_noun_en	agenda_noun_es
zona_noun_en	zone_noun_es
violonchelista_noun_en	violoncelliste_noun_es
bordear_verb_en	border_verb_es
contractualización_noun_en	contractualisation_noun_es
zubeldia_propernoun_en	zubeldia_propernoun_es
racing_propernoun_en	racing_propernoun_es
iñarra_propernoun_en	iñarra_propernoun_es
convección_noun_en	convection_noun_es
athletic_propernoun_en	athletic_propernoun_es
duplicación_noun_en	duplication_noun_es
cacauelos_propernoun_en	cacauelos_propernoun_es
volador_adjective_en	volant_adjective_es
araia_propernoun_en	araia_propernoun_es
adverso_adjective_en	adverse_adjective_es
abstención_noun_en	abstention_noun_es
tayikistán_propernoun_en	tadjikistan_propernoun_es
popularidad_noun_en	popularité_noun_es
mohave_propernoun_en	mojave_propernoun_es
levantar_acta_verb_en	dresser_procès-verbal_verb_es
aeronomía_noun_en	aéronomie_noun_es
acortar_verb_en	raccourcir_verb_es
inaplicabilidad_noun_en	inapplicabilité_noun_es
margarita_propernoun_en	margarita_propernoun_es
afilado_adjective_en	aiguisé_adjective_es
anderlues_propernoun_en	anderlues_propernoun_es
letra_a_la_vista_noun_en	traite_à_vue_noun_es
ii_numeral_en	ii_numeral_es
acería_noun_en	aciérie_noun_es
sesenta_y_dos_numeral_en	soixante-deux_numeral_es
supersónico_adjective_en	supersonique_adjective_es
ecuación_noun_en	équation_noun_es
preguntar_verb_en	demander_verb_es
subvención_noun_en	subvention_noun_es
top16_propernoun_en	top16_propernoun_es
visitante_adjective_en	visiteur_adjective_es
bueno_adjective_en	bon_adjective_es
lunar_adjective_en	lunaire_adjective_es
corredoira_propernoun_en	corredoira_propernoun_es
abdelaziz_propernoun_en	abdelaziz_propernoun_es
pozo_noun_en	puits_noun_es
pivote_noun_en	pivot_noun_es
sunní_adjective_en	sunnite_adjective_es
paréntesis_noun_en	parenthèse_noun_es
equitación_noun_en	équitation_noun_es
augustinus_propernoun_en	augustinus_propernoun_es
acaya_propernoun_en	achaïe_propernoun_es
sacerdote_noun_en	prêtre_noun_es
koxtape_propernoun_en	koxtape_propernoun_es
impedimento_noun_en	empêchement_noun_es
sur_noun_en	sud_noun_es
arnault_propernoun_en	arnault_propernoun_es
trascendencia_noun_en	transcendance_noun_es
visualizar_verb_en	visualiser_verb_es
pirenaico_adjective_en	pyrénéen_adjective_es
velux_propernoun_en	velux_propernoun_es
firma_noun_en	enseigne_noun_es
jarvis_propernoun_en	jarvis_propernoun_es
conforme_adverb_en	conformément_adverb_es
provocación_noun_en	provocation_noun_es
castilla_propernoun_en	castille_propernoun_es
nicolás_copérnico_propernoun_en	nicolas_copernic_propernoun_es
saber_noun_en	savoir_noun_es
annapurna_propernoun_en	annapurna_propernoun_es
fuera_de_lugar_adverb_en	hors_de_propos_adverb_es
apelotonar_verb_en	mettre_en_boule_verb_es
montes_de_alaska_propernoun_en	chaîne_de_l'alaska_propernoun_es
oral_adjective_en	oral_adjective_es
distrito_noun_en	district_noun_es
heredar_verb_en	hériter_verb_es
rodríguez_propernoun_en	rodríguez_propernoun_es
michelangelo_propernoun_en	michelangelo_propernoun_es
contiguo_adjective_en	attenant_adjective_es
impositor_noun_en	imposeur_noun_es
lapidar_verb_en	lapider_verb_es
hamid_propernoun_en	hamid_propernoun_es
oreka_propernoun_en	oreka_propernoun_es
áspero_adjective_en	âpre_adjective_es
delegar_verb_en	déléguer_verb_es
cortometraje_noun_en	court-métrage_noun_es
despedir_de_verb_en	dire_au_revoir_à_verb_es
edimburgo_propernoun_en	édimbourg_propernoun_es
a_partir_del_momento_en_que_subordinatingconjunction_en	à_partir_du_moment_où_subordinatingconjunction_es
ventero_noun_en	aubergiste_noun_es
pesquisa_noun_en	recherche_noun_es
deambular_verb_en	promener_verb_es
bienes_muebles_noun_en	biens_mobiliers_noun_es
comisión_por_apertura_noun_en	commission_d'ouverture_noun_es
limosna_noun_en	aumône_noun_es
mercancía_noun_en	marchandise_noun_es
hacer_estallar_verb_en	faire_exploser_verb_es
banderas_propernoun_en	banderas_propernoun_es
nueva_georgia_propernoun_en	nouvelle_géorgie_propernoun_es
óbito_noun_en	décès_noun_es
filmar_verb_en	filmer_verb_es
prórroga_noun_en	sursis_noun_es
frotar_verb_en	frotter_verb_es
constante_adjective_en	soutenu_adjective_es
centrar_verb_en	centrer_verb_es
geofísico_adjective_en	géophysique_adjective_es
koikili_propernoun_en	koikili_propernoun_es
bretos_propernoun_en	bretos_propernoun_es
castellón_de_la_plana_propernoun_en	castellón_de_la_plana_propernoun_es
urgencia_noun_en	urgence_noun_es
argot_noun_en	argot_noun_es
nikkei_propernoun_en	nikkei_propernoun_es
picanto_propernoun_en	picanto_propernoun_es
depresión_noun_en	dépression_noun_es
manresa_propernoun_en	manresa_propernoun_es
total_a_cobrar_noun_en	total_à_recouvrer_noun_es
parecer_noun_en	avis_noun_es
themba_dlamini_propernoun_en	themba_dlamini_propernoun_es
diferencia_noun_en	différence_noun_es
balance_calorífico_noun_en	bilan_calorifique_noun_es
río_noun_en	rivière_noun_es
inteligente_adjective_en	intelligent_adjective_es
maestre_propernoun_en	maestre_propernoun_es
gazprom_propernoun_en	gazprom_propernoun_es
guerra_de_los_cien_años_propernoun_en	guerre_de_cent_ans_propernoun_es
pradera_propernoun_en	prairie_propernoun_es
sadiyah_propernoun_en	sadiyah_propernoun_es
babcock_propernoun_en	babcock_propernoun_es
tal_vez_adverb_en	peut-être_adverb_es
aragonés_adjective_en	aragonais_adjective_es
flandes_propernoun_en	flandre_propernoun_es
cosa_noun_en	chose_noun_es
willis_propernoun_en	willis_propernoun_es
eli_propernoun_en	eli_propernoun_es
mí_pronoun_en	moi_pronoun_es
liberación_noun_en	liberation_noun_es
determinante_adjective_en	déterminant_adjective_es
consistir_en_verb_en	consister_à_verb_es
absorbente_adjective_en	absorbant_adjective_es
allison_propernoun_en	allison_propernoun_es
detención_noun_en	detention_noun_es
estambul_propernoun_en	istanbul_propernoun_es
duelo_noun_en	duel_noun_es
navegante_adjective_en	navigant_adjective_es
cadencia_noun_en	cadence_noun_es
artigas_propernoun_en	artigas_propernoun_es
con_vistas_a_preposition_en	en_vue_de_preposition_es
ávila_propernoun_en	ávila_propernoun_es
sequedad_noun_en	sécheresse_noun_es
horroroso_adjective_en	affreux_adjective_es
debilitar_verb_en	affaiblir_verb_es
dignidad_noun_en	dignité_noun_es
figuración_noun_en	figuration_noun_es
fast_food_noun_en	fast-food_noun_es
don_noun_en	monsieur_noun_es
dacca_propernoun_en	dhaka_propernoun_es
aelc_noun_en	aele_noun_es
indudablemente_adverb_en	indubitablement_adverb_es
jean-christophe_propernoun_en	jean-christophe_propernoun_es
disculpar_verb_en	excuser_verb_es
doncella_noun_en	demoiselle_noun_es
garcía_propernoun_en	garcía_propernoun_es
caldea_propernoun_en	chaldée_propernoun_es
sierra_morena_propernoun_en	sierra_morena_propernoun_es
revolución_noun_en	révolution_noun_es
laetitia_propernoun_en	laetitia_propernoun_es
asesoría_noun_en	cabinet-conseil_noun_es
prestatario_noun_en	emprunteur_noun_es
alapuzha_propernoun_en	alapuzha_propernoun_es
iniciación_noun_en	initiation_noun_es
guerrilla_noun_en	guérilla_noun_es
gambari_propernoun_en	gambari_propernoun_es
apéndice_noun_en	appendice_noun_es
sociedad_en_comandita_noun_en	société_en_commandite_noun_es
mar_muerto_propernoun_en	mer_morte_propernoun_es
después_de_que_subordinatingconjunction_en	après_que_subordinatingconjunction_es
manguera_noun_en	tuyau_d'arrosage_noun_es
wct_noun_en	wct_noun_es
cuarto_noun_en	chambre_noun_es
mcguiness_propernoun_en	mcguiness_propernoun_es
ratificar_verb_en	ratifier_verb_es
fillon_propernoun_en	fillon_propernoun_es
poner_los_puntos_sobre_las_íes_verb_en	mettre_les_points_sur_les_i_verb_es
alondra_noun_en	alouette_noun_es
ganar_el_pan_verb_en	gagner_sa_croûte_verb_es
ochenta_y_uno_pronoun_en	quatre-vingt-un_pronoun_es
ochenta_y_uno_determiner_en	quatre-vingt-un_determiner_es
akjoujt_propernoun_en	akjoujt_propernoun_es
apología_del_terrorismo_noun_en	apologie_du_terrorisme_noun_es
sadar_propernoun_en	sadar_propernoun_es
anaya_propernoun_en	anaya_propernoun_es
sellal_propernoun_en	sellal_propernoun_es
bissau_propernoun_en	bissau_propernoun_es
entrenador_noun_en	entraîneur_noun_es
renaud_propernoun_en	renaud_propernoun_es
jacinto_propernoun_en	jacinto_propernoun_es
norte-paso_de_calais_propernoun_en	nord-pas_de_calais_propernoun_es
onu_noun_en	onu_noun_es
ramírez_propernoun_en	ramírez_propernoun_es
metabolito_noun_en	métabolite_noun_es
malentendido_noun_en	malentendu_noun_es
allaman_propernoun_en	allaman_propernoun_es
abandonar_verb_en	quitter_verb_es
lituania_propernoun_en	lituanie_propernoun_es
perdedor_noun_en	perdant_noun_es
coloquio_noun_en	colloque_noun_es
doctrinal_adjective_en	doctrinal_adjective_es
haba_noun_en	fève_noun_es
incorporar_verb_en	incorporer_verb_es
tira_noun_en	bande_noun_es
lore_propernoun_en	lore_propernoun_es
restaurar_verb_en	restaurer_verb_es
masa_noun_en	masse_noun_es
om_noun_en	om_noun_es
salvamento_noun_en	sauvetage_noun_es
barricada_noun_en	barricade_noun_es
recuerdo_noun_en	souvenir_noun_es
cartel_noun_en	affiche_noun_es
pupila_noun_en	prunelle_noun_es
vw_noun_en	vw_noun_es
brillante_adjective_en	éclatant_adjective_es
banco_internacional_de_reconstrucción_y_fomento_propernoun_en	banque_internationale_pour_la_reconstruction_et_le_développement_propernoun_es
le_soir_propernoun_en	le_soir_propernoun_es
abrir_verb_en	écarquiller_verb_es
presupuestar_verb_en	budgéter_verb_es
label_noun_en	label_noun_es
denegar_verb_en	dénier_verb_es
eusko_jaurlaritza_propernoun_en	gouvernement_basque_propernoun_es
rujano_propernoun_en	rujano_propernoun_es
comienzo_noun_en	début_noun_es
kiev_propernoun_en	kiev_propernoun_es
plaga_noun_en	plaie_noun_es
haber_que_modal_en	falloir_modal_es
jersey_noun_en	jersey_noun_es
contrato_temporal_noun_en	contrat_à_durée_déterminée_noun_es
ininterrumpidamente_adverb_en	de_façon_ininterrompue_adverb_es
crillon_propernoun_en	crillon_propernoun_es
valdés_propernoun_en	valdés_propernoun_es
descendiente_adjective_en	descendant_adjective_es
gravemente_adverb_en	gravement_adverb_es
cuatrocientos_numeral_en	quatre_cents_numeral_es
patológico_adjective_en	pathologique_adjective_es
sepultura_noun_en	sépulture_noun_es
marcial_propernoun_en	marcial_propernoun_es
predilección_noun_en	prédilection_noun_es
envite_noun_en	enjeu_noun_es
burgaud_propernoun_en	burgaud_propernoun_es
meteorológico_adjective_en	météorologique_adjective_es
ilegalizar_verb_en	rendre_illégal_verb_es
abdomen_noun_en	abdomen_noun_es
octeto_noun_en	octet_noun_es
presenciar_verb_en	assister_à_verb_es
aketa_propernoun_en	aketa_propernoun_es
juane_noun_en	juane_noun_es
ameno_adjective_en	amène_adjective_es
estantería_noun_en	étagère_noun_es
mujer_noun_en	femme_noun_es
poncio_pilato_propernoun_en	ponce_pilate_propernoun_es
acabar_verb_en	finir_verb_es
valence_propernoun_en	valence_propernoun_es
donald_propernoun_en	donald_propernoun_es
aleksandrs_propernoun_en	aleksandrs_propernoun_es
aburrimiento_noun_en	ennui_noun_es
mohamed_propernoun_en	mohamed_propernoun_es
reglamentario_adjective_en	réglementaire_adjective_es
cubrir_verb_en	joncher_verb_es
flojo_noun_en	faible_noun_es
pornografía_noun_en	pornographie_noun_es
shetland_del_sur_propernoun_en	shetland_du_sud_propernoun_es
personalmente_adverb_en	personnellement_adverb_es
oropesa_del_mar_propernoun_en	oropesa_del_mar_propernoun_es
linda_propernoun_en	linda_propernoun_es
racismo_noun_en	racisme_noun_es
exigible_adjective_en	exigible_adjective_es
impuesto_indirecto_noun_en	impôt_indirect_noun_es
navideño_adjective_en	de_noël_adjective_es
stéphane_propernoun_en	stéphane_propernoun_es
otro_adjective_en	autre_adjective_es
solo_adverb_en	seulement_adverb_es
aguirregomezkorta_propernoun_en	aguirregomezkorta_propernoun_es
almunia_propernoun_en	almunia_propernoun_es
derecho_subjetivo_noun_en	droit_subjectif_noun_es
anuario_meteorológico_noun_en	annales_météorologiques_noun_es
amur_propernoun_en	amour_propernoun_es
tanto_tiempo_como_subordinatingconjunction_en	aussi_longtemps_que_subordinatingconjunction_es
oficina_noun_en	office_noun_es
puntualmente_adverb_en	ponctuellement_adverb_es
murugarren_propernoun_en	murugarren_propernoun_es
guzmán_propernoun_en	guzmán_propernoun_es
acabar_verb_en	achever_verb_es
aplicativo_noun_en	logiciel_d'application_noun_es
achraf_propernoun_en	achraf_propernoun_es
precio_de_venta_noun_en	prix_de_vente_noun_es
corfu_propernoun_en	corfou_propernoun_es
temer_verb_en	redouter_verb_es
vegetal_adjective_en	végétal_adjective_es
fátima_propernoun_en	fátima_propernoun_es
mendizorrotza_propernoun_en	mendizorrotza_propernoun_es
derecho_adjective_en	droit_adjective_es
abba_propernoun_en	abba_propernoun_es
palestina_propernoun_en	palestine_propernoun_es
meditación_noun_en	méditation_noun_es
nilo_propernoun_en	nil_propernoun_es
yaren_propernoun_en	yaren_propernoun_es
autenticidad_noun_en	authenticité_noun_es
baikal_propernoun_en	baïkal_propernoun_es
newsletter_noun_en	newsletter_noun_es
salzburgo_propernoun_en	salzbourg_propernoun_es
planeamiento_noun_en	organisation_noun_es
movilización_noun_en	mobilisation_noun_es
nota_noun_en	notice_noun_es
tendencia_noun_en	tendance_noun_es
libro_de_contabilidad_noun_en	livre_comptable_noun_es
jameos_del_agua_propernoun_en	jameos_del_agua_propernoun_es
multiplicar_verb_en	multiplier_verb_es
mecha_noun_en	mèche_noun_es
vaticano_propernoun_en	vatican_propernoun_es
torneo_noun_en	tournoi_noun_es
givenchy_propernoun_en	givenchy_propernoun_es
supervivencia_noun_en	survivance_noun_es
explotar_verb_en	exploser_verb_es
farmacéutico_noun_en	pharmacien_noun_es
alkarbide_propernoun_en	alkarbide_propernoun_es
le_puy-en-velay_propernoun_en	le_puy-en-velay_propernoun_es
intolerante_adjective_en	intolérant_adjective_es
deceso_noun_en	décès_noun_es
carrasco_propernoun_en	carrasco_propernoun_es
jeringuilla_noun_en	seringat_noun_es
cimiento_noun_en	fondement_noun_es
gdf-suez_propernoun_en	gdf-suez_propernoun_es
voluntariado_noun_en	volontariat_noun_es
vuelo_noun_en	vol_noun_es
maquinación_noun_en	machination_noun_es
easo_propernoun_en	easo_propernoun_es
boomerang_propernoun_en	boomerang_propernoun_es
jenofonte_propernoun_en	xénophon_propernoun_es
franquear_verb_en	franchir_verb_es
robar_verb_en	voler_verb_es
arantxa_propernoun_en	arantxa_propernoun_es
estudio_noun_en	étude_noun_es
redondeo_noun_en	arrondissement_noun_es
sepia_noun_en	sépia_noun_es
corretaje_noun_en	courtage_noun_es
universalmente_adverb_en	universellement_adverb_es
estrabón_propernoun_en	strabon_propernoun_es
downing_propernoun_en	downing_propernoun_es
azsv_noun_en	azsv_noun_es
hruska_propernoun_en	hruska_propernoun_es
goierri_propernoun_en	goierri_propernoun_es
incapacidad_noun_en	incapacité_noun_es
malo_adjective_en	mauvais_adjective_es
iruña_propernoun_en	pampelune_propernoun_es
colonización_noun_en	colonisation_noun_es
marginación_noun_en	marginalisation_noun_es
concepto_noun_en	concept_noun_es
pobreza_noun_en	pauvreté_noun_es
ben-ahin_propernoun_en	ben-ahin_propernoun_es
bouvier_propernoun_en	bouvier_propernoun_es
molino_propernoun_en	molino_propernoun_es
calcetín_noun_en	chaussette_noun_es
duque_noun_en	duc_noun_es
hondarribia_propernoun_en	hondarribia_propernoun_es
huevo_noun_en	oeuf_noun_es
desembarco_noun_en	débarquement_noun_es
periódicamente_adverb_en	périodiquement_adverb_es
aspirador_noun_en	aspirateur_noun_es
rusia_propernoun_en	russie_propernoun_es
hemiciclo_noun_en	hémicycle_noun_es
boletín_oficial_noun_en	journal_officiel_noun_es
tildar_verb_en	taxer_verb_es
impuesto_directo_noun_en	impôt_direct_noun_es
adhesión_noun_en	adhésion_noun_es
apuesta_noun_en	pari_noun_es
eibarrés_adjective_en	d'eibar_adjective_es
en_menoscabo_adverb_en	au_préjudice_adverb_es
aubisque_propernoun_en	aubisque_propernoun_es
desinformación_noun_en	désinformation_noun_es
robot_noun_en	robot_noun_es
berta_propernoun_en	berta_propernoun_es
dólar_noun_en	dollar_noun_es
objetividad_noun_en	objectivité_noun_es
rescindir_verb_en	résilier_verb_es
afluencia_noun_en	affluence_noun_es
de_todo_punto_adverb_en	totalement_adverb_es
faisal_i_propernoun_en	faysal_i_propernoun_es
prolífico_adjective_en	prolifique_adjective_es
mediterráneo_adjective_en	méditerranéen_adjective_es
equipamiento_noun_en	équipement_noun_es
lotería_noun_en	loterie_noun_es
cal_noun_en	chaux_noun_es
alcámenes_propernoun_en	alcamène_propernoun_es
título_valor_noun_en	valeur_mobilière_noun_es
coste_noun_en	coût_noun_es
cockburn_town_propernoun_en	cockburn_town_propernoun_es
administración_pública_noun_en	administration_noun_es
giovanni_boccaccio_propernoun_en	giovanni_boccaccio_propernoun_es
limitación_noun_en	limitation_noun_es
jack_propernoun_en	jack_propernoun_es
licencia_noun_en	licence_noun_es
crisol_noun_en	creuset_noun_es
alhama_propernoun_en	alhama_propernoun_es
mancomunidad_de_las_islas_marianas_del_norte_propernoun_en	commonwealth_des_îles_mariannes_du_nord_propernoun_es
agoitz_propernoun_en	agoitz_propernoun_es
santo_adjective_en	saint_adjective_es
bartolomé_propernoun_en	bartolomé_propernoun_es
propagación_noun_en	propagation_noun_es
ciruela_noun_en	prune_noun_es
importancia_noun_en	importance_noun_es
paco_propernoun_en	paco_propernoun_es
masaje_noun_en	massage_noun_es
fábrica_noun_en	usine_noun_es
estrés_noun_en	stress_noun_es
activamente_adverb_en	activement_adverb_es
andre_agassi_propernoun_en	andre_agassi_propernoun_es
pedestal_noun_en	piédestal_noun_es
escudriñar_verb_en	scruter_verb_es
gbr_noun_en	gbr_noun_es
