propietario_noun	proprietário_noun
periodicidad_noun	periodicidade_noun
colección_noun	colecção_noun
demencia_noun	insanidade_noun
amablemente_adverb	amavelmente_adverb
chino_adjective	chinês_adjective
dublin_propernoun	dublin_propernoun
febrero_noun	fevereiro_noun
cancha_noun	campo_noun
sordamente_adverb	surdamente_adverb
espaciar_verb	espaçar_verb
personalizar_verb	personalizar_verb
yugo_noun	jugo_noun
acompañamiento_noun	acompanhamento_noun
multiedición_noun	multiedição_noun
translación_noun	translação_noun
vacaciones_noun	férias_noun
horma_noun	forma_noun
escondite_noun	esconderijo_noun
vukcevic_propernoun	vukcevic_propernoun
aún_adverb	mesmo_adverb
bolivariano_adjective	bolivariano_adjective
cuanto_interrogativepronoun	quanto_interrogativepronoun
modular_adjective	modular_adjective
aquello_pronoun	aquilo_pronoun
abajo_adverb	abaixo_adverb
trasmitir_verb	transmitir_verb
desasociar_verb	desassociar_verb
camboya_propernoun	camboja_propernoun
faraónico_adjective	faraônico_adjective
estilo_noun	estilo_noun
compañía_noun	companhia_noun
acuáticamente_adverb	aquaticamente_adverb
joni_propernoun	joni_propernoun
integridad_noun	integridade_noun
fotografía_noun	fotografia_noun
islámico_adjective	islâmico_adjective
beneficio_noun	benefício_noun
conducir_verb	conduzir_verb
cuota_noun	quota_noun
arreglar_verb	arranjar_verb
cola_noun	bicha_noun
suspensión_noun	suspensão_noun
factoría_noun	fábrica_noun
conservación_noun	conservação_noun
magento_adjective	magento_adjective
interactuar_verb	interatuar_verb
dimitri_propernoun	dimitri_propernoun
fastidiar_verb	incomodar_verb
deslizante_adjective	deslizante_adjective
regularidad_noun	regularidade_noun
ostensiblemente_adverb	ostensivelmente_adverb
matanza_noun	matança_noun
intolerable_adjective	intolerável_adjective
viable_adjective	viável_adjective
centroide_noun	centróide_noun
modelización_noun	renderização_noun
entero_adjective	inteiro_adjective
tamaño_determiner	tamanho_determiner
cupo_noun	cota_noun
primogénito_adjective	primogênito_adjective
champú_noun	champô_noun
estadístico_adjective	estatístico_adjective
llama_noun	lume_noun
negociable_adjective	negocial_adjective
platão_propernoun	platão_propernoun
kurdo_adjective	curdo_adjective
irresponsablemente_adverb	irresponsavelmente_adverb
irs_noun	irs_noun
blandamente_adverb	brandamente_adverb
contabilidad_noun	contabilidade_noun
regulación_noun	regulação_noun
sistematización_noun	sistematização_noun
de-verdad_adverb	para-valer_adverb
lámina_noun	lâmina_noun
recibimiento_noun	recebimento_noun
transpirable_adjective	transpirável_adjective
agarradera_noun	asa_noun
exponente_adjective	expoente_adjective
libre_adjective	vago_adjective
altruista_adjective	altruísta_adjective
observablemente_adverb	observavelmente_adverb
lejano_adjective	longínquo_adjective
sustituir_verb	substituir_verb
alegación_noun	alegação_noun
femenino_adjective	feminino_adjective
privacidad_noun	privacidade_noun
lejía_noun	água-sanitária_noun
admirable_adjective	admirável_adjective
titular_noun	manchete_noun
aprobador_noun	aprovador_noun
adecuado_adjective	adequado_adjective
restauración_noun	restauração_noun
automovilístico_adjective	automobilístico_adjective
deporte_noun	esporte_noun
palomo_noun	pombo_noun
scp_propernoun	scp_propernoun
tierno_adjective	meigo_adjective
adobe_propernoun	adobe_propernoun
escalón_noun	degrau_noun
ómnibus_noun	ônibus_noun
arquero_noun	arqueiro_noun
catalogar_verb	catalogar_verb
vacuna_noun	vacina_noun
preferencial_adjective	preferencial_adjective
consciencia_noun	consciência_noun
ancho_adjective	largo_adjective
pájaro-de-mal-agüero_adverb	agourento_adverb
océano_noun	oceano_noun
independientemente_adverb	independentemente_adverb
violencia_noun	violência_noun
transferible_adjective	transferível_adjective
suscritor_noun	subscritor_noun
exponencial_adjective	exponencial_adjective
robot_noun	robô_noun
radiactivo_adjective	radiactivo_adjective
adriana_propernoun	adriana_propernoun
anidamiento_noun	aninhamento_noun
middleton_propernoun	middleton_propernoun
concisión_noun	concisão_noun
pertenecientemente_adverb	pertencentemente_adverb
volatilidad_noun	volatilidade_noun
intervención_noun	intervenção_noun
formar-parte_verb	fazer-parte_verb
vehementemente_adverb	veementemente_adverb
chat_noun	bate-papo_noun
hermoso_adjective	formoso_adjective
frío_noun	frio_noun
arena_noun	areia_noun
envidia_noun	inveja_noun
bóveda_noun	abóbada_noun
anotativo_adjective	anotativo_adjective
danzar_verb	dançar_verb
inteligiblemente_adverb	inteligivelmente_adverb
reflejar_verb	espelhar_verb
profesión_noun	profissão_noun
señal_noun	sinal_noun
heredar_verb	herdar_verb
freeport_propernoun	freeport_propernoun
trabajo_noun	trabalho_noun
anotación_noun	anotação_noun
pakistán_propernoun	paquistão_propernoun
artesanía_noun	artesanato_noun
sociológico_adjective	sociológico_adjective
ejecutivo_adjective	executivo_adjective
yugoslavia_propernoun	iugoslávia_propernoun
por-lo-tanto_subordinatingconjunction	portanto_subordinatingconjunction
guitarra-eléctrica_noun	guitarra_noun
simulador_noun	simulador_noun
pidasa_propernoun	pidasa_propernoun
bertrand_propernoun	bertrand_propernoun
antítesis_noun	antítese_noun
amargar_verb	amargurar_verb
piedra_noun	pedra_noun
sangre_noun	sangue_noun
orgullosamente_adverb	orgulhosamente_adverb
nombre_noun	nome_noun
misión_noun	missão_noun
tampoco_adverb	também-não_adverb
nepa_propernoun	nepa_propernoun
tobin_propernoun	tobin_propernoun
europeo_adjective	europeu_adjective
coloidal_adjective	coloidal_adjective
antropología_noun	antropologia_noun
trampa_noun	armadilha_noun
beloura_propernoun	beloura_propernoun
referéndum_noun	referendum_noun
vejez_noun	velhice_noun
continuación_noun	continuação_noun
cabecilla_noun	cabeça_noun
kent_propernoun	kent_propernoun
oíblemente_adverb	audivelmente_adverb
moneda_noun	moeda_noun
borracho_noun	bêbado_noun
ángulo_noun	ângulo_noun
daño_noun	dano_noun
cannes_propernoun	cannes_propernoun
elección_noun	escolha_noun
audiencia_noun	audiência_noun
escurrimiento_noun	escorrimento_noun
investigador_noun	pesquisador_noun
como-ejemplo_adverb	como-exemplo_adverb
síntoma_noun	sintoma_noun
judicial_adjective	judiciário_adjective
redacción_noun	redação_noun
bpn_propernoun	bpn_propernoun
cómic_noun	banda-desenhada_noun
variación_noun	variação_noun
asesor_noun	assessor_noun
informativo_adjective	noticioso_adjective
canadiense_noun	canadense_noun
plantilla_noun	palmilha_noun
seccionado_adjective	seccionado_adjective
revivir_verb	reviver_verb
ultrasónico_adjective	ultrassônico_adjective
anders_propernoun	anders_propernoun
interrogante_adjective	interrogante_adjective
organizativo_adjective	organizativo_adjective
acechar_verb	espreitar_verb
diestramente_adverb	destramente_adverb
verve_propernoun	verve_propernoun
raquíticamente_adverb	raquiticamente_adverb
viktor_propernoun	viktor_propernoun
pacificación_noun	pacificação_noun
marquês_propernoun	marquês_propernoun
apdc_propernoun	apdc_propernoun
hacer-frente_verb	fazer-frente_verb
ataúd_noun	ataúde_noun
ascendente_adjective	crescente_adjective
paquete_noun	pacote_noun
requisito_noun	pré-requisito_noun
cuello_noun	pescoço_noun
madre_noun	mãe_noun
rescatar_verb	aforrar_verb
misioneramente_adverb	missionariamente_adverb
calcut_propernoun	calcut_propernoun
particularidad_noun	particularidade_noun
mesita-de-noche_noun	mesa-de-cabeceira_noun
refugio_noun	refúgio_noun
clavo_noun	prego_noun
perjuicio_noun	prejuízo_noun
plan_noun	plano_noun
encriptar_verb	encriptar_verb
aparcar_verb	estacionar_verb
occidentalmente_adverb	ocidentalmente_adverb
canje_noun	troca_noun
paquistaní_adjective	paquistanês_adjective
inflablemente_adverb	inflavelmente_adverb
vergonzosamente_adverb	vergonhosamente_adverb
fricción_noun	atrito_noun
fila_noun	bicha_noun
predefinir_verb	predefinir_verb
legitimidad_noun	legitimidade_noun
financiero_adjective	financeiro_adjective
desgraciado_adjective	desgraçado_adjective
baño_noun	banho_noun
contribuyente_noun	contribuinte_noun
impulsar_verb	impulsionar_verb
criminal_noun	criminoso_noun
glifo_noun	glifo_noun
atener_verb	ater_verb
poseer_verb	possuir_verb
clase_noun	aula_noun
subcapítulo_noun	subcapítulo_noun
aprehender_verb	prender_verb
ama-de-casa_noun	dona-de-casa_noun
moses_propernoun	moses_propernoun
herencia_noun	herança_noun
mamá_noun	mamã_noun
congreso_noun	congresso_noun
disonantemente_adverb	dissonantemente_adverb
dato_noun	dado_noun
aprendizaje_noun	aprendizagem_noun
donec_propernoun	donec_propernoun
casco_noun	capacete_noun
ratón_noun	rato_noun
piso_noun	andar_noun
consecuente_adjective	conseqüente_adjective
eurocup_propernoun	eurocup_propernoun
donante_noun	doador_noun
patata_noun	batata_noun
robo_noun	roubo_noun
extremar_verb	envidar_verb
en-adjunto_adverb	em-anexo_adverb
portafolio_noun	portefólio_noun
defectuoso_adjective	defeituoso_adjective
fervientemente_adverb	ferventemente_adverb
tope_noun	topo_noun
de-pasada_adverb	de-passagem_adverb
taquilla_noun	bilhetaria_noun
ejemplarmente_adverb	exemplarmente_adverb
palestino_noun	palestiniano_noun
vértigo_noun	vertigem_noun
amenazar_verb	ameaçar_verb
trayectoria_noun	trajetória_noun
aparato_noun	aparelho_noun
tregua_noun	trégua_noun
patas-arriba_adverb	de-pernas-para-o-ar_adverb
falsificación_noun	falsificação_noun
quitar_verb	tirar_verb
exactamente_adverb	exatamente_adverb
estabilización_noun	estabilização_noun
coliseu_propernoun	coliseu_propernoun
incapacidad_noun	incapacidade_noun
dos_numeral	dois_numeral
kahn_propernoun	kahn_propernoun
jessica_propernoun	jessica_propernoun
hospitalización_noun	hospitalização_noun
exiliado_noun	exilado_noun
segregación_noun	segregação_noun
a-lo-grande_adverb	em-grande-estilo_adverb
interpol_propernoun	interpol_propernoun
anidar_verb	aninhar_verb
aún-así_subordinatingconjunction	mesmo-assim_subordinatingconjunction
radicar_verb	arraigar_verb
inhumanamente_adverb	desumanamente_adverb
manuela_propernoun	manuela_propernoun
ya_adverb	já_adverb
mourinho_propernoun	mourinho_propernoun
agencia_noun	agência_noun
en-lo-sucesivo_adverb	daqui-por-diante_adverb
posventa_noun	pós-venta_noun
en-cuestión_adverb	em-questão_adverb
opuestamente_adverb	opostamente_adverb
él_pronoun	ele_pronoun
precario_adjective	precário_adjective
wikipedia_propernoun	wikipedia_propernoun
vuelo_noun	voo_noun
ganhão_propernoun	ganhão_propernoun
papá_noun	papai_noun
powerpoint_propernoun	powerpoint_propernoun
nazaré_propernoun	nazaré_propernoun
escepticismo_noun	cepticismo_noun
centésimamente_adverb	centesimamente_adverb
explícito_adjective	explícito_adjective
estructurar_verb	estruturar_verb
de-veras_adverb	deveras_adverb
pantano_noun	brejo_noun
binomio_noun	binómio_noun
max_propernoun	max_propernoun
madoff_propernoun	madoff_propernoun
qué_pronoun	que_pronoun
incidencia_noun	incidência_noun
tavares_propernoun	tavares_propernoun
previsualización_noun	pré-visualização_noun
adelanto_noun	progresso_noun
ocio_noun	lazer_noun
forum_noun	fórum_noun
sustituto_adjective	sustituto_adjective
privativo_adjective	privativo_adjective
con-detenimiento_adverb	detidamente_adverb
provisorio_adjective	provisório_adjective
cero_numeral	zero_numeral
raza_noun	raça_noun
mandatario_noun	mandatário_noun
redibujar_verb	redesenhar_verb
infracción_noun	infracção_noun
melancólicamente_adverb	melancolicamente_adverb
selección_noun	selecção_noun
gobernanza_noun	governo_noun
pictóricamente_adverb	pictoricamente_adverb
jugador_noun	jogador_noun
veinte_numeral	vinte_numeral
tejas_propernoun	texas_propernoun
tulipas_propernoun	tulipas_propernoun
o_coordinatingconjunction	ou_coordinatingconjunction
stephenie_propernoun	stephenie_propernoun
aleación_noun	liga_noun
hacer_verb	fazer_verb
ión_noun	íon_noun
irresistiblemente_adverb	irresistivelmente_adverb
frío_adjective	frio_adjective
encaminar_verb	encaminhar_verb
cíclico_adjective	cíclico_adjective
capitán_noun	capitão_noun
invitación_noun	convite_noun
genealogía_noun	genealogia_noun
renderizar_verb	renderizar_verb
inactividad_noun	inactividade_noun
marchito_adjective	seco_adjective
lineamiento_noun	alineamento_noun
exigencia_noun	exigência_noun
ciento_numeral	cento_numeral
realinear_verb	realinhar_verb
la-haya_propernoun	haia_propernoun
comprensión_noun	entendimento_noun
innumerablemente_adverb	inumeravelmente_adverb
escena_noun	cena_noun
manel_propernoun	manel_propernoun
folclóricamente_adverb	folcloricamente_adverb
sangriento_adjective	sangrento_adjective
competitividad_noun	competitividade_noun
flexibilización_noun	flexibilização_noun
despido_noun	demissão_noun
aligerar_verb	aliviar_verb
insatisfecho_adjective	insatisfeito_adjective
saldanha_propernoun	saldanha_propernoun
disturbio_noun	distúrbio_noun
tontería_noun	bobagem_noun
cueva_noun	gruta_noun
apear_verb	descer_verb
interponer_verb	interpor_verb
tiernamente_adverb	tenramente_adverb
rehogado_adjective	refogado_adjective
fbad_propernoun	fbad_propernoun
opuesto_adjective	oposto_adjective
fuera_adverb	fora_adverb
festividad_noun	festividade_noun
ancianamente_adverb	anciãmente_adverb
dieciséis_numeral	dezesseis_numeral
inconciliablemente_adverb	inconciliavelmente_adverb
ccc_propernoun	ccc_propernoun
electrodo_noun	eletrodo_noun
ferrocarril_noun	caminho-de-ferro_noun
marítimamente_adverb	maritimamente_adverb
imaginario_adjective	imaginário_adjective
institución_noun	instituição_noun
niño_noun	criança_noun
diez_numeral	dez_numeral
mafalda_propernoun	mafalda_propernoun
medalla_noun	medalha_noun
marzo_noun	março_noun
allá_adverb	acolá_adverb
embrague_noun	embraiagem_noun
presupuestario_adjective	orçamentário_adjective
sudor_noun	suor_noun
concurrencia_noun	participação_noun
modelizado_noun	renderização_noun
esperanzadamente_adverb	esperançosamente_adverb
intranquilo_noun	intranqüilo_noun
ascendencia_noun	ascendência_noun
mágicamente_adverb	magicamente_adverb
dorar_verb	dourar_verb
molesto_adjective	chateado_adjective
confusión_noun	confusão_noun
rechazar_verb	rejeitar_verb
alemania_propernoun	alemanha_propernoun
caliente_adjective	quente_adjective
permiso-de-conducir_noun	carteira-nacional-de-habilitação_noun
andino_adjective	andino_adjective
láser_noun	laser_noun
cuánto_adverb	quanto_adverb
oler_verb	cheirar_verb
trazar_verb	traçar_verb
por-doquier_adverb	por-todos-os-lados_adverb
cuidadoso_adjective	cuidadoso_adjective
libre_adjective	livre_adjective
concebir_verb	conceber_verb
expandir_verb	expandir_verb
sustituto_noun	substituto_noun
desglosar_verb	desmembrar_verb
poco-después_adverb	pouco-depois_adverb
x_noun	x_noun
cajera_noun	caixa_noun
bolivia_propernoun	bolívia_propernoun
modernización_noun	modernização_noun
en-concreto_adverb	mais-especificamente_adverb
típico_adjective	típico_adjective
quedo_adverb	baixo_adverb
hueste_noun	hoste_noun
recibir-pronto_interjection	receber-brevemente_interjection
troncal_adjective	principal_adjective
dejar_verb	deixar_verb
flaco_adjective	magro_adjective
filosofía_noun	filosofia_noun
dialéctica_noun	dialética_noun
escariado_adjective	rebaixado_adjective
obrero_noun	operário_noun
casamajor_propernoun	casamajor_propernoun
fronterizo_adjective	fronteiriço_adjective
promulgación_noun	promulgação_noun
tecnología_noun	tecnologia_noun
planeamiento_noun	planejamento_noun
dnpdp_propernoun	dnpdp_propernoun
euronext_propernoun	euronext_propernoun
hocico_noun	focinho_noun
contestablemente_adverb	contestavelmente_adverb
múltiplemente_adverb	multiplicemente_adverb
v_noun	v_noun
dechado_noun	exemplar_noun
riles_propernoun	riles_propernoun
irán_propernoun	irã_propernoun
estatuilla_noun	estatueta_noun
desarrollador_noun	desenvolvedor_noun
sacudir_verb	abalar_verb
rebeldía_noun	rebeldia_noun
realizador_noun	realizador_noun
prestamente_adverb	prontamente_adverb
bueno_adjective	bom_adjective
exóticamente_adverb	exoticamente_adverb
varón_noun	varão_noun
recto_noun	reto_noun
personal_adjective	pessoal_adjective
adhesivamente_adverb	adesivamente_adverb
soñador_adjective	sonhador_adjective
croquis_noun	croqui_noun
arroyo_noun	arroio_noun
rizado_adjective	encaracolado_adjective
website_noun	website_noun
fomentar_verb	alavancar_verb
estancia_noun	estância_noun
equilibrio_noun	equilíbrio_noun
aac_propernoun	aac_propernoun
turbación_noun	turvação_noun
a-borbotones_adverb	a-rodo_adverb
carneiro_propernoun	carneiro_propernoun
gaspar_propernoun	gaspar_propernoun
gozosamente_adverb	prazenteiramente_adverb
casquillo_noun	bucha_noun
predibujado_adjective	pré-desenhado_adjective
verano_noun	verão_noun
provenir_verb	provir_verb
barreiro_propernoun	barreiro_propernoun
directo_adjective	direto_adjective
experto_adjective	experiente_adjective
trescientos_numeral	trezentos_numeral
arag_propernoun	arag_propernoun
donar_verb	doar_verb
desertización_noun	desertificação_noun
provechoso_adjective	proveitoso_adjective
imperecedero_adjective	imperecível_adjective
argaman_propernoun	argaman_propernoun
disgusto_noun	desgosto_noun
retraso_noun	atraso_noun
millonario_noun	milionário_noun
estafa_noun	fraude_noun
despido_noun	despedimento_noun
bbdd_noun	bbdd_noun
tutorizado_adjective	tutorado_adjective
ods_propernoun	ods_propernoun
estirar_verb	puxar_verb
rai_propernoun	rai_propernoun
taiwanés_adjective	taiwanês_adjective
dócilmente_adverb	docilmente_adverb
trillizo_noun	trigêmeo_noun
activo_adjective	activo_adjective
en-potencia_adverb	em-potencial_adverb
cambio_noun	troca_noun
cuna_noun	berço_noun
corral_propernoun	corral_propernoun
indigencia_noun	indigência_noun
consultivo_adjective	consultivo_adjective
censurablemente_adverb	censuravelmente_adverb
ristorante_noun	restaurante_noun
fonseca_propernoun	fonseca_propernoun
sin-embargo_subordinatingconjunction	no-entanto_subordinatingconjunction
fracción_noun	fração_noun
predecir_verb	predizer_verb
a-menos-que_adverb	a-não-ser-que_adverb
pto_noun	pto_noun
mercadería_noun	mercadoria_noun
iese_propernoun	iese_propernoun
sigma_noun	sigma_noun
manufactura_noun	manufatura_noun
creatividad_noun	criatividade_noun
sacarina_noun	sacarina_noun
rigidez_noun	rigidez_noun
descartablemente_adverb	descartavelmente_adverb
habilidad_noun	habilidade_noun
dinis_propernoun	dinis_propernoun
fuertemente-al-alza_adverb	em-forte-subida_adverb
royal_propernoun	royal_propernoun
contienda_noun	contenda_noun
fianza_noun	fiança_noun
anécdota_noun	episódio_noun
asimilar_verb	assimilar_verb
controlablemente_adverb	controlavelmente_adverb
entero_noun	inteiro_noun
seiscientos_numeral	seiscentos_numeral
si_subordinatingconjunction	se_subordinatingconjunction
adaptabilidad_noun	adaptabilidade_noun
localidad_noun	localidade_noun
cameron_propernoun	cameron_propernoun
rugosidad_noun	rugosidade_noun
variamente_adverb	variadamente_adverb
compañero_noun	companheiro_noun
conveniencia_noun	conveniência_noun
hostelería_noun	hotelaria_noun
canosamente_adverb	grisalhamente_adverb
maximizado_adjective	maximizado_adjective
canaleta_noun	canaleta_noun
sarah_propernoun	sarah_propernoun
descriptivo_adjective	descritivo_adjective
eclac_propernoun	eclac_propernoun
solevar_verb	transitar_verb
aplicable_adjective	aplicável_adjective
goma_noun	borracha_noun
creyentemente_adverb	crentemente_adverb
aproximación_noun	aproximação_noun
ron_noun	rum_noun
estandarizado_adjective	padronizado_adjective
embajada_noun	embaixada_noun
director_noun	director_noun
videoconferencia_noun	videoconferência_noun
excitación_noun	excitação_noun
gubernamental_adjective	governamental_adjective
duplicidad_noun	duplicidade_noun
relevantemente_adverb	notavelmente_adverb
iris_noun	íris_noun
reparto_noun	compartilhamento_noun
matriz_noun	matriz_noun
referencial_adjective	referencial_adjective
aquel_determiner	aquele_determiner
aquel_demonstrativepronoun	aquele_demonstrativepronoun
quinquagésimamente_adverb	qüinquagesimamente_adverb
pasaporte_noun	passaporte_noun
contratista_noun	contratador_noun
camión_noun	caminhão_noun
tajantemente_adverb	cortantemente_adverb
entallado_adjective	entalhado_adjective
atención_noun	atenção_noun
biselado_adjective	chanfrado_adjective
de-memoria_adverb	de-cor_adverb
frívolamente_adverb	frivolamente_adverb
suavidad_noun	suavidade_noun
sospecha_noun	suspeita_noun
llegar_verb	chegar_verb
un-cordial-saludo_interjection	saudações-cordiais_interjection
consorcio_noun	consórcio_noun
arriesgar_verb	arriscar_verb
pasar-revista_verb	vistoriar_verb
higiénicamente_adverb	higienicamente_adverb
cómplice_noun	cúmplice_noun
caridad_noun	caridade_noun
pinzamiento_noun	pinçamento_noun
a-velas-desplegadas_adverb	com-muito-empenho_adverb
por-la-mitad_adverb	ao-meio_adverb
negrito_adjective	negrito_adjective
erbiti_propernoun	erbiti_propernoun
porsche_propernoun	porsche_propernoun
vecinamente_adverb	vizinhamente_adverb
maquinar_verb	maquinar_verb
excéntricamente_adverb	excentricamente_adverb
sociedad_noun	sociedade_noun
tolerablemente_adverb	toleravelmente_adverb
rebaño_noun	rebanho_noun
desmoldeo_noun	desmoldagem_noun
geometría_noun	geometria_noun
perfeccionamiento_noun	aperfeiçoamento_noun
cubrir_verb	cobrir_verb
imperceptiblemente_adverb	imperceptivelmente_adverb
compresión_noun	compressão_noun
cristianamente_adverb	cristãmente_adverb
precargado_adjective	pré-carregado_adjective
finlandés_adjective	finlandês_adjective
persona_noun	pessoa_noun
constança_propernoun	constança_propernoun
campaña_noun	campanha_noun
moreirense_propernoun	moreirense_propernoun
revocación_noun	revocação_noun
marea_noun	maré_noun
abusivo_adjective	abusivo_adjective
teológicamente_adverb	teologicamente_adverb
israelí_noun	israelita_noun
redimensionable_adjective	redimensionável_adjective
espectacular_adjective	espectacular_adjective
cambiario_adjective	cambial_adjective
a-la-vez_adverb	ao-mesmo-tempo_adverb
buque_noun	navio_noun
salvajemente_adverb	selvagemmente_adverb
discriminar_verb	discriminar_verb
en-primer-lugar_adverb	em-primeiro-lugar_adverb
borrador_noun	rascunho_noun
disminuir_verb	diminuir_verb
subterráneamente_adverb	subterraneamente_adverb
creer_verb	crer_verb
spam_noun	spam_noun
inconcebible_adverb	inconcebível_adverb
reinstalación_noun	reinstalação_noun
neutralidad_noun	neutralidade_noun
miserablemente_adverb	miseravelmente_adverb
ingesta_noun	ingestão_noun
llenamente_adverb	cheiamente_adverb
pérdida_noun	perda_noun
a-la-corta-o-a-la-larga_adverb	mais-cedo-ou-mais-tarde_adverb
ruina_noun	ruína_noun
presentir_verb	pressentir_verb
simplificado_adjective	simplificado_adjective
inversión_noun	investimento_noun
cóncavamente_adverb	concavamente_adverb
solapamiento_noun	sobreposição_noun
límite_noun	limite_noun
vasco_noun	vascão_noun
desaliento_noun	desalento_noun
banquillo_noun	banco_noun
ovalado_adjective	ovalado_adjective
amamantamiento_noun	aleitamento_noun
homosexual_adjective	homossexual_adjective
toque-de-queda_noun	toque-de-recolher_noun
bolonia_propernoun	bolonha_propernoun
cuartel_noun	quartel_noun
substitución_noun	substituição_noun
doble_adjective	duplo_adjective
cuota_noun	parcela_noun
hola_interjection	oi_interjection
recíprocamente_adverb	reciprocamente_adverb
complacientemente_adverb	condescendentemente_adverb
ofrecimiento_noun	oferecimento_noun
desvincular_verb	desvincular_verb
saludable_adjective	saudável_adjective
japonés_adjective	japonês_adjective
jarra_noun	jarra_noun
osàcar_propernoun	osàcar_propernoun
perro_noun	cão_noun
soberbiamente_adverb	soberbamente_adverb
fijar_verb	fixar_verb
revolución_noun	revolução_noun
bisel_noun	chanfro_noun
adyacentemente_adverb	adjacentemente_adverb
tontería_noun	tontura_noun
acúfeno_noun	acúfeno_noun
manual_adjective	manual_adjective
monitor_noun	monitor_noun
manufacturero_adjective	manufatureiro_adjective
camino_noun	caminho_noun
forbes_propernoun	forbes_propernoun
adaptador_noun	adaptador_noun
gotear_verb	gotejar_verb
huésped_noun	hóspede_noun
paso_noun	passo_noun
oxiacetileno_noun	oxiacetileno_noun
codiciar_verb	cobiçar_verb
cartoon_propernoun	cartoon_propernoun
exacto_adjective	exato_adjective
tubo_noun	cano_noun
oliu_propernoun	oliu_propernoun
filón_noun	filão_noun
en_preposition	em_preposition
finalmente_adverb	conclusivamente_adverb
bienestar_noun	bem-estar_noun
esencial_adjective	essencial_adjective
agitador_noun	agitador_noun
congruente_adjective	congruente_adjective
esclavitud_noun	escravidão_noun
promesa_noun	promessa_noun
obrar_verb	fazer_verb
electrónico_adjective	eletrónico_adjective
audición_noun	audição_noun
reclamación_noun	reclamação_noun
atractivo_adjective	atraente_adjective
segmentar_verb	segmentar_verb
aquel_demonstrativepronoun	aquele_demonstrativepronoun
calcuta_propernoun	calcutá_propernoun
históricamente_adverb	historicamente_adverb
al-menos_subordinatingconjunction	ao-menos_subordinatingconjunction
pbi_propernoun	pib_propernoun
serpiente_noun	serpente_noun
sucumbir_verb	sucumbir_verb
ciudad-del-cabo_propernoun	cidade-do-cabo_propernoun
reuters_propernoun	reuters_propernoun
bailarín_noun	bailarino_noun
exploración_noun	exploração_noun
puñalada_noun	facada_noun
josiane_propernoun	josiane_propernoun
corrêa_propernoun	corrêa_propernoun
contraloría_noun	controladoria_noun
drástico_adjective	drástico_adjective
conllevar_verb	implicar_verb
tamaño_noun	tamanho_noun
francés_adjective	francês_adjective
edificio_noun	prédio_noun
en-efecto_adverb	efectivamente_adverb
mecanizado_noun	usinagem_noun
procesión_noun	procissão_noun
horta_propernoun	horta_propernoun
máximamente_adverb	maximamente_adverb
sumisamente_adverb	submissamente_adverb
reductor_adjective	redutor_adjective
recalcular_verb	recalcular_verb
fondo_noun	fundo_noun
insulsamente_adverb	insossamente_adverb
preventa_noun	pré-venda_noun
tabulación_noun	tabulação_noun
proceso_noun	processo_noun
invitar_verb	convidar_verb
caballo_noun	cavalo_noun
alzar_verb	alçar_verb
coherencia_noun	coerência_noun
afiliadamente_adverb	filiadamente_adverb
temporalmente_adverb	temporariamente_adverb
inaplicablemente_adverb	inaplicavelmente_adverb
minoría_noun	minoria_noun
borrosamente_adverb	imprecisamente_adverb
prohibición_noun	proibição_noun
demás_adjective	demais_adjective
sordo_adjective	surdo_adjective
alcohólicamente_adverb	alcoolicamente_adverb
eutanasia_noun	eutanásia_noun
marinero_noun	marinheiro_noun
aposentar_verb	acomodar_verb
contracción_noun	contracção_noun
desinfectar_verb	desinfetar_verb
personalización_noun	personalização_noun
cizaña_noun	discórdia_noun
hedor_noun	fedor_noun
homólogamente_adverb	homologamente_adverb
admirablemente_adverb	admiravelmente_adverb
reparación_noun	reparo_noun
motor_adjective	motor_adjective
veloso_propernoun	veloso_propernoun
regla_noun	regra_noun
laietana_propernoun	laietana_propernoun
incorrecto_adjective	incorrecto_adjective
centroamericano_adjective	centroamericano_adjective
ceremonia_noun	cerimônia_noun
pálidamente_adverb	palidamente_adverb
colisión_noun	colisão_noun
defraudador_adjective	fraudador_adjective
aguja_noun	agulha_noun
inflación_noun	inflação_noun
pitton_propernoun	pitton_propernoun
ofertante_noun	ofertante_noun
pronóstico_noun	prognóstico_noun
visualización_noun	visualização_noun
factiblemente_adverb	viavelmente_adverb
formulario_noun	formulário_noun
solaz_propernoun	solaz_propernoun
hotelero_adjective	hoteleiro_adjective
béisbol_noun	basebol_noun
inexperiencia_noun	inexperiência_noun
aptitud_noun	aptidão_noun
mucho-más_adverb	muito-mais_adverb
subunidad_noun	sub-unidade_noun
listado_noun	listagem_noun
binoche_propernoun	binoche_propernoun
ramalho_propernoun	ramalho_propernoun
compresa_noun	compressa_noun
teclear_verb	digitar_verb
secundario_adjective	secundário_adjective
periférico_adjective	periférico_adjective
bello_adjective	belo_adjective
afiliado_adjective	filiado_adjective
dirección_noun	directoria_noun
ordenador_noun	computador_noun
dispersión_noun	dispersão_noun
ochenta_numeral	oitenta_numeral
quebrar_verb	avariar_verb
macro_noun	macro_noun
ondine_propernoun	ondine_propernoun
adyacente_adjective	adjacente_adjective
contenido_noun	conteúdo_noun
naturaleza_noun	natureza_noun
sobrevivir_verb	sobreviver_verb
indiscutiblemente_adverb	indiscutivelmente_adverb
equipaje_noun	bagagem_noun
criminalmente_adverb	criminosamente_adverb
johnny_propernoun	johnny_propernoun
paradoja_noun	paradoxo_noun
